"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(BioCarta) CXCR4 Signaling Pathway","BIOCARTA_CXCR4_PATHWAY","NONE",-0.124,-3.71,0.00618,0.0193
"(Reactome) Activated TLR4 signalling","REACTOME_ACTIVATED_TLR4_SIGNALLING","NONE",-0.109,-3.71,0.00621,0.0194
"(BioCarta) Sonic Hedgehog (SHH) Receptor Ptc1 Regulates cell cycle","BIOCARTA_PTC1_PATHWAY","NONE",0.413,3.7,0.00628,0.0195
"(KEGG) beta-Alanine metabolism","KEGG_BETA_ALANINE_METABOLISM","NONE",0.146,3.7,0.00629,0.0195
"(PID) Presenilin action in Notch and Wnt signaling","PID_PS1_PATHWAY","NONE",0.136,3.7,0.00632,0.0195
"(BioCarta) HIV-I Nef: negative effector of Fas and TNF","BIOCARTA_HIVNEF_PATHWAY","NONE",0.106,3.68,0.00645,0.0199
"(BioCarta) Role of Parkin in the Ubiquitin-Proteasomal Pathway","BIOCARTA_PARKIN_PATHWAY","NONE",-0.189,-3.68,0.00648,0.0199
"(KEGG) Phenylalanine metabolism","KEGG_PHENYLALANINE_METABOLISM","NONE",-0.155,-3.66,0.00663,0.0203
"(Reactome) Chondroitin sulfate/dermatan sulfate metabolism","REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM","NONE",0.155,3.66,0.00665,0.0203
"(Reactome) APC-Cdc20 mediated degradation of Nek2A","REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A","NONE",0.282,3.65,0.00672,0.0205
"(Reactome) Golgi Associated Vesicle Biogenesis","REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS","NONE",-0.121,-3.65,0.00675,0.0205
"(Reactome) RNA Polymerase II Pre-transcription Events","REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS","NONE",-0.151,-3.65,0.00677,0.0205
"(Reactome) Ras activation uopn Ca2+ infux through NMDA receptor","REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR","NONE",-0.163,-3.65,0.00678,0.0205
"(BioCarta) Regulation of p27 Phosphorylation during Cell Cycle Progression","BIOCARTA_P27_PATHWAY","NONE",0.287,3.64,0.00687,0.0207
"(BioCarta) Cell Cycle: G1/S Check Point","BIOCARTA_G1_PATHWAY","NONE",0.3,3.63,0.00697,0.021
"(BioCarta) TNF/Stress Related Signaling","BIOCARTA_STRESS_PATHWAY","NONE",-0.137,-3.62,0.00702,0.021
"(BioCarta) ATM Signaling Pathway","BIOCARTA_ATM_PATHWAY","NONE",0.218,3.62,0.00703,0.021
"(PID) FOXA2 and FOXA3 transcription factor networks","PID_HNF3B_PATHWAY","NONE",-0.107,-3.61,0.0071,0.0212
"(Reactome) Cell Cycle Checkpoints","REACTOME_CELL_CYCLE_CHECKPOINTS","NONE",0.299,3.61,0.00714,0.0213
"(Reactome) Prolonged ERK activation events","REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS","NONE",0.162,3.59,0.00739,0.0219
"(Reactome) Degradation of the extracellular matrix","REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX","NONE",0.262,3.58,0.00749,0.0222
"(BioCarta) Attenuation of GPCR Signaling","BIOCARTA_AGPCR_PATHWAY","NONE",-0.191,-3.56,0.00762,0.0225
"(BioCarta) Roles of fl-arrestin-dependent Recruitment of Src Kinases in GPCR Signaling","BIOCARTA_BARRESTIN_SRC_PATHWAY","NONE",-0.128,-3.56,0.00763,0.0225
"(Reactome) Signalling to RAS","REACTOME_SIGNALLING_TO_RAS","NONE",0.131,3.56,0.00765,0.0225
"(Reactome) Meiotic Recombination","REACTOME_MEIOTIC_RECOMBINATION","NONE",0.173,3.55,0.00781,0.0229
"(BioCarta) Hypoxia-Inducible Factor in the Cardiovascular System","BIOCARTA_HIF_PATHWAY","NONE",0.159,3.54,0.00792,0.0231
"(Reactome) Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S","NONE",-0.171,-3.54,0.00794,0.0231
"(PID) PAR4-mediated thrombin signaling events","PID_THROMBIN_PAR4_PATHWAY","NONE",0.15,3.52,0.00809,0.0235
"(Reactome) CD28 co-stimulation","REACTOME_CD28_CO_STIMULATION","NONE",-0.14,-3.52,0.00812,0.0235
"(Reactome) mRNA Capping","REACTOME_MRNA_CAPPING","NONE",-0.164,-3.51,0.00824,0.0238
"(BioCarta) Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway","BIOCARTA_IGF1MTOR_PATHWAY","NONE",0.134,3.5,0.00838,0.0242
"(Reactome) Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell","REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL","NONE",-0.121,-3.47,0.0087,0.025
"(Reactome) ARMS-mediated activation","REACTOME_ARMS_MEDIATED_ACTIVATION","NONE",0.176,3.46,0.00881,0.0253
"(Reactome) SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion","REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION","NONE",0.193,3.45,0.00898,0.0257
"(Reactome) Synthesis of substrates in N-glycan biosythesis","REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS","NONE",-0.186,-3.44,0.00911,0.026
"(BioCarta) Links between Pyk2 and Map Kinases","BIOCARTA_PYK2_PATHWAY","NONE",-0.0992,-3.42,0.00945,0.0269
"(PID) Signaling events mediated by the Hedgehog family","PID_HEDGEHOG_2PATHWAY","NONE",0.173,3.41,0.00947,0.0269
"(Reactome) Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha","REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA","NONE",-0.185,-3.41,0.00951,0.0269
"(KEGG) Type II diabetes mellitus","KEGG_TYPE_II_DIABETES_MELLITUS","NONE",-0.158,-3.41,0.00952,0.0269
"(Reactome) CDT1 association with the CDC6:ORC:origin complex","REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX","NONE",-0.153,-3.4,0.00962,0.0271
"(Reactome) Unfolded Protein Response","REACTOME_UNFOLDED_PROTEIN_RESPONSE","NONE",0.134,3.4,0.00963,0.0271
"(Reactome) Transport of vitamins, nucleosides, and related molecules","REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES","NONE",0.114,3.4,0.00966,0.0271
"(Reactome) Signaling by Rho GTPases","REACTOME_SIGNALING_BY_RHO_GTPASES","NONE",0.11,3.39,0.00975,0.0273
"(BioCarta) Regulation of eIF2","BIOCARTA_EIF2_PATHWAY","NONE",0.147,3.38,0.00991,0.0277
"(Reactome) SCF(Skp2)-mediated degradation of p27/p21","REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21","NONE",-0.148,-3.37,0.0101,0.028
"(KEGG) Porphyrin and chlorophyll metabolism","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM","NONE",-0.229,-3.37,0.0101,0.0281
"(Reactome) Regulation of signaling by CBL","REACTOME_REGULATION_OF_SIGNALING_BY_CBL","NONE",0.144,3.37,0.0101,0.0281
"(PID) p75(NTR)-mediated signaling","PID_P75_NTR_PATHWAY","NONE",-0.114,-3.36,0.0102,0.0281
"(KEGG) Limonene and pinene degradation","KEGG_LIMONENE_AND_PINENE_DEGRADATION","NONE",0.103,3.36,0.0103,0.0284
"(Reactome) Keratan sulfate biosynthesis","REACTOME_KERATAN_SULFATE_BIOSYNTHESIS","NONE",-0.121,-3.35,0.0103,0.0284
"(KEGG) Base excision repair","KEGG_BASE_EXCISION_REPAIR","NONE",0.332,3.33,0.0106,0.0292
"(Reactome) Glucagon signaling in metabolic regulation","REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION","NONE",0.137,3.33,0.0107,0.0292
"(KEGG) Glycine, serine and threonine metabolism","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","NONE",-0.118,-3.33,0.0107,0.0292
"(Reactome) Signal transduction by L1","REACTOME_SIGNAL_TRANSDUCTION_BY_L1","NONE",-0.125,-3.32,0.0108,0.0294
"(Reactome) Formation of transcription-coupled NER (TC-NER) repair complex","REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX","NONE",-0.178,-3.32,0.0109,0.0295
"(Reactome) CREB phosphorylation through the activation of Ras","REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS","NONE",-0.15,-3.32,0.0109,0.0295
"(Reactome) Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase","REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE","NONE",0.176,3.32,0.0109,0.0295
"(PID) Signaling mediated by p38-alpha and p38-beta","PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY","NONE",-0.113,-3.31,0.0111,0.03
"(Reactome) RIP-mediated NFkB activation via DAI","REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI","NONE",-0.151,-3.29,0.0113,0.0304
"(Reactome) CD28 dependent PI3K/Akt signaling","REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING","NONE",-0.159,-3.28,0.0115,0.0309
"(Reactome) MyD88:Mal cascade initiated on plasma membrane","REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE","NONE",-0.0954,-3.26,0.0119,0.032
"(Reactome) Regulation of beta-cell development","REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT","NONE",-0.116,-3.24,0.0122,0.0326
"(PID) Alpha9 beta1 integrin signaling events","PID_INTEGRIN_A9B1_PATHWAY","NONE",-0.151,-3.23,0.0125,0.0332
"(Reactome) Signaling by FGFR1 mutants","REACTOME_SIGNALING_BY_FGFR1_MUTANTS","NONE",0.117,3.21,0.0127,0.0339
"(PID) HIV-1 Nef: Negative effector of Fas and TNF-alpha","PID_HIV_NEF_PATHWAY","NONE",-0.109,-3.2,0.013,0.0346
"(BioCarta) Repression of Pain Sensation by the Transcriptional Regulator DREAM","BIOCARTA_DREAM_PATHWAY","NONE",-0.161,-3.19,0.0132,0.035
"(Reactome) Deposition of New CENPA-containing Nucleosomes at the Centromere","REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE","NONE",0.244,3.16,0.0138,0.0364
"(BioCarta) mCalpain and friends in Cell motility","BIOCARTA_MCALPAIN_PATHWAY","NONE",-0.158,-3.16,0.0139,0.0365
"(KEGG) Steroid biosynthesis","KEGG_STEROID_BIOSYNTHESIS","NONE",0.349,3.15,0.014,0.0368
"(Reactome) TRAF6 mediated induction of TAK1 complex","REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX","NONE",-0.112,-3.13,0.0143,0.0375
"(Reactome) Glycerophospholipid biosynthesis","REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","NONE",-0.119,-3.13,0.0144,0.0376
"(BioCarta) Angiotensin II mediated activation of JNK Pathway via Pyk2 dependent signaling","BIOCARTA_AT1R_PATHWAY","NONE",-0.101,-3.13,0.0145,0.0377
"(KEGG) Cysteine and methionine metabolism","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM","NONE",0.17,3.12,0.0146,0.0381
"(PID) IL4-mediated signaling events","PID_IL4_2PATHWAY","NONE",-0.0915,-3.12,0.0147,0.0382
"(Reactome) N-glycan antennae elongation in the medial/trans-Golgi","REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI","NONE",0.187,3.11,0.0148,0.0382
"(Reactome) Regulation of Insulin Secretion by Glucagon-like Peptide-1","REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1","NONE",0.101,3.11,0.0148,0.0382
"(Reactome) Activation of Kainate Receptors upon glutamate binding","REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING","NONE",0.0941,3.11,0.0148,0.0382
"(Reactome) Influenza Life Cycle","REACTOME_INFLUENZA_LIFE_CYCLE","NONE",-0.124,-3.11,0.0149,0.0383
"(BioCarta) BCR Signaling Pathway","BIOCARTA_BCR_PATHWAY","NONE",-0.109,-3.1,0.015,0.0386
"(PID) Trk receptor signaling mediated by the MAPK pathway","PID_MAPK_TRK_PATHWAY","NONE",-0.123,-3.1,0.0152,0.0388
"(Reactome) Cytosolic tRNA aminoacylation","REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION","NONE",0.179,3.08,0.0155,0.0395
"(BioCarta) Toll-Like Receptor Pathway","BIOCARTA_TOLL_PATHWAY","NONE",-0.113,-3.08,0.0155,0.0395
"(KEGG) Systemic lupus erythematosus","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS","NONE",-0.0982,-3.07,0.0159,0.0404
"(Reactome) Spry regulation of FGF signaling","REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING","NONE",-0.106,-3.06,0.0161,0.0408
"(PID) Plasma membrane estrogen receptor signaling","PID_ER_NONGENOMIC_PATHWAY","NONE",0.0974,3.05,0.0162,0.0409
"(BioCarta) NFkB activation by Nontypeable Hemophilus influenzae","BIOCARTA_NTHI_PATHWAY","NONE",-0.138,-3.05,0.0162,0.041
"(Reactome) Recruitment of mitotic centrosome proteins and complexes","REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES","NONE",0.125,3.05,0.0163,0.0411
"(BioCarta) Nuclear receptors coordinate the activities of chromatin remodeling complexes and coactivators to facilitate initiation of transcription in carcinoma cells","BIOCARTA_RARRXR_PATHWAY","NONE",-0.145,-3.04,0.0165,0.0413
"(PID) Glypican 1 network","PID_GLYPICAN_1PATHWAY","NONE",0.102,3.04,0.0165,0.0413
"(Reactome) Sulfur amino acid metabolism","REACTOME_SULFUR_AMINO_ACID_METABOLISM","NONE",-0.156,-3.04,0.0165,0.0413
"(Reactome) CREB phosphorylation through the activation of CaMKII","REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII","NONE",-0.143,-3.04,0.0166,0.0414
"(Reactome) RNA Polymerase I Transcription","REACTOME_RNA_POL_I_TRANSCRIPTION","NONE",-0.121,-3.03,0.0166,0.0414
"(KEGG) Amyotrophic lateral sclerosis (ALS)","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS","NONE",-0.115,-3.03,0.0169,0.042
"(BioCarta) The IGF-1 Receptor and Longevity","BIOCARTA_LONGEVITY_PATHWAY","NONE",0.102,3.02,0.0169,0.042
"(BioCarta) TACI and BCMA stimulation of B cell immune responses.","BIOCARTA_TALL1_PATHWAY","NONE",-0.125,-3.02,0.0171,0.0423
"(BioCarta) IGF-1 Signaling Pathway","BIOCARTA_IGF1_PATHWAY","NONE",0.102,3.01,0.0173,0.0428
"(PID) Canonical NF-kappaB pathway","PID_NFKAPPAB_CANONICAL_PATHWAY","NONE",-0.129,-3,0.0174,0.0429
"(BioCarta) Cyclins and Cell Cycle Regulation","BIOCARTA_CELLCYCLE_PATHWAY","NONE",0.388,3,0.0174,0.0429
"(Reactome) Tie2 Signaling","REACTOME_TIE2_SIGNALING","NONE",0.143,3,0.0176,0.0431
"(BioCarta) Nitric Oxide Signaling Pathway","BIOCARTA_NOS1_PATHWAY","NONE",-0.127,-3,0.0176,0.0431
"(Reactome) Lipid digestion, mobilization, and transport","REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT","NONE",-0.127,-2.97,0.0183,0.0448
"(PID) Signaling events mediated by HDAC Class II","PID_HDAC_CLASSII_PATHWAY","NONE",0.106,2.97,0.0184,0.045
"(SigmaAldrich) Antigen binding to B cell receptors activates protein tyrosine kinases, such as the Src family, which ultimate activate MAP kinases.","SA_B_CELL_RECEPTOR_COMPLEXES","NONE",0.107,2.95,0.0188,0.0459
"(Reactome) Phospholipid metabolism","REACTOME_PHOSPHOLIPID_METABOLISM","NONE",-0.113,-2.95,0.0189,0.0459
"(KEGG) Starch and sucrose metabolism","KEGG_STARCH_AND_SUCROSE_METABOLISM","NONE",-0.0989,-2.95,0.019,0.0459
"(Reactome) DNA Repair","REACTOME_DNA_REPAIR","NONE",0.199,2.93,0.0194,0.047
"(PID) CD40/CD40L signaling","PID_CD40_PATHWAY","NONE",-0.113,-2.93,0.0195,0.047
"(Reactome) Factors involved in megakaryocyte development and platelet production","REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION","NONE",0.107,2.92,0.0196,0.0473
"(BioCarta) Eukaryotic protein translation","BIOCARTA_EIF_PATHWAY","NONE",0.142,2.92,0.0199,0.0478
"(Reactome) Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN","NONE",-0.113,-2.91,0.0199,0.0478
"(PID) Signaling events mediated by PRL","PID_PRL_SIGNALING_EVENTS_PATHWAY","NONE",0.159,2.9,0.0203,0.0485
"(PID) Degradation of beta catenin","PID_BETA_CATENIN_DEG_PATHWAY","NONE",0.11,2.9,0.0205,0.049
"(Reactome) SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs","REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS","NONE",0.198,2.88,0.0211,0.0504
"(BioCarta) T Cell Receptor Signaling Pathway","BIOCARTA_TCR_PATHWAY","NONE",-0.0946,-2.87,0.0212,0.0505
"(Reactome) The role of Nef in HIV-1 replication and disease pathogenesis","REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS","NONE",-0.128,-2.87,0.0214,0.0507
"(PID) TCR signaling in na&#xef;ve CD8+ T cells","PID_CD8_TCR_PATHWAY","NONE",-0.15,-2.86,0.0215,0.051
"(Reactome) TRIF mediated TLR3 signaling","REACTOME_TRIF_MEDIATED_TLR3_SIGNALING","NONE",-0.0848,-2.86,0.0217,0.0513
"(Reactome) TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION","NONE",-0.084,-2.85,0.0218,0.0515
"(Reactome) Advanced glycosylation endproduct receptor signaling","REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING","NONE",-0.0964,-2.85,0.0221,0.0518
"(BioCarta) Insulin Signaling Pathway","BIOCARTA_INSULIN_PATHWAY","NONE",0.0928,2.85,0.0221,0.0518
"(BioCarta) Trefoil Factors Initiate Mucosal Healing","BIOCARTA_TFF_PATHWAY","NONE",0.0912,2.84,0.0222,0.052
"(Reactome) Protein folding","REACTOME_PROTEIN_FOLDING","NONE",0.104,2.83,0.0225,0.0526
"(PID) IFN-gamma pathway","PID_IFNG_PATHWAY","NONE",-0.115,-2.83,0.0225,0.0526
"(Reactome) Transcription-coupled NER (TC-NER)","REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER","NONE",0.23,2.83,0.0226,0.0526
"(PID) C-MYC pathway","PID_MYC_PATHWAY","NONE",-0.0881,-2.83,0.0226,0.0526
"(BioCarta) MAPKinase Signaling Pathway","BIOCARTA_MAPK_PATHWAY","NONE",-0.101,-2.83,0.0228,0.0529
"(Reactome) tRNA Aminoacylation","REACTOME_TRNA_AMINOACYLATION","NONE",0.127,2.82,0.0228,0.0529
"(Reactome) Effects of PIP2 hydrolysis","REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS","NONE",-0.18,-2.82,0.023,0.0532
"(Reactome) N-glycan trimming in the ER and Calnexin/Calreticulin cycle","REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE","NONE",0.113,2.81,0.0232,0.0535
"(Reactome) Signaling by FGFR1 fusion mutants","REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS","NONE",0.0941,2.81,0.0233,0.0535
"(Reactome) Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters","REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS","NONE",-0.14,-2.81,0.0233,0.0536
"(KEGG) Fructose and mannose metabolism","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","NONE",-0.0858,-2.81,0.0235,0.0539
"(BioCarta) Acetylation and Deacetylation of RelA in The Nucleus","BIOCARTA_RELA_PATHWAY","NONE",-0.13,-2.8,0.0237,0.0542
"(PID) Arf1 pathway","PID_ARF_3PATHWAY","NONE",-0.106,-2.79,0.0241,0.0549
"(BioCarta) How does salmonella hijack a cell","BIOCARTA_SALMONELLA_PATHWAY","NONE",-0.126,-2.79,0.0241,0.0549
"(STKE) B Cell Antigen Receptor","ST_B_CELL_ANTIGEN_RECEPTOR","NONE",0.0986,2.79,0.0241,0.0549
"(SigmaAldrich) Cdk2, 4, and 6 bind cyclin D in G1, while cdk2/cyclin E promotes the G1/S transition.","SA_G1_AND_S_PHASES","NONE",0.24,2.78,0.0246,0.0556
"(Reactome) Generic Transcription Pathway","REACTOME_GENERIC_TRANSCRIPTION_PATHWAY","NONE",-0.135,-2.78,0.0246,0.0556
"(KEGG) T cell receptor signaling pathway","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY","NONE",-0.098,-2.78,0.0246,0.0556
"(PID) Signaling events mediated by focal adhesion kinase","PID_FAK_PATHWAY","NONE",0.104,2.76,0.0253,0.057
"(Reactome) GPCR downstream signaling","REACTOME_GPCR_DOWNSTREAM_SIGNALING","NONE",-0.101,-2.75,0.0254,0.0571
"(KEGG) Notch signaling pathway","KEGG_NOTCH_SIGNALING_PATHWAY","NONE",-0.0854,-2.75,0.0254,0.0571
"(STKE) G alpha 12 Pathway","ST_GA12_PATHWAY","NONE",-0.111,-2.72,0.0267,0.0598
"(KEGG) Glycosphingolipid biosynthesis - lacto and neolacto series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES","NONE",0.133,2.72,0.0269,0.0601
"(BioCarta) Multiple antiapoptotic pathways from IGF-1R signaling lead to BAD phosphorylation","BIOCARTA_IGF1R_PATHWAY","NONE",0.0972,2.72,0.027,0.0601
"(KEGG) O-Glycan biosynthesis","KEGG_O_GLYCAN_BIOSYNTHESIS","NONE",-0.181,-2.72,0.027,0.0601
"(Reactome) Amyloids","REACTOME_AMYLOIDS","NONE",-0.0823,-2.71,0.0272,0.0604
"(KEGG) Nucleotide excision repair","KEGG_NUCLEOTIDE_EXCISION_REPAIR","NONE",0.208,2.71,0.0272,0.0604
"(BioCarta) Vitamin C in the Brain","BIOCARTA_VITCB_PATHWAY","NONE",-0.127,-2.71,0.0273,0.0604
"(BioCarta) Role of fl-arrestins in the activation and targeting of MAP kinases","BIOCARTA_BARR_MAPK_PATHWAY","NONE",-0.0927,-2.7,0.0274,0.0605
"(KEGG) Propanoate metabolism","KEGG_PROPANOATE_METABOLISM","NONE",0.0841,2.7,0.0274,0.0605
"(STKE) Adrenergic Pathway","ST_ADRENERGIC","NONE",0.1,2.7,0.0277,0.061
"(PID) Internalization of ErbB1","PID_ERBB1_INTERNALIZATION_PATHWAY","NONE",-0.126,-2.7,0.0278,0.061
"(KEGG) Focal adhesion","KEGG_FOCAL_ADHESION","NONE",-0.104,-2.69,0.0281,0.0616
"(Reactome) NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10","REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10","NONE",-0.172,-2.69,0.0282,0.0618
"(Reactome) Elongation arrest and recovery","REACTOME_ELONGATION_ARREST_AND_RECOVERY","NONE",-0.123,-2.67,0.0288,0.0629
"(PID) Signaling events mediated by PTP1B","PID_PTP1B_PATHWAY","NONE",-0.103,-2.67,0.0289,0.0629
"(PID) Signaling mediated by p38-gamma and p38-delta","PID_P38_GAMMA_DELTA_PATHWAY","NONE",0.157,2.67,0.0289,0.0629
"(Reactome) Formation of RNA Pol II elongation complex ","REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_","NONE",-0.122,-2.67,0.029,0.0629
"(PID) AP-1 transcription factor network","PID_AP1_PATHWAY","NONE",-0.0963,-2.67,0.029,0.0629
"(PID) Integrin-linked kinase signaling","PID_ILK_PATHWAY","NONE",0.118,2.67,0.0291,0.0629
"(KEGG) Pyrimidine metabolism","KEGG_PYRIMIDINE_METABOLISM","NONE",0.153,2.66,0.0292,0.0629
"(Reactome) G alpha (12/13) signalling events","REACTOME_G_ALPHA1213_SIGNALLING_EVENTS","NONE",0.0909,2.66,0.0292,0.0629
"(KEGG) Glioma","KEGG_GLIOMA","NONE",-0.0865,-2.66,0.0293,0.0629
"(KEGG) Terpenoid backbone biosynthesis","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS","NONE",0.166,2.65,0.0297,0.0639
"(Reactome) RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription","REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION","NONE",-0.0953,-2.64,0.0302,0.0648
"(Reactome) Regulation of Hypoxia-inducible Factor (HIF) by Oxygen","REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN","NONE",-0.132,-2.63,0.0309,0.0661
"(BioCarta) Role of MEF2D in T-cell Apoptosis","BIOCARTA_MEF2D_PATHWAY","NONE",-0.0935,-2.62,0.0312,0.0666
"(BioCarta) Rab GTPases Mark Targets In The Endocytotic Machinery","BIOCARTA_RAB_PATHWAY","NONE",-0.149,-2.62,0.0313,0.0668
"(Reactome) Signaling by GPCR","REACTOME_SIGNALING_BY_GPCR","NONE",-0.0866,-2.61,0.0318,0.0676
"(KEGG) MAPK signaling pathway","KEGG_MAPK_SIGNALING_PATHWAY","NONE",-0.0933,-2.6,0.032,0.0679
"(Reactome) Antigen processing: Ubiquitination & Proteasome degradation","REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION","NONE",-0.0842,-2.6,0.0323,0.0684
"(Reactome) Antiviral mechanism by IFN-stimulated genes","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES","NONE",0.0785,2.59,0.0325,0.0687
"(PID) TCR signaling in na&#xef;ve CD4+ T cells","PID_TCR_PATHWAY","NONE",-0.122,-2.59,0.0328,0.0692
"(BioCarta) Control of Gene Expression by Vitamin D Receptor","BIOCARTA_VDR_PATHWAY","NONE",0.136,2.59,0.0329,0.0693
"(Reactome) Antigen Presentation: Folding, assembly and peptide loading of class I MHC","REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC","NONE",0.193,2.58,0.033,0.0695
