"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(KEGG) Amino sugar and nucleotide sugar metabolism","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM","NONE",-0.0269,-1.94,0.0524,0.169
"(Reactome) Synthesis of PC","REACTOME_SYNTHESIS_OF_PC","NONE",0.0414,1.94,0.0528,0.169
"(Reactome) Assembly of the pre-replicative complex","REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX","NONE",-0.0344,-1.94,0.0531,0.17
"(Reactome) Advanced glycosylation endproduct receptor signaling","REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING","NONE",-0.0393,-1.94,0.0533,0.17
"(KEGG) Arrhythmogenic right ventricular cardiomyopathy (ARVC)","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC","NONE",0.0201,1.94,0.0533,0.17
"(Reactome) CDK-mediated phosphorylation and removal of Cdc6","REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6","NONE",-0.0334,-1.93,0.0541,0.172
"(Reactome) Base Excision Repair","REACTOME_BASE_EXCISION_REPAIR","NONE",-0.0459,-1.93,0.0543,0.172
"(Reactome) trans-Golgi Network Vesicle Budding","REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING","NONE",-0.018,-1.92,0.0548,0.173
"(BioCarta) Induction of apoptosis through DR3 and DR4/5 Death Receptors","BIOCARTA_DEATH_PATHWAY","NONE",0.0368,1.92,0.055,0.173
"(PID) HIV-1 Nef: Negative effector of Fas and TNF-alpha","PID_HIV_NEF_PATHWAY","NONE",0.0357,1.92,0.0556,0.175
"(BioCarta) Hemoglobin's Chaperone","BIOCARTA_AHSP_PATHWAY","NONE",-0.1,-1.92,0.0558,0.175
"(Reactome) PI3K events in ERBB4 signaling","REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING","NONE",0.0235,1.92,0.0559,0.175
"(Reactome) Gap junction trafficking","REACTOME_GAP_JUNCTION_TRAFFICKING","NONE",0.0462,1.91,0.056,0.175
"(KEGG) Glycosylphosphatidylinositol(GPI)-anchor biosynthesis","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","NONE",-0.043,-1.9,0.0577,0.179
"(PID) CXCR3-mediated signaling events","PID_CXCR3_PATHWAY","NONE",0.0279,1.9,0.0578,0.179
"(BioCarta) Role of Mitochondria in Apoptotic Signaling","BIOCARTA_MITOCHONDRIA_PATHWAY","NONE",0.0322,1.9,0.0578,0.179
"(Reactome) Nephrin interactions","REACTOME_NEPHRIN_INTERACTIONS","NONE",0.0296,1.9,0.0582,0.18
"(PID) Trk receptor signaling mediated by PI3K and PLC-gamma","PID_PI3K_PLC_TRK_PATHWAY","NONE",-0.0264,-1.89,0.0589,0.181
"(KEGG) Pyruvate metabolism","KEGG_PYRUVATE_METABOLISM","NONE",-0.0485,-1.89,0.059,0.181
"(KEGG) Pyrimidine metabolism","KEGG_PYRIMIDINE_METABOLISM","NONE",-0.0327,-1.89,0.0591,0.181
"(Reactome) RNA Polymerase I Transcription Termination","REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION","NONE",-0.0363,-1.89,0.0598,0.182
"(STKE) p38 MAPK Pathway","ST_P38_MAPK_PATHWAY","NONE",0.0265,1.88,0.0599,0.182
"(Reactome) Resolution of AP sites via the single-nucleotide replacement pathway","REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY","NONE",-0.0545,-1.88,0.0601,0.182
"(Reactome) Downregulation of SMAD2/3:SMAD4 transcriptional activity","REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY","NONE",0.0325,1.88,0.0601,0.182
"(KEGG) Glyoxylate and dicarboxylate metabolism","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM","NONE",-0.0357,-1.88,0.0605,0.183
"(Naba) Genes encoding structural components of basement membranes","NABA_BASEMENT_MEMBRANES","NONE",-0.0364,-1.88,0.0607,0.183
"(Reactome) FRS2-mediated cascade","REACTOME_FRS2_MEDIATED_CASCADE","NONE",0.028,1.85,0.0642,0.193
"(Reactome) Removal of the Flap Intermediate from the C-strand","REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND","NONE",-0.047,-1.85,0.0647,0.194
"(KEGG) Endocytosis","KEGG_ENDOCYTOSIS","NONE",0.0113,1.85,0.0652,0.195
"(KEGG) Homologous recombination","KEGG_HOMOLOGOUS_RECOMBINATION","NONE",-0.0337,-1.84,0.066,0.197
"(PID) Atypical NF-kappaB pathway","PID_NFKAPPAB_ATYPICAL_PATHWAY","NONE",0.0344,1.84,0.0664,0.197
"(Reactome) Transcriptional Regulation of White Adipocyte Differentiation","REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION","NONE",0.022,1.84,0.0664,0.197
"(KEGG) Dilated cardiomyopathy","KEGG_DILATED_CARDIOMYOPATHY","NONE",0.0203,1.83,0.0679,0.201
"(BioCarta) Activation of Csk by cAMP-dependent Protein Kinase Inhibits Signaling through the T Cell Receptor","BIOCARTA_CSK_PATHWAY","NONE",0.0506,1.83,0.0681,0.201
"(PID) S1P2 pathway","PID_S1P_S1P2_PATHWAY","NONE",0.0333,1.82,0.0686,0.202
"(Reactome) Signalling to ERKs","REACTOME_SIGNALLING_TO_ERKS","NONE",0.0171,1.82,0.0689,0.202
"(KEGG) One carbon pool by folate","KEGG_ONE_CARBON_POOL_BY_FOLATE","NONE",-0.0416,-1.82,0.069,0.202
"(PID) Regulation of retinoblastoma protein","PID_RB_1PATHWAY","NONE",0.0215,1.82,0.0693,0.202
"(Reactome) Abortive elongation of HIV-1 transcript in the absence of Tat","REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT","NONE",-0.0266,-1.82,0.0697,0.203
"(Reactome) Biological oxidations","REACTOME_BIOLOGICAL_OXIDATIONS","NONE",-0.0361,-1.82,0.0697,0.203
"(KEGG) Proteasome","KEGG_PROTEASOME","NONE",-0.0366,-1.81,0.0705,0.204
"(Reactome) Gastrin-CREB signalling pathway via PKC and MAPK","REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK","NONE",-0.027,-1.81,0.0705,0.204
"(Reactome) Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis","REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS","NONE",0.0263,1.81,0.0707,0.204
"(Reactome) RNA Polymerase III Chain Elongation","REACTOME_RNA_POL_III_CHAIN_ELONGATION","NONE",-0.0452,-1.81,0.0713,0.205
"(STKE) Interleukin 4 (IL-4) Pathway","ST_INTERLEUKIN_4_PATHWAY","NONE",-0.0369,-1.8,0.0716,0.205
"(BioCarta) mCalpain and friends in Cell motility","BIOCARTA_MCALPAIN_PATHWAY","NONE",0.0417,1.8,0.0723,0.207
"(PID) FOXA2 and FOXA3 transcription factor networks","PID_HNF3B_PATHWAY","NONE",-0.0275,-1.8,0.0726,0.207
"(Reactome) Spry regulation of FGF signaling","REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING","NONE",-0.0187,-1.8,0.0727,0.207
"(BioCarta) TNFR2 Signaling Pathway","BIOCARTA_TNFR2_PATHWAY","NONE",0.0466,1.8,0.0731,0.208
"(Reactome) Cyclin A/B1 associated events during G2/M transition","REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION","NONE",-0.0392,-1.79,0.0741,0.21
"(Reactome) Cytosolic tRNA aminoacylation","REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION","NONE",-0.0457,-1.79,0.0743,0.21
"(BioCarta) Effects of calcineurin in Keratinocyte Differentiation","BIOCARTA_CALCINEURIN_PATHWAY","NONE",0.0341,1.79,0.0744,0.21
"(Signaling Gateway) Genes related to CD40 signaling","SIG_CD40PATHWAYMAP","NONE",0.023,1.79,0.0746,0.21
"(PID) Nephrin/Neph1 signaling in the kidney podocyte","PID_NEPHRIN_NEPH1_PATHWAY","NONE",0.0307,1.78,0.0751,0.211
"(Reactome) Mitochondrial Protein Import","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT","NONE",-0.0362,-1.78,0.0754,0.211
"(BioCarta) Erk and PI-3 Kinase Are Necessary for Collagen Binding in Corneal Epithelia","BIOCARTA_ECM_PATHWAY","NONE",0.0369,1.78,0.0756,0.211
"(Reactome) Metabolism of nucleotides","REACTOME_METABOLISM_OF_NUCLEOTIDES","NONE",-0.0219,-1.78,0.0759,0.211
"(Reactome) RNA Polymerase III Transcription Initiation From Type 2 Promoter","REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER","NONE",-0.0414,-1.77,0.0765,0.212
"(PID) Validated transcriptional targets of deltaNp63 isoforms","PID_DELTA_NP63_PATHWAY","NONE",0.0312,1.77,0.0766,0.212
"(BioCarta) Transcription factor CREB and its extracellular signals","BIOCARTA_CREB_PATHWAY","NONE",0.0188,1.77,0.0769,0.213
"(PID) IL8- and CXCR2-mediated signaling events","PID_IL8_CXCR2_PATHWAY","NONE",-0.0211,-1.77,0.077,0.213
"(STKE) Tumor Necrosis Factor Pathway.","ST_TUMOR_NECROSIS_FACTOR_PATHWAY","NONE",0.0377,1.77,0.0773,0.213
"(Reactome) TRAF6 mediated IRF7 activation","REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION","NONE",0.0456,1.77,0.0775,0.213
"(PID) p38 signaling mediated by MAPKAP kinases","PID_P38_MK2_PATHWAY","NONE",0.026,1.76,0.0787,0.215
"(Reactome) Heparan sulfate/heparin (HS-GAG) metabolism","REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM","NONE",0.0296,1.76,0.0788,0.215
"(Reactome) Regulated proteolysis of p75NTR","REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR","NONE",-0.037,-1.76,0.0797,0.217
"(Reactome) Lagging Strand Synthesis","REACTOME_LAGGING_STRAND_SYNTHESIS","NONE",-0.0349,-1.75,0.0799,0.217
"(Reactome) Gap junction degradation","REACTOME_GAP_JUNCTION_DEGRADATION","NONE",0.0247,1.75,0.0803,0.218
"(BioCarta) CCR3 signaling in Eosinophils","BIOCARTA_CCR3_PATHWAY","NONE",0.0185,1.75,0.0804,0.218
"(KEGG) Arachidonic acid metabolism","KEGG_ARACHIDONIC_ACID_METABOLISM","NONE",-0.0248,-1.75,0.081,0.218
"(BioCarta) Influence of Ras and Rho proteins on G1 to S Transition","BIOCARTA_RACCYCD_PATHWAY","NONE",0.0267,1.75,0.081,0.218
"(Reactome) Pyruvate metabolism","REACTOME_PYRUVATE_METABOLISM","NONE",-0.0371,-1.75,0.0811,0.218
"(BioCarta) Role of MAL in Rho-Mediated Activation of SRF","BIOCARTA_MAL_PATHWAY","NONE",0.0221,1.74,0.082,0.22
"(Reactome) Beta-catenin phosphorylation cascade","REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE","NONE",0.0203,1.74,0.082,0.22
"(Reactome) RNA Polymerase III Transcription Initiation From Type 3 Promoter","REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER","NONE",-0.0401,-1.74,0.0823,0.22
"(KEGG) Dorso-ventral axis formation","KEGG_DORSO_VENTRAL_AXIS_FORMATION","NONE",0.0369,1.74,0.0824,0.22
"(Reactome) Glucagon signaling in metabolic regulation","REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION","NONE",-0.0196,-1.73,0.0834,0.221
"(Reactome) MAPK targets/ Nuclear events mediated by MAP kinases","REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES","NONE",0.0259,1.73,0.0835,0.221
"(Reactome) Collagen formation","REACTOME_COLLAGEN_FORMATION","NONE",0.0301,1.73,0.0836,0.221
"(PID) FOXA1 transcription factor network","PID_HNF3A_PATHWAY","NONE",0.0292,1.73,0.0839,0.221
"(Reactome) Semaphorin interactions","REACTOME_SEMAPHORIN_INTERACTIONS","NONE",0.0218,1.73,0.0844,0.222
"(Reactome) Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits","REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS","NONE",0.0317,1.73,0.0844,0.222
"(PID) Arf6 downstream pathway","PID_ARF6_DOWNSTREAM_PATHWAY","NONE",-0.0242,-1.72,0.0851,0.223
"(KEGG) Chemokine signaling pathway","KEGG_CHEMOKINE_SIGNALING_PATHWAY","NONE",0.0139,1.72,0.0864,0.226
"(PID) FOXM1 transcription factor network","PID_FOXM1_PATHWAY","NONE",0.0209,1.72,0.0867,0.226
"(PID) p73 transcription factor network","PID_P73PATHWAY","NONE",0.0187,1.71,0.0872,0.227
"(Reactome) DSCAM interactions","REACTOME_DSCAM_INTERACTIONS","NONE",-0.0497,-1.71,0.0877,0.228
"(Reactome) Integration of energy metabolism","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM","NONE",-0.0199,-1.71,0.0884,0.229
"(Reactome) Cytochrome P450 - arranged by substrate type","REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE","NONE",-0.0306,-1.7,0.0892,0.231
"(KEGG) Tyrosine metabolism","KEGG_TYROSINE_METABOLISM","NONE",-0.0306,-1.7,0.0895,0.231
"(Reactome) p53-Dependent G1 DNA Damage Response","REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE","NONE",-0.0256,-1.7,0.0901,0.232
"(Reactome) Interleukin-1 signaling","REACTOME_IL1_SIGNALING","NONE",0.0187,1.7,0.0903,0.232
"(Reactome) G alpha (s) signalling events","REACTOME_G_ALPHA_S_SIGNALLING_EVENTS","NONE",-0.0262,-1.69,0.0907,0.233
"(Reactome) Apoptotic execution  phase","REACTOME_APOPTOTIC_EXECUTION_PHASE","NONE",0.0287,1.69,0.0916,0.234
"(Reactome) Signaling by FGFR mutants","REACTOME_SIGNALING_BY_FGFR_MUTANTS","NONE",0.0255,1.69,0.0919,0.235
"(PID) BARD1 signaling events","PID_BARD1_PATHWAY","NONE",-0.0177,-1.69,0.0923,0.235
"(Reactome) Antigen Presentation: Folding, assembly and peptide loading of class I MHC","REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC","NONE",-0.0493,-1.68,0.0925,0.235
"(Reactome) Glycosaminoglycan metabolism","REACTOME_GLYCOSAMINOGLYCAN_METABOLISM","NONE",0.0179,1.68,0.0934,0.237
"(Reactome) Signaling by ERBB4","REACTOME_SIGNALING_BY_ERBB4","NONE",0.0138,1.68,0.0938,0.237
"(Reactome) ABC-family proteins mediated transport","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT","NONE",-0.0285,-1.68,0.0941,0.237
"(Reactome) DNA Replication","REACTOME_DNA_REPLICATION","NONE",-0.0176,-1.68,0.0943,0.237
"(Reactome) Cell junction organization","REACTOME_CELL_JUNCTION_ORGANIZATION","NONE",0.0182,1.67,0.0945,0.237
"(PID) Integrin-linked kinase signaling","PID_ILK_PATHWAY","NONE",0.0211,1.67,0.0946,0.237
"(BioCarta) IL-10 Anti-inflammatory Signaling Pathway","BIOCARTA_IL10_PATHWAY","NONE",-0.0446,-1.67,0.0948,0.237
"(BioCarta) Role of BRCA1, BRCA2 and ATR in Cancer Susceptibility","BIOCARTA_ATRBRCA_PATHWAY","NONE",-0.0293,-1.67,0.0948,0.237
"(KEGG) Primary immunodeficiency","KEGG_PRIMARY_IMMUNODEFICIENCY","NONE",-0.0228,-1.67,0.095,0.237
"(BioCarta) Roles of fl-arrestin-dependent Recruitment of Src Kinases in GPCR Signaling","BIOCARTA_BARRESTIN_SRC_PATHWAY","NONE",0.0239,1.66,0.0974,0.242
"(PID) S1P3 pathway","PID_S1P_S1P3_PATHWAY","NONE",0.0377,1.66,0.0974,0.242
"(Reactome) p75NTR signals via NF-kB","REACTOME_P75NTR_SIGNALS_VIA_NFKB","NONE",0.0409,1.65,0.0996,0.247
"(Reactome) Regulation of pyruvate dehydrogenase (PDH) complex","REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX","NONE",-0.0421,-1.64,0.101,0.249
"(Reactome) Formation of ATP by chemiosmotic coupling","REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING","NONE",-0.039,-1.64,0.101,0.25
"(KEGG) Endometrial cancer","KEGG_ENDOMETRIAL_CANCER","NONE",0.0139,1.64,0.101,0.25
"(Reactome) TCR signaling","REACTOME_TCR_SIGNALING","NONE",0.0405,1.64,0.102,0.25
"(Reactome) Factors involved in megakaryocyte development and platelet production","REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION","NONE",0.0139,1.64,0.102,0.25
"(Reactome) Association of licensing factors with the pre-replicative complex","REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX","NONE",-0.0411,-1.63,0.103,0.252
"(SigmaAldrich) Apoptosis is mediated by caspases, cysteine proteases arranged in a proteolytic cascade.","SA_CASPASE_CASCADE","NONE",0.028,1.63,0.103,0.252
"(Reactome) Notch-HLH transcription pathway","REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY","NONE",0.0562,1.63,0.104,0.252
"(PID) Aurora B signaling","PID_AURORA_B_PATHWAY","NONE",0.0177,1.63,0.104,0.252
"(KEGG) Terpenoid backbone biosynthesis","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS","NONE",-0.0661,-1.63,0.104,0.252
"(Reactome) Processive synthesis on the lagging strand","REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND","NONE",-0.0318,-1.62,0.106,0.255
"(Reactome) Signaling by ERBB2","REACTOME_SIGNALING_BY_ERBB2","NONE",0.013,1.62,0.106,0.255
"(KEGG) Toll-like receptor signaling pathway","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","NONE",0.022,1.62,0.106,0.256
"(Reactome) Steroid hormones","REACTOME_STEROID_HORMONES","NONE",-0.0428,-1.62,0.106,0.256
"(Reactome) Synthesis of glycosylphosphatidylinositol (GPI)","REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI","NONE",-0.0329,-1.62,0.107,0.256
"(Reactome) Cell Cycle, Mitotic","REACTOME_CELL_CYCLE_MITOTIC","NONE",-0.0174,-1.61,0.109,0.26
"(Reactome) SRP-dependent cotranslational protein targeting to membrane","REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","NONE",-0.0208,-1.6,0.109,0.261
"(Reactome) TRAF6 mediated NF-kB activation","REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION","NONE",0.0393,1.6,0.11,0.261
"(PID) Fc-epsilon receptor I signaling in mast cells","PID_FCER1_PATHWAY","NONE",0.0366,1.6,0.11,0.261
"(Reactome) Signaling by Wnt","REACTOME_SIGNALING_BY_WNT","NONE",-0.0192,-1.6,0.11,0.261
"(PID) IL5-mediated signaling events","PID_IL5_PATHWAY","NONE",0.033,1.59,0.111,0.264
"(Reactome) Signaling by Interleukins","REACTOME_SIGNALING_BY_ILS","NONE",0.0248,1.59,0.112,0.266
"(Reactome) Platelet homeostasis","REACTOME_PLATELET_HOMEOSTASIS","NONE",-0.0225,-1.59,0.113,0.266
"(Reactome) G alpha (z) signalling events","REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS","NONE",-0.0218,-1.58,0.114,0.269
"(Reactome) Elongation arrest and recovery","REACTOME_ELONGATION_ARREST_AND_RECOVERY","NONE",-0.0194,-1.58,0.115,0.27
"(Reactome) Antigen processing-Cross presentation","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","NONE",-0.031,-1.58,0.115,0.27
"(PID) Noncanonical Wnt signaling pathway","PID_WNT_NONCANONICAL_PATHWAY","NONE",0.013,1.58,0.115,0.27
"(KEGG) Glycolysis / Gluconeogenesis","KEGG_GLYCOLYSIS_GLUCONEOGENESIS","NONE",-0.0281,-1.58,0.116,0.27
"(Reactome) NOTCH1 Intracellular Domain Regulates Transcription","REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION","NONE",0.0229,1.58,0.116,0.27
"(Reactome) Amine compound SLC transporters","REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS","NONE",0.0547,1.57,0.116,0.27
"(Reactome) Activation of the pre-replicative complex","REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX","NONE",-0.0336,-1.56,0.118,0.275
"(Reactome) Downstream signaling of activated FGFR","REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR","NONE",0.0139,1.55,0.121,0.28
"(BioCarta) Bioactive Peptide Induced Signaling Pathway","BIOCARTA_BIOPEPTIDES_PATHWAY","NONE",-0.011,-1.55,0.121,0.28
"(Reactome) Insulin Synthesis and Processing","REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING","NONE",-0.0412,-1.55,0.122,0.281
"(PID) Validated targets of C-MYC transcriptional activation","PID_MYC_ACTIV_PATHWAY","NONE",-0.0118,-1.55,0.123,0.282
"(Reactome) Purine metabolism","REACTOME_PURINE_METABOLISM","NONE",-0.0259,-1.55,0.123,0.282
"(PID) IL3-mediated signaling events","PID_IL3_PATHWAY","NONE",0.0301,1.55,0.123,0.282
"(BioCarta) Corticosteroids and cardioprotection","BIOCARTA_GCR_PATHWAY","NONE",0.0272,1.54,0.123,0.282
"(Reactome) Activated AMPK stimulates fatty-acid oxidation in muscle","REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE","NONE",0.0332,1.54,0.123,0.282
"(PID) TNF receptor signaling pathway","PID_TNF_PATHWAY","NONE",0.0192,1.54,0.125,0.285
"(Reactome) Signaling by FGFR1 mutants","REACTOME_SIGNALING_BY_FGFR1_MUTANTS","NONE",0.0238,1.53,0.126,0.286
"(Reactome) Meiotic Synapsis","REACTOME_MEIOTIC_SYNAPSIS","NONE",0.0333,1.53,0.126,0.286
"(Reactome) Keratan sulfate/keratin metabolism","REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM","NONE",0.026,1.53,0.126,0.286
"(Reactome) Amino acid synthesis and interconversion (transamination)","REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION","NONE",0.0283,1.53,0.127,0.287
"(BioCarta) Oxidative Stress Induced Gene Expression Via Nrf2","BIOCARTA_ARENRF2_PATHWAY","NONE",0.0598,1.53,0.127,0.287
"(Reactome) Translation","REACTOME_TRANSLATION","NONE",-0.0171,-1.53,0.128,0.287
"(Reactome) Extension of Telomeres","REACTOME_EXTENSION_OF_TELOMERES","NONE",-0.0303,-1.52,0.128,0.287
"(KEGG) Leukocyte transendothelial migration","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION","NONE",0.0278,1.52,0.128,0.287
"(KEGG) Vascular smooth muscle contraction","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION","NONE",0.0125,1.52,0.128,0.287
"(BioCarta) Pertussis toxin-insensitive CCR5 Signaling in Macrophage","BIOCARTA_CCR5_PATHWAY","NONE",0.0461,1.52,0.128,0.287
"(PID) E-cadherin signaling in keratinocytes","PID_ECADHERIN_KERATINOCYTE_PATHWAY","NONE",0.0214,1.52,0.128,0.287
"(Reactome) RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription","REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION","NONE",-0.02,-1.52,0.129,0.288
"(Reactome) Synthesis of PIPs at the late endosome membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE","NONE",-0.0389,-1.51,0.13,0.29
"(Reactome) GPCR ligand binding","REACTOME_GPCR_LIGAND_BINDING","NONE",-0.0213,-1.51,0.13,0.29
"(Reactome) Regulation of Apoptosis","REACTOME_REGULATION_OF_APOPTOSIS","NONE",-0.0206,-1.51,0.131,0.291
"(Reactome) CD28 dependent PI3K/Akt signaling","REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING","NONE",0.0195,1.51,0.133,0.293
"(Reactome) Retrograde neurotrophin signalling","REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING","NONE",-0.0271,-1.5,0.133,0.293
"(Reactome) Ionotropic activity of Kainate Receptors","REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS","NONE",-0.0611,-1.5,0.133,0.293
"(PID) Ras signaling in the CD4+ TCR pathway","PID_TCR_RAS_PATHWAY","NONE",0.0349,1.5,0.133,0.293
"(Reactome) Cell-extracellular matrix interactions","REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS","NONE",0.0386,1.5,0.134,0.294
"(PID) Regulation of RhoA activity","PID_RHOA_REG_PATHWAY","NONE",0.0151,1.49,0.136,0.298
"(PID) Sumoylation by RanBP2 regulates transcriptional repression","PID_RANBP2_PATHWAY","NONE",0.032,1.49,0.137,0.299
"(Reactome) Regulation of Hypoxia-inducible Factor (HIF) by Oxygen","REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN","NONE",0.0298,1.49,0.137,0.299
"(Reactome) Hyaluronan metabolism","REACTOME_HYALURONAN_METABOLISM","NONE",-0.0323,-1.48,0.139,0.303
"(PID) Signaling events mediated by VEGFR1 and VEGFR2","PID_VEGFR1_2_PATHWAY","NONE",0.0158,1.48,0.14,0.305
"(Reactome) Signaling by EGFR in Cancer","REACTOME_SIGNALING_BY_EGFR_IN_CANCER","NONE",0.0105,1.48,0.141,0.305
"(Reactome) Neurotransmitter Release Cycle","REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE","NONE",-0.0356,-1.47,0.141,0.305
"(BioCarta) Role of PI3K subunit p85 in regulation of Actin Organization and Cell Migration","BIOCARTA_CDC42RAC_PATHWAY","NONE",-0.0172,-1.47,0.142,0.307
"(KEGG) Propanoate metabolism","KEGG_PROPANOATE_METABOLISM","NONE",-0.0459,-1.47,0.142,0.307
"(Reactome) Opioid Signalling","REACTOME_OPIOID_SIGNALLING","NONE",-0.0183,-1.47,0.143,0.307
"(STKE) G alpha 12 Pathway","ST_GA12_PATHWAY","NONE",-0.026,-1.47,0.143,0.308
"(Reactome) DNA strand elongation","REACTOME_DNA_STRAND_ELONGATION","NONE",-0.0283,-1.46,0.143,0.308
"(PID) IL8- and CXCR1-mediated signaling events","PID_IL8_CXCR1_PATHWAY","NONE",-0.0222,-1.46,0.144,0.308
"(PID) CXCR4-mediated signaling events","PID_CXCR4_PATHWAY","NONE",0.0162,1.45,0.149,0.317
"(Reactome) Unfolded Protein Response","REACTOME_UNFOLDED_PROTEIN_RESPONSE","NONE",-0.0175,-1.45,0.149,0.317
"(Reactome) Cell Cycle","REACTOME_CELL_CYCLE","NONE",-0.0139,-1.45,0.149,0.317
"(Reactome) HS-GAG degradation","REACTOME_HS_GAG_DEGRADATION","NONE",0.043,1.44,0.151,0.32
