"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(BioCarta) Bioactive Peptide Induced Signaling Pathway","BIOCARTA_BIOPEPTIDES_PATHWAY","NONE",0.11,4.14,0.00518,0.0156
"(Reactome) Muscle contraction","REACTOME_MUSCLE_CONTRACTION","NONE",0.158,4.13,0.00523,0.0157
"(Reactome) Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","NONE",0.128,4.13,0.00527,0.0158
"(Reactome) M/G1 Transition","REACTOME_M_G1_TRANSITION","NONE",-0.115,-4.12,0.00532,0.0159
"(BioCarta) Double Stranded RNA Induced Gene Expression","BIOCARTA_RNA_PATHWAY","NONE",0.198,4.1,0.00546,0.0163
"(Reactome) Signaling by TGF-beta Receptor Complex","REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","NONE",-0.182,-4.09,0.00554,0.0164
"(Reactome) Effects of PIP2 hydrolysis","REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS","NONE",-0.132,-4.08,0.0056,0.0166
"(KEGG) Peroxisome","KEGG_PEROXISOME","NONE",0.196,4.07,0.00562,0.0166
"(Reactome) Resolution of AP sites via the multiple-nucleotide patch replacement pathway","REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY","NONE",-0.109,-4.06,0.00568,0.0167
"(PID) TCR signaling in na&#xef;ve CD8+ T cells","PID_CD8_TCR_PATHWAY","NONE",0.108,4.06,0.00569,0.0167
"(Reactome) Signalling to p38 via RIT and RIN","REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN","NONE",0.118,4.03,0.00591,0.0173
"(KEGG) Arrhythmogenic right ventricular cardiomyopathy (ARVC)","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC","NONE",-0.159,-4.01,0.00603,0.0176
"(Reactome) Other semaphorin interactions","REACTOME_OTHER_SEMAPHORIN_INTERACTIONS","NONE",0.0891,4,0.00614,0.0179
"(KEGG) Arginine and proline metabolism","KEGG_ARGININE_AND_PROLINE_METABOLISM","NONE",0.27,4,0.00616,0.0179
"(PID) Calcineurin-regulated NFAT-dependent transcription in lymphocytes","PID_NFAT_TFPATHWAY","NONE",-0.14,-3.99,0.00617,0.0179
"(BioCarta) Roles of fl-arrestin-dependent Recruitment of Src Kinases in GPCR Signaling","BIOCARTA_BARRESTIN_SRC_PATHWAY","NONE",-0.122,-3.99,0.00619,0.0179
"(KEGG) Colorectal cancer","KEGG_COLORECTAL_CANCER","NONE",-0.198,-3.98,0.00631,0.0182
"(KEGG) Systemic lupus erythematosus","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS","NONE",0.101,3.95,0.00652,0.0187
"(Reactome) Metabolism of proteins","REACTOME_METABOLISM_OF_PROTEINS","NONE",-0.112,-3.95,0.00652,0.0187
"(BioCarta) PTEN dependent cell cycle arrest and apoptosis","BIOCARTA_PTEN_PATHWAY","NONE",0.169,3.94,0.00659,0.0189
"(PID) p75(NTR)-mediated signaling","PID_P75_NTR_PATHWAY","NONE",0.152,3.93,0.00664,0.0189
"(PID) Alpha4 beta1 integrin signaling events","PID_INTEGRIN_A4B1_PATHWAY","NONE",0.165,3.93,0.00666,0.019
"(Reactome) N-glycan antennae elongation in the medial/trans-Golgi","REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI","NONE",-0.153,-3.93,0.00667,0.019
"(STKE) Myocyte Adrenergic Pathway is a specific case of the generalized Adrenergic Pathway.","ST_MYOCYTE_AD_PATHWAY","NONE",-0.147,-3.93,0.00669,0.019
"(KEGG) Glycine, serine and threonine metabolism","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","NONE",0.328,3.92,0.00674,0.019
"(Reactome) G beta:gamma signalling through PLC beta","REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA","NONE",0.0924,3.9,0.00693,0.0195
"(PID) Nongenotropic Androgen signaling","PID_AR_NONGENOMIC_PATHWAY","NONE",0.0696,3.88,0.00705,0.0198
"(PID) Beta5 beta6 beta7 and beta8 integrin cell surface interactions","PID_INTEGRIN5_PATHWAY","NONE",0.177,3.87,0.00717,0.0201
"(PID) Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling","PID_UPA_UPAR_PATHWAY","NONE",-0.0698,-3.84,0.00741,0.0207
"(Reactome) NRIF signals cell death from the nucleus","REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS","NONE",0.085,3.83,0.00754,0.0211
"(KEGG) Prostate cancer","KEGG_PROSTATE_CANCER","NONE",-0.0732,-3.82,0.00759,0.0211
"(Reactome) Axon guidance","REACTOME_AXON_GUIDANCE","NONE",0.0651,3.82,0.00766,0.0213
"(PID) HIF-1-alpha transcription factor network","PID_HIF1_TFPATHWAY","NONE",-0.0893,-3.8,0.00784,0.0217
"(Naba) Genes encoding structural components of basement membranes","NABA_BASEMENT_MEMBRANES","NONE",-0.0814,-3.79,0.0079,0.0218
"(STKE) Wnt/beta-catenin Pathway","ST_WNT_BETA_CATENIN_PATHWAY","NONE",0.117,3.77,0.00814,0.0224
"(Reactome) Cell Cycle Checkpoints","REACTOME_CELL_CYCLE_CHECKPOINTS","NONE",-0.0951,-3.77,0.00816,0.0224
"(Reactome) HDL-mediated lipid transport","REACTOME_HDL_MEDIATED_LIPID_TRANSPORT","NONE",-0.108,-3.75,0.00828,0.0227
"(Reactome) mTORC1-mediated signalling","REACTOME_MTORC1_MEDIATED_SIGNALLING","NONE",-0.156,-3.75,0.00828,0.0227
"(KEGG) Biosynthesis of unsaturated fatty acids","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS","NONE",0.28,3.74,0.00846,0.0231
"(PID) Hypoxic and oxygen homeostasis regulation of HIF-1-alpha","PID_HIF1A_PATHWAY","NONE",0.0867,3.73,0.00848,0.0231
"(KEGG) Cysteine and methionine metabolism","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM","NONE",-0.188,-3.73,0.00855,0.0232
"(KEGG) Pyrimidine metabolism","KEGG_PYRIMIDINE_METABOLISM","NONE",-0.143,-3.72,0.00866,0.0235
"(Reactome) Interleukin receptor SHC signaling","REACTOME_IL_RECEPTOR_SHC_SIGNALING","NONE",0.0869,3.71,0.00872,0.0236
"(Reactome) Developmental Biology","REACTOME_DEVELOPMENTAL_BIOLOGY","NONE",0.0677,3.69,0.00898,0.0242
"(KEGG) Fc gamma R-mediated phagocytosis","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","NONE",0.0877,3.68,0.00911,0.0245
"(Reactome) Ionotropic activity of Kainate Receptors","REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS","NONE",-0.231,-3.66,0.00929,0.025
"(Reactome) Global Genomic NER (GG-NER)","REACTOME_GLOBAL_GENOMIC_NER_GG_NER","NONE",-0.118,-3.65,0.00945,0.0252
"(PID) Neurotrophic factor-mediated Trk receptor signaling","PID_TRKR_PATHWAY","NONE",0.0716,3.65,0.00946,0.0252
"(Reactome) Cytochrome P450 - arranged by substrate type","REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE","NONE",-0.242,-3.65,0.00947,0.0252
"(KEGG) Steroid hormone biosynthesis","KEGG_STEROID_HORMONE_BIOSYNTHESIS","NONE",0.126,3.65,0.00948,0.0252
"(SigmaAldrich) Antigen binding to B cell receptors activates protein tyrosine kinases, such as the Src family, which ultimate activate MAP kinases.","SA_B_CELL_RECEPTOR_COMPLEXES","NONE",-0.0875,-3.64,0.00951,0.0252
"(Reactome) DCC mediated attractive signaling","REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING","NONE",-0.145,-3.64,0.0096,0.0254
"(PID) Signaling events mediated by VEGFR1 and VEGFR2","PID_VEGFR1_2_PATHWAY","NONE",0.0878,3.63,0.00967,0.0255
"(Reactome) COPI Mediated Transport","REACTOME_COPI_MEDIATED_TRANSPORT","NONE",0.21,3.63,0.00972,0.0256
"(Reactome) Lysosome Vesicle Biogenesis","REACTOME_LYSOSOME_VESICLE_BIOGENESIS","NONE",0.11,3.62,0.00978,0.0257
"(PID) Insulin-mediated glucose transport","PID_INSULIN_GLUCOSE_PATHWAY","NONE",-0.119,-3.62,0.0098,0.0257
"(KEGG) Steroid biosynthesis","KEGG_STEROID_BIOSYNTHESIS","NONE",0.827,3.62,0.00984,0.0257
"(Reactome) Interleukin-2 signaling","REACTOME_IL_2_SIGNALING","NONE",0.103,3.61,0.00994,0.0259
"(BioCarta) MAPKinase Signaling Pathway","BIOCARTA_MAPK_PATHWAY","NONE",0.118,3.58,0.0102,0.0267
"(Reactome) Regulation of beta-cell development","REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT","NONE",-0.0897,-3.58,0.0103,0.0269
"(KEGG) Toll-like receptor signaling pathway","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","NONE",0.1,3.57,0.0104,0.0271
"(KEGG) Wnt signaling pathway","KEGG_WNT_SIGNALING_PATHWAY","NONE",-0.122,-3.56,0.0105,0.0272
"(BioCarta) Control of Gene Expression by Vitamin D Receptor","BIOCARTA_VDR_PATHWAY","NONE",0.196,3.56,0.0106,0.0272
"(Reactome) Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell","REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL","NONE",-0.111,-3.53,0.011,0.0284
"(PID) GMCSF-mediated signaling events","PID_GMCSF_PATHWAY","NONE",0.0759,3.52,0.0111,0.0284
"(Reactome) Cell Cycle, Mitotic","REACTOME_CELL_CYCLE_MITOTIC","NONE",-0.0612,-3.51,0.0112,0.0287
"(Reactome) Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase","REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE","NONE",-0.0774,-3.51,0.0112,0.0287
"(PID) VEGFR1 specific signals","PID_VEGFR1_PATHWAY","NONE",-0.0956,-3.51,0.0113,0.0288
"(PID) PDGFR-beta signaling pathway","PID_PDGFRB_PATHWAY","NONE",0.0589,3.5,0.0114,0.0291
"(PID) Regulation of Androgen receptor activity","PID_AR_TF_PATHWAY","NONE",-0.189,-3.5,0.0115,0.0291
"(Reactome) G1/S Transition","REACTOME_G1_S_TRANSITION","NONE",-0.0792,-3.48,0.0117,0.0295
"(KEGG) Regulation of autophagy","KEGG_REGULATION_OF_AUTOPHAGY","NONE",0.139,3.47,0.0118,0.0299
"(PID) IL2 signaling events mediated by PI3K","PID_IL2_PI3K_PATHWAY","NONE",-0.0976,-3.47,0.0118,0.0299
"(Reactome) Myogenesis","REACTOME_MYOGENESIS","NONE",0.0677,3.46,0.0119,0.03
"(Reactome) Cholesterol biosynthesis","REACTOME_CHOLESTEROL_BIOSYNTHESIS","NONE",0.853,3.46,0.012,0.0302
"(STKE) p38 MAPK Pathway","ST_P38_MAPK_PATHWAY","NONE",-0.0633,-3.44,0.0124,0.031
"(KEGG) One carbon pool by folate","KEGG_ONE_CARBON_POOL_BY_FOLATE","NONE",-0.188,-3.43,0.0124,0.031
"(Reactome) RNA Polymerase I Transcription","REACTOME_RNA_POL_I_TRANSCRIPTION","NONE",0.0664,3.42,0.0126,0.0314
"(KEGG) Fc epsilon RI signaling pathway","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY","NONE",-0.0809,-3.42,0.0126,0.0314
"(SuperArray) Genes related to Wnt-mediated signal transduction","WNT_SIGNALING","NONE",-0.0962,-3.42,0.0127,0.0314
"(Reactome) Antigen processing: Ubiquitination & Proteasome degradation","REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION","NONE",0.0593,3.42,0.0127,0.0315
"(KEGG) Jak-STAT signaling pathway","KEGG_JAK_STAT_SIGNALING_PATHWAY","NONE",-0.0689,-3.4,0.0129,0.0318
"(BioCarta) Sonic Hedgehog (Shh) Pathway","BIOCARTA_SHH_PATHWAY","NONE",0.147,3.4,0.0129,0.0318
"(KEGG) Tryptophan metabolism","KEGG_TRYPTOPHAN_METABOLISM","NONE",0.299,3.4,0.0129,0.0318
"(Reactome) Signaling by SCF-KIT","REACTOME_SIGNALING_BY_SCF_KIT","NONE",-0.0685,-3.4,0.013,0.032
"(BioCarta) IL 6 signaling pathway","BIOCARTA_IL6_PATHWAY","NONE",0.0801,3.38,0.0132,0.0324
"(BioCarta) Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages","BIOCARTA_GSK3_PATHWAY","NONE",-0.167,-3.38,0.0133,0.0326
"(Reactome) Phosphorylation of the APC/C","REACTOME_PHOSPHORYLATION_OF_THE_APC_C","NONE",-0.072,-3.37,0.0134,0.0327
"(PID) Regulation of nuclear beta catenin signaling and target gene transcription","PID_BETA_CATENIN_NUC_PATHWAY","NONE",-0.15,-3.36,0.0137,0.0333
"(PID) Signaling events mediated by the Hedgehog family","PID_HEDGEHOG_2PATHWAY","NONE",-0.149,-3.35,0.0137,0.0334
"(Reactome) Meiotic Recombination","REACTOME_MEIOTIC_RECOMBINATION","NONE",0.102,3.35,0.0138,0.0334
"(Reactome) Latent infection of Homo sapiens with Mycobacterium tuberculosis","REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS","NONE",0.076,3.35,0.0138,0.0334
"(BioCarta) Human Cytomegalovirus and Map Kinase Pathways","BIOCARTA_HCMV_PATHWAY","NONE",-0.067,-3.35,0.0139,0.0336
"(Reactome) Transcriptional Regulation of White Adipocyte Differentiation","REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION","NONE",0.102,3.33,0.0141,0.034
"(Reactome) Extracellular matrix organization","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","NONE",0.0977,3.33,0.0141,0.034
"(KEGG) Terpenoid backbone biosynthesis","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS","NONE",0.545,3.32,0.0144,0.0347
"(Reactome) Signaling by PDGF","REACTOME_SIGNALING_BY_PDGF","NONE",0.0619,3.3,0.0147,0.0352
"(PID) Glypican 1 network","PID_GLYPICAN_1PATHWAY","NONE",-0.121,-3.3,0.0148,0.0353
"(BioCarta) Agrin in Postsynaptic Differentiation","BIOCARTA_AGR_PATHWAY","NONE",0.0688,3.28,0.0151,0.0361
"(Reactome) Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER","NONE",-0.169,-3.28,0.0152,0.0361
"(Reactome) Metabolism of lipids and lipoproteins","REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS","NONE",0.108,3.27,0.0154,0.0365
"(KEGG) T cell receptor signaling pathway","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY","NONE",0.0907,3.26,0.0155,0.0368
"(KEGG) Natural killer cell mediated cytotoxicity","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","NONE",-0.0826,-3.25,0.0157,0.0372
"(Reactome) MAPK targets/ Nuclear events mediated by MAP kinases","REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES","NONE",0.0793,3.25,0.0158,0.0373
"(BioCarta) TGF beta signaling pathway","BIOCARTA_TGFB_PATHWAY","NONE",-0.187,-3.23,0.0162,0.0382
"(STKE) B Cell Antigen Receptor","ST_B_CELL_ANTIGEN_RECEPTOR","NONE",-0.108,-3.22,0.0164,0.0386
"(Reactome) Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters","REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS","NONE",0.147,3.22,0.0165,0.0386
"(Reactome) Phase 1 - Functionalization of compounds","REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS","NONE",0.104,3.21,0.0165,0.0387
"(KEGG) Oocyte meiosis","KEGG_OOCYTE_MEIOSIS","NONE",-0.0697,-3.21,0.0166,0.0387
"(Reactome) Cell Cycle","REACTOME_CELL_CYCLE","NONE",-0.0572,-3.21,0.0167,0.0388
"(KEGG) Other glycan degradation","KEGG_OTHER_GLYCAN_DEGRADATION","NONE",-0.171,-3.18,0.0173,0.0401
"(Reactome) Assembly of the pre-replicative complex","REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX","NONE",-0.0986,-3.18,0.0174,0.0403
"(Reactome) Biological oxidations","REACTOME_BIOLOGICAL_OXIDATIONS","NONE",0.0701,3.17,0.0174,0.0403
"(Reactome) The role of Nef in HIV-1 replication and disease pathogenesis","REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS","NONE",0.0823,3.17,0.0176,0.0407
"(BioCarta) Hypoxia and p53 in the Cardiovascular system","BIOCARTA_P53HYPOXIA_PATHWAY","NONE",-0.141,-3.16,0.0177,0.0409
"(PID) Posttranslational regulation of adherens junction stability and dissassembly","PID_AJDISS_2PATHWAY","NONE",-0.0713,-3.16,0.0178,0.0409
"(SigmaAldrich) Programmed cell death, or apoptosis, eliminates damaged or unneeded cells.","SA_PROGRAMMED_CELL_DEATH","NONE",-0.122,-3.15,0.0179,0.0411
"(Reactome) Platelet activation, signaling and aggregation","REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION","NONE",-0.0618,-3.15,0.0181,0.0414
"(Reactome) FRS2-mediated cascade","REACTOME_FRS2_MEDIATED_CASCADE","NONE",0.0607,3.14,0.0183,0.0419
"(Reactome) Transport of inorganic cations/anions and amino acids/oligopeptides","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES","NONE",-0.109,-3.12,0.0186,0.0425
"(PID) TRAIL signaling pathway","PID_TRAIL_PATHWAY","NONE",-0.0727,-3.12,0.0188,0.0429
"(KEGG) Purine metabolism","KEGG_PURINE_METABOLISM","NONE",-0.0558,-3.11,0.0189,0.0429
"(Reactome) Synthesis of PIPs at the late endosome membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE","NONE",0.0697,3.09,0.0195,0.0443
"(KEGG) Lysosome","KEGG_LYSOSOME","NONE",0.0836,3.09,0.0195,0.0443
"(Reactome) Regulation of AMPK activity via LKB1","REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1","NONE",-0.0561,-3.08,0.0196,0.0443
"(PID) IL27-mediated signaling events","PID_IL27_PATHWAY","NONE",0.158,3.08,0.0197,0.0443
"(Reactome) Activation of Chaperones by ATF6-alpha","REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA","NONE",0.084,3.08,0.0197,0.0443
"(Reactome) Downregulation of ERBB2:ERBB3 signaling","REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING","NONE",-0.0646,-3.08,0.0197,0.0443
"(KEGG) Base excision repair","KEGG_BASE_EXCISION_REPAIR","NONE",-0.0781,-3.06,0.0203,0.0454
"(Reactome) Hemostasis","REACTOME_HEMOSTASIS","NONE",0.0514,3.06,0.0203,0.0454
"(Reactome) PLC beta mediated events","REACTOME_PLC_BETA_MEDIATED_EVENTS","NONE",0.0859,3.06,0.0204,0.0455
"(BioCarta) Protein Kinase A at the Centrosome","BIOCARTA_AKAPCENTROSOME_PATHWAY","NONE",0.057,3.05,0.0206,0.0459
"(Reactome) DSCAM interactions","REACTOME_DSCAM_INTERACTIONS","NONE",-0.128,-3.05,0.0207,0.0459
"(Signaling Gateway) Genes related to PIP3 signaling in B lymphocytes","SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES","NONE",-0.143,-3.04,0.0207,0.046
"(KEGG) Nucleotide excision repair","KEGG_NUCLEOTIDE_EXCISION_REPAIR","NONE",-0.0752,-3.04,0.0208,0.046
"(BioCarta) NFAT and Hypertrophy of the heart (Transcription in the broken heart)","BIOCARTA_NFAT_PATHWAY","NONE",0.0726,3.04,0.0209,0.0461
"(Reactome) p38MAPK events","REACTOME_P38MAPK_EVENTS","NONE",-0.087,-3.03,0.021,0.0463
"(Reactome) Insulin receptor recycling","REACTOME_INSULIN_RECEPTOR_RECYCLING","NONE",0.0614,3.02,0.0214,0.047
"(BioCarta) Apoptotic Signaling in Response to DNA Damage","BIOCARTA_CHEMICAL_PATHWAY","NONE",-0.0606,-3.02,0.0214,0.0471
"(Reactome) HS-GAG degradation","REACTOME_HS_GAG_DEGRADATION","NONE",-0.161,-3.02,0.0215,0.0471
"(BioCarta) How does salmonella hijack a cell","BIOCARTA_SALMONELLA_PATHWAY","NONE",0.112,3.01,0.0216,0.0472
"(Naba) Genes encoding collagen proteins","NABA_COLLAGENS","NONE",0.118,3.01,0.0218,0.0477
"(Reactome) Synthesis of DNA","REACTOME_SYNTHESIS_OF_DNA","NONE",-0.0829,-3,0.022,0.0479
"(BioCarta) Role of Tob in T-cell activation","BIOCARTA_TOB1_PATHWAY","NONE",-0.243,-2.98,0.0226,0.0491
"(Signaling Gateway) Genes related to chemotaxis","SIG_CHEMOTAXIS","NONE",0.0776,2.97,0.0229,0.0498
"(BioCarta) Integrin Signaling Pathway","BIOCARTA_INTEGRIN_PATHWAY","NONE",-0.0602,-2.97,0.023,0.0498
"(Reactome) Activated NOTCH1 Transmits Signal to the Nucleus","REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS","NONE",0.138,2.97,0.023,0.0498
"(Reactome) Factors involved in megakaryocyte development and platelet production","REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION","NONE",0.0541,2.95,0.0237,0.0511
"(Reactome) Regulation of Apoptosis","REACTOME_REGULATION_OF_APOPTOSIS","NONE",0.0869,2.94,0.0237,0.0512
"(Reactome) Amino acid synthesis and interconversion (transamination)","REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION","NONE",-0.192,-2.93,0.0242,0.0521
"(Reactome) Synthesis of PIPs at the Golgi membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE","NONE",0.0563,2.93,0.0243,0.0522
"(Reactome) Glycolysis","REACTOME_GLYCOLYSIS","NONE",0.282,2.92,0.0245,0.0525
"(KEGG) Basal cell carcinoma","KEGG_BASAL_CELL_CARCINOMA","NONE",-0.125,-2.91,0.0249,0.0532
"(Reactome) ARMS-mediated activation","REACTOME_ARMS_MEDIATED_ACTIVATION","NONE",0.052,2.9,0.0251,0.0535
"(KEGG) NOD-like receptor signaling pathway","KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY","NONE",0.0928,2.9,0.0253,0.054
"(Signaling Gateway) Genes related to CD40 signaling","SIG_CD40PATHWAYMAP","NONE",0.12,2.88,0.0258,0.0549
"(Reactome) Telomere Maintenance","REACTOME_TELOMERE_MAINTENANCE","NONE",-0.0819,-2.88,0.026,0.0551
"(Reactome) Regulation of Hypoxia-inducible Factor (HIF) by Oxygen","REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN","NONE",0.0975,2.87,0.0263,0.0556
"(Reactome) CD28 co-stimulation","REACTOME_CD28_CO_STIMULATION","NONE",-0.092,-2.87,0.0263,0.0557
"(KEGG) Focal adhesion","KEGG_FOCAL_ADHESION","NONE",-0.0536,-2.86,0.0265,0.0559
"(Reactome) Downstream Signaling Events Of B Cell Receptor (BCR)","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR","NONE",0.0507,2.85,0.0268,0.0565
"(BioCarta) GATA3 participate in activating the Th2 cytokine genes expression","BIOCARTA_GATA3_PATHWAY","NONE",-0.0833,-2.85,0.027,0.0567
"(Reactome) Transmission across Chemical Synapses","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES","NONE",-0.0901,-2.84,0.0272,0.0571
"(PID) PAR1-mediated thrombin signaling events","PID_THROMBIN_PAR1_PATHWAY","NONE",-0.0577,-2.84,0.0273,0.0571
"(Reactome) Chromosome Maintenance","REACTOME_CHROMOSOME_MAINTENANCE","NONE",-0.0571,-2.84,0.0274,0.0573
"(Reactome) Downstream TCR signaling","REACTOME_DOWNSTREAM_TCR_SIGNALING","NONE",0.187,2.84,0.0275,0.0573
"(KEGG) VEGF signaling pathway","KEGG_VEGF_SIGNALING_PATHWAY","NONE",-0.0581,-2.84,0.0275,0.0573
"(Reactome) Sphingolipid metabolism","REACTOME_SPHINGOLIPID_METABOLISM","NONE",0.0486,2.83,0.0276,0.0573
"(PID) IL4-mediated signaling events","PID_IL4_2PATHWAY","NONE",-0.0772,-2.83,0.0278,0.0578
"(Reactome) Transport to the Golgi and subsequent modification","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION","NONE",0.0692,2.81,0.0284,0.0587
"(PID) Alpha9 beta1 integrin signaling events","PID_INTEGRIN_A9B1_PATHWAY","NONE",0.149,2.81,0.0286,0.0592
"(Reactome) Downregulation of SMAD2/3:SMAD4 transcriptional activity","REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY","NONE",-0.178,-2.79,0.0292,0.0602
"(BioCarta) Hypoxia-Inducible Factor in the Cardiovascular System","BIOCARTA_HIF_PATHWAY","NONE",0.0514,2.79,0.0292,0.0603
"(KEGG) Adherens junction","KEGG_ADHERENS_JUNCTION","NONE",-0.088,-2.77,0.0299,0.0616
"(BioCarta) IL 3 signaling pathway","BIOCARTA_IL3_PATHWAY","NONE",0.101,2.77,0.0302,0.062
"(Reactome) Ion channel transport","REACTOME_ION_CHANNEL_TRANSPORT","NONE",-0.112,-2.76,0.0307,0.0629
"(Signaling Gateway) Genes related to IL4 rceptor signaling in B lymphocytes","SIG_IL4RECEPTOR_IN_B_LYPHOCYTES","NONE",0.0733,2.75,0.0307,0.0629
"(Reactome) Post-translational modification: synthesis of GPI-anchored proteins","REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS","NONE",0.0718,2.75,0.0309,0.0632
"(BioCarta) Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway","BIOCARTA_IGF1MTOR_PATHWAY","NONE",-0.0677,-2.74,0.0312,0.0637
"(Reactome) N-glycan trimming in the ER and Calnexin/Calreticulin cycle","REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE","NONE",-0.124,-2.74,0.0313,0.0637
"(BioCarta) TNFR1 Signaling Pathway","BIOCARTA_TNFR1_PATHWAY","NONE",-0.0658,-2.73,0.0316,0.0642
"(BioCarta) Rac 1 cell motility signaling pathway","BIOCARTA_RAC1_PATHWAY","NONE",-0.0702,-2.73,0.0317,0.0643
"(Reactome) mRNA Capping","REACTOME_MRNA_CAPPING","NONE",0.0488,2.73,0.0318,0.0643
"(PID) IL5-mediated signaling events","PID_IL5_PATHWAY","NONE",-0.0973,-2.72,0.0324,0.0654
