"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(BioCarta) Thrombin signaling and protease-activated receptors","BIOCARTA_PAR1_PATHWAY","DOWN",-0.236,-4.71,0.00283,0.00872
"(PID) IL3-mediated signaling events","PID_IL3_PATHWAY","UP",0.0932,4.68,0.00292,0.00899
"(KEGG) Mismatch repair","KEGG_MISMATCH_REPAIR","DOWN",-0.157,-4.67,0.00296,0.00907
"(Reactome) Downregulation of SMAD2/3:SMAD4 transcriptional activity","REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY","DOWN",-0.301,-4.67,0.00297,0.00908
"(BioCarta) EGF Signaling Pathway","BIOCARTA_EGF_PATHWAY","UP",0.096,4.65,0.00304,0.00927
"(Reactome) PPARA Activates Gene Expression","REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION","UP",0.0995,4.64,0.00306,0.00931
"(KEGG) Glycolysis / Gluconeogenesis","KEGG_GLYCOLYSIS_GLUCONEOGENESIS","UP",0.41,4.63,0.0031,0.00941
"(Reactome) Regulation of Insulin Secretion by Glucagon-like Peptide-1","REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1","UP",0.15,4.61,0.00317,0.00957
"(KEGG) Glycosphingolipid biosynthesis - globo series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES","DOWN",-0.112,-4.59,0.00324,0.00976
"(PID) ATR signaling pathway","PID_ATR_PATHWAY","DOWN",-0.0821,-4.59,0.00325,0.00976
"(Reactome) RNA Polymerase III Transcription Initiation From Type 2 Promoter","REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER","NONE",-0.117,-4.56,0.00334,0.01
"(Reactome) RIP-mediated NFkB activation via DAI","REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI","NONE",-0.192,-4.56,0.00335,0.01
"(PID) BARD1 signaling events","PID_BARD1_PATHWAY","NONE",-0.0852,-4.55,0.00337,0.01
"(Reactome) Tight junction interactions","REACTOME_TIGHT_JUNCTION_INTERACTIONS","NONE",-0.144,-4.55,0.00338,0.0101
"(Reactome) Regulation of pyruvate dehydrogenase (PDH) complex","REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX","NONE",0.308,4.55,0.00339,0.0101
"(BioCarta) Nuclear receptors coordinate the activities of chromatin remodeling complexes and coactivators to facilitate initiation of transcription in carcinoma cells","BIOCARTA_RARRXR_PATHWAY","NONE",-0.144,-4.54,0.00341,0.0101
"(PID) Regulation of p38-alpha and p38-beta","PID_P38_ALPHA_BETA_PATHWAY","NONE",0.092,4.54,0.00343,0.0101
"(Reactome) Cell-cell junction organization","REACTOME_CELL_CELL_JUNCTION_ORGANIZATION","NONE",-0.149,-4.53,0.00344,0.0101
"(BioCarta) Repression of Pain Sensation by the Transcriptional Regulator DREAM","BIOCARTA_DREAM_PATHWAY","NONE",0.146,4.53,0.00346,0.0102
"(Reactome) GABA synthesis, release, reuptake and degradation","REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION","NONE",0.216,4.52,0.00349,0.0102
"(Reactome) SOS-mediated signalling","REACTOME_SOS_MEDIATED_SIGNALLING","NONE",0.142,4.52,0.00351,0.0102
"(Reactome) Packaging Of Telomere Ends","REACTOME_PACKAGING_OF_TELOMERE_ENDS","NONE",-0.157,-4.52,0.00351,0.0102
"(PID) RhoA signaling pathway","PID_RHOA_PATHWAY","NONE",-0.0884,-4.51,0.00355,0.0103
"(PID) ATM pathway","PID_ATM_PATHWAY","NONE",-0.0818,-4.5,0.00357,0.0104
"(Reactome) S Phase","REACTOME_S_PHASE","NONE",-0.104,-4.49,0.00359,0.0104
"(Reactome) Synthesis of DNA","REACTOME_SYNTHESIS_OF_DNA","NONE",-0.118,-4.49,0.00362,0.0104
"(KEGG) Steroid biosynthesis","KEGG_STEROID_BIOSYNTHESIS","NONE",1.03,4.48,0.00363,0.0104
"(Reactome) CREB phosphorylation through the activation of CaMKII","REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII","NONE",-0.129,-4.47,0.00368,0.0105
"(Reactome) Regulation of mitotic cell cycle","REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE","NONE",-0.114,-4.47,0.00368,0.0105
"(PID) p53 pathway","PID_P53_REGULATION_PATHWAY","NONE",-0.087,-4.45,0.00379,0.0108
"(PID) Validated nuclear estrogen receptor beta network","PID_ERB_GENOMIC_PATHWAY","NONE",-0.0784,-4.43,0.00385,0.011
"(Reactome) Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell","REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL","NONE",-0.138,-4.43,0.00387,0.011
"(BioCarta) Signaling of Hepatocyte Growth Factor Receptor","BIOCARTA_MET_PATHWAY","NONE",-0.137,-4.41,0.00393,0.0111
"(PID) Circadian rhythm pathway","PID_CIRCADIAN_PATHWAY","NONE",-0.144,-4.39,0.00402,0.0113
"(PID) PAR1-mediated thrombin signaling events","PID_THROMBIN_PAR1_PATHWAY","NONE",-0.0844,-4.39,0.00403,0.0113
"(KEGG) Viral myocarditis","KEGG_VIRAL_MYOCARDITIS","NONE",-0.0865,-4.39,0.00404,0.0113
"(PID) LKB1 signaling events","PID_LKB1_PATHWAY","NONE",-0.114,-4.38,0.00407,0.0114
"(Reactome) Adherens junctions interactions","REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS","NONE",-0.154,-4.37,0.00413,0.0116
"(Reactome) NRIF signals cell death from the nucleus","REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS","NONE",-0.0986,-4.36,0.00418,0.0117
"(BioCarta) PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase","BIOCARTA_MYOSIN_PATHWAY","NONE",-0.129,-4.35,0.00423,0.0118
"(Reactome) Signaling by BMP","REACTOME_SIGNALING_BY_BMP","NONE",-0.232,-4.35,0.00424,0.0118
"(Reactome) Signaling by Insulin receptor","REACTOME_SIGNALING_BY_INSULIN_RECEPTOR","NONE",0.0874,4.32,0.00437,0.0121
"(Reactome) Energy dependent regulation of mTOR by LKB1-AMPK","REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK","NONE",-0.0777,-4.31,0.0044,0.0122
"(Reactome) Integrin cell surface interactions","REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS","NONE",0.0827,4.3,0.00447,0.0123
"(PID) Degradation of beta catenin","PID_BETA_CATENIN_DEG_PATHWAY","NONE",-0.108,-4.3,0.00447,0.0123
"(Reactome) PI Metabolism","REACTOME_PI_METABOLISM","NONE",0.0823,4.29,0.00451,0.0124
"(Reactome) TAK1 activates NFkB by phosphorylation and activation of IKKs complex","REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX","NONE",-0.107,-4.29,0.00454,0.0124
"(Reactome) Ras activation uopn Ca2+ infux through NMDA receptor","REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR","NONE",-0.152,-4.29,0.00454,0.0124
"(Reactome) Golgi Associated Vesicle Biogenesis","REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS","NONE",0.0803,4.28,0.00456,0.0124
"(PID) Syndecan-4-mediated signaling events","PID_SYNDECAN_4_PATHWAY","NONE",0.0796,4.28,0.00456,0.0124
"(Reactome) Signaling by TGF-beta Receptor Complex","REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","NONE",-0.192,-4.28,0.00457,0.0124
"(KEGG) Neuroactive ligand-receptor interaction","KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION","NONE",-0.263,-4.27,0.00463,0.0125
"(Reactome) Glucagon signaling in metabolic regulation","REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION","NONE",0.198,4.27,0.00464,0.0125
"(Reactome) trans-Golgi Network Vesicle Budding","REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING","NONE",0.0817,4.26,0.0047,0.0126
"(Reactome) GRB2 events in ERBB2 signaling","REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING","NONE",0.193,4.25,0.00476,0.0128
"(BioCarta) GATA3 participate in activating the Th2 cytokine genes expression","BIOCARTA_GATA3_PATHWAY","NONE",0.115,4.24,0.00482,0.0129
"(KEGG) Biosynthesis of unsaturated fatty acids","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS","NONE",0.321,4.22,0.00492,0.0131
"(Reactome) Metabolism of mRNA","REACTOME_METABOLISM_OF_MRNA","NONE",-0.0974,-4.21,0.00498,0.0133
"(Reactome) Formation of tubulin folding intermediates by CCT/TriC","REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC","NONE",0.436,4.2,0.005,0.0133
"(Naba) Genes encoding secreted soluble factors","NABA_SECRETED_FACTORS","NONE",-0.136,-4.2,0.00503,0.0134
"(PID) Validated transcriptional targets of AP1 family members Fra1 and Fra2","PID_FRA_PATHWAY","NONE",-0.0887,-4.19,0.00506,0.0134
"(PID) CXCR4-mediated signaling events","PID_CXCR4_PATHWAY","NONE",-0.068,-4.18,0.00516,0.0136
"(PID) FOXA2 and FOXA3 transcription factor networks","PID_HNF3B_PATHWAY","NONE",0.162,4.16,0.00524,0.0138
"(KEGG) Phenylalanine metabolism","KEGG_PHENYLALANINE_METABOLISM","NONE",0.385,4.16,0.00525,0.0138
"(Reactome) RNA Polymerase II Transcription Pre-Initiation And Promoter Opening","REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING","NONE",-0.0879,-4.16,0.00526,0.0138
"(PID) FOXM1 transcription factor network","PID_FOXM1_PATHWAY","NONE",0.0957,4.16,0.00528,0.0138
"(KEGG) p53 signaling pathway","KEGG_P53_SIGNALING_PATHWAY","NONE",0.362,4.15,0.00532,0.0139
"(Reactome) Assembly of the pre-replicative complex","REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX","NONE",-0.122,-4.15,0.00532,0.0139
"(BioCarta) Ras Signaling Pathway","BIOCARTA_RAS_PATHWAY","NONE",-0.179,-4.14,0.00535,0.0139
"(Reactome) Activation of Kainate Receptors upon glutamate binding","REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING","NONE",-0.122,-4.14,0.00538,0.0139
"(KEGG) Cell adhesion molecules (CAMs)","KEGG_CELL_ADHESION_MOLECULES_CAMS","NONE",-0.134,-4.13,0.00542,0.014
"(BioCarta) ATM Signaling Pathway","BIOCARTA_ATM_PATHWAY","NONE",0.139,4.12,0.00548,0.0141
"(Reactome) Inhibition of replication initiation of damaged DNA by RB1/E2F1","REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1","NONE",-0.162,-4.1,0.00562,0.0145
"(KEGG) Pathogenic Escherichia coli infection","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","NONE",0.169,4.09,0.00572,0.0147
"(Reactome) SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs","REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS","NONE",-0.122,-4.09,0.00572,0.0147
"(Naba) Genes encoding enzymes and their regulators involved in the remodeling of the extracellular matrix","NABA_ECM_REGULATORS","NONE",-0.0718,-4.08,0.00579,0.0148
"(Reactome) Cholesterol biosynthesis","REACTOME_CHOLESTEROL_BIOSYNTHESIS","NONE",1.01,4.07,0.00583,0.0149
"(Reactome) HS-GAG degradation","REACTOME_HS_GAG_DEGRADATION","NONE",0.209,4.06,0.00591,0.015
"(BioCarta) Cell Cycle: G2/M Checkpoint","BIOCARTA_G2_PATHWAY","NONE",0.198,4.06,0.00594,0.0151
"(Reactome) Signal transduction by L1","REACTOME_SIGNAL_TRANSDUCTION_BY_L1","NONE",-0.0939,-4.05,0.00595,0.0151
"(BioCarta) VEGF, Hypoxia, and Angiogenesis","BIOCARTA_VEGF_PATHWAY","NONE",-0.0929,-4.05,0.00599,0.0151
"(Reactome) Unblocking of NMDA receptor, glutamate binding and activation","REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION","NONE",-0.331,-4.04,0.00602,0.0152
"(Reactome) mTORC1-mediated signalling","REACTOME_MTORC1_MEDIATED_SIGNALLING","NONE",0.17,4.04,0.00604,0.0152
"(Reactome) APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1","NONE",-0.118,-4.04,0.00605,0.0152
"(Reactome) cGMP effects","REACTOME_CGMP_EFFECTS","NONE",-0.152,-4.03,0.00611,0.0153
"(Reactome) Insulin receptor signalling cascade","REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE","NONE",0.088,4.02,0.00622,0.0156
"(KEGG) Regulation of autophagy","KEGG_REGULATION_OF_AUTOPHAGY","NONE",-0.159,-4.01,0.00627,0.0156
"(STKE) Granule Cell Survival Pathway is a specific case of more general PAC1 Receptor Pathway.","ST_GRANULE_CELL_SURVIVAL_PATHWAY","NONE",-0.288,-4,0.00635,0.0158
"(PID) Noncanonical Wnt signaling pathway","PID_WNT_NONCANONICAL_PATHWAY","NONE",-0.167,-3.99,0.00645,0.016
"(PID) Alpha4 beta1 integrin signaling events","PID_INTEGRIN_A4B1_PATHWAY","NONE",-0.166,-3.98,0.00649,0.0161
"(KEGG) Riboflavin metabolism","KEGG_RIBOFLAVIN_METABOLISM","NONE",0.107,3.97,0.00654,0.0162
"(Reactome) Netrin-1 signaling","REACTOME_NETRIN1_SIGNALING","NONE",0.137,3.97,0.00659,0.0163
"(Reactome) Cell Cycle Checkpoints","REACTOME_CELL_CYCLE_CHECKPOINTS","NONE",-0.0965,-3.96,0.00663,0.0163
"(PID) IL27-mediated signaling events","PID_IL27_PATHWAY","NONE",0.202,3.95,0.00674,0.0166
"(Reactome) RAF/MAP kinase cascade","REACTOME_RAF_MAP_KINASE_CASCADE","NONE",0.189,3.94,0.00678,0.0166
"(Reactome) G-protein activation","REACTOME_G_PROTEIN_ACTIVATION","NONE",0.0856,3.93,0.00692,0.0169
"(Reactome) Deposition of New CENPA-containing Nucleosomes at the Centromere","REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE","NONE",-0.11,-3.91,0.00703,0.0172
"(KEGG) PPAR signaling pathway","KEGG_PPAR_SIGNALING_PATHWAY","NONE",0.084,3.91,0.00705,0.0172
"(Reactome) Kinesins","REACTOME_KINESINS","NONE",0.105,3.91,0.0071,0.0172
"(Reactome) Calnexin/calreticulin cycle","REACTOME_CALNEXIN_CALRETICULIN_CYCLE","NONE",-0.118,-3.87,0.00742,0.018
"(KEGG) T cell receptor signaling pathway","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY","NONE",0.113,3.87,0.00745,0.018
"(Reactome) Signalling to p38 via RIT and RIN","REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN","NONE",0.117,3.86,0.0075,0.0181
"(Reactome) Apoptosis","REACTOME_APOPTOSIS","NONE",-0.0865,-3.83,0.00775,0.0187
"(KEGG) Regulation of actin cytoskeleton","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","NONE",0.0849,3.83,0.0078,0.0187
"(KEGG) Prion diseases","KEGG_PRION_DISEASES","NONE",0.118,3.83,0.00781,0.0187
"(Reactome) Generation of second messenger molecules","REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES","NONE",0.0802,3.83,0.00782,0.0187
"(SigmaAldrich) PTEN is a tumor suppressor that dephosphorylates the lipid messenger phosphatidylinositol triphosphate.","SA_PTEN_PATHWAY","NONE",0.0779,3.82,0.00792,0.0189
"(Reactome) Regulation of IFNG signaling","REACTOME_REGULATION_OF_IFNG_SIGNALING","NONE",0.0816,3.81,0.00793,0.0189
"(PID) HIF-2-alpha transcription factor network","PID_HIF2PATHWAY","NONE",-0.107,-3.81,0.00801,0.0191
"(PID) Downstream signaling in na&#xef;ve CD8+ T cells","PID_CD8_TCR_DOWNSTREAM_PATHWAY","NONE",-0.157,-3.8,0.00809,0.0192
"(Reactome) Protein folding","REACTOME_PROTEIN_FOLDING","NONE",0.211,3.78,0.00824,0.0195
"(PID) Signaling events mediated by HDAC Class I","PID_HDAC_CLASSI_PATHWAY","NONE",-0.0916,-3.78,0.00827,0.0195
"(KEGG) Type II diabetes mellitus","KEGG_TYPE_II_DIABETES_MELLITUS","NONE",-0.138,-3.78,0.00828,0.0195
"(Reactome) alpha-linolenic acid (ALA) metabolism","REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM","NONE",0.208,3.77,0.00838,0.0197
"(Reactome) Amino acid synthesis and interconversion (transamination)","REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION","NONE",0.255,3.77,0.00841,0.0197
"(PID) Arf6 downstream pathway","PID_ARF6_DOWNSTREAM_PATHWAY","NONE",0.123,3.76,0.00849,0.0199
"(Reactome) Platelet homeostasis","REACTOME_PLATELET_HOMEOSTASIS","NONE",0.102,3.75,0.00856,0.02
"(KEGG) Hedgehog signaling pathway","KEGG_HEDGEHOG_SIGNALING_PATHWAY","NONE",-0.156,-3.75,0.00856,0.02
"(BioCarta) Caspase Cascade in Apoptosis","BIOCARTA_CASPASE_PATHWAY","NONE",-0.119,-3.75,0.00861,0.0201
"(PID) Beta5 beta6 beta7 and beta8 integrin cell surface interactions","PID_INTEGRIN5_PATHWAY","NONE",-0.172,-3.73,0.00876,0.0204
"(PID) Class I PI3K signaling events mediated by Akt","PID_PI3KCI_AKT_PATHWAY","NONE",-0.126,-3.71,0.00906,0.021
"(Reactome) NRAGE signals death through JNK","REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK","NONE",0.104,3.7,0.00909,0.021
"(Reactome) Generic Transcription Pathway","REACTOME_GENERIC_TRANSCRIPTION_PATHWAY","NONE",-0.178,-3.69,0.00924,0.0214
"(BioCarta) Cell Cycle: G1/S Check Point","BIOCARTA_G1_PATHWAY","NONE",0.0727,3.68,0.00932,0.0215
"(KEGG) Small cell lung cancer","KEGG_SMALL_CELL_LUNG_CANCER","NONE",0.0723,3.68,0.00933,0.0215
"(PID) LPA4-mediated signaling events","PID_LPA4_PATHWAY","NONE",-0.338,-3.67,0.00947,0.0217
"(PID) TCR signaling in na&#xef;ve CD8+ T cells","PID_CD8_TCR_PATHWAY","NONE",0.097,3.67,0.00948,0.0217
"(PID) ALK1 signaling events","PID_ALK1_PATHWAY","NONE",0.0765,3.67,0.00952,0.0217
"(KEGG) Basal cell carcinoma","KEGG_BASAL_CELL_CARCINOMA","NONE",-0.168,-3.66,0.00953,0.0217
"(Reactome) Retrograde neurotrophin signalling","REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING","NONE",-0.166,-3.66,0.00954,0.0217
"(Reactome) A tetrasaccharide linker sequence is required for GAG synthesis","REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS","NONE",0.135,3.66,0.00957,0.0218
"(KEGG) Terpenoid backbone biosynthesis","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS","NONE",0.608,3.65,0.00965,0.0219
"(KEGG) Long-term depression","KEGG_LONG_TERM_DEPRESSION","NONE",-0.147,-3.65,0.00967,0.0219
"(KEGG) Primary immunodeficiency","KEGG_PRIMARY_IMMUNODEFICIENCY","NONE",0.104,3.65,0.00972,0.022
"(PID) Stabilization and expansion of the E-cadherin adherens junction","PID_ECADHERIN_STABILIZATION_PATHWAY","NONE",0.134,3.64,0.00978,0.022
"(Reactome) Prefoldin mediated transfer of substrate  to CCT/TriC","REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC","NONE",0.254,3.64,0.00978,0.022
"(KEGG) Galactose metabolism","KEGG_GALACTOSE_METABOLISM","NONE",0.278,3.64,0.00981,0.022
"(Reactome) CTLA4 inhibitory signaling","REACTOME_CTLA4_INHIBITORY_SIGNALING","NONE",-0.121,-3.63,0.00993,0.0223
"(PID) p73 transcription factor network","PID_P73PATHWAY","NONE",0.133,3.61,0.0102,0.0229
"(SigmaAldrich) Apoptosis is mediated by caspases, cysteine proteases arranged in a proteolytic cascade.","SA_CASPASE_CASCADE","NONE",-0.0676,-3.6,0.0103,0.0229
"(PID) IFN-gamma pathway","PID_IFNG_PATHWAY","NONE",0.0721,3.59,0.0105,0.0234
"(Reactome) Activation of NF-kappaB in B Cells","REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS","NONE",-0.0866,-3.58,0.0106,0.0235
"(Reactome) Transmembrane transport of small molecules","REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES","NONE",-0.0812,-3.58,0.0106,0.0235
"(Reactome) Metabolism of vitamins and cofactors","REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS","NONE",0.122,3.55,0.011,0.0244
"(STKE) G alpha q Pathway","ST_GAQ_PATHWAY","NONE",-0.0982,-3.53,0.0113,0.0249
"(BioCarta) Role of BRCA1, BRCA2 and ATR in Cancer Susceptibility","BIOCARTA_ATRBRCA_PATHWAY","NONE",-0.0913,-3.53,0.0113,0.0249
"(PID) Signaling events mediated by HDAC Class II","PID_HDAC_CLASSII_PATHWAY","NONE",0.0628,3.53,0.0113,0.0249
"(PID) Class I PI3K signaling events","PID_PI3KCI_PATHWAY","NONE",-0.0888,-3.52,0.0114,0.025
"(PID) IL4-mediated signaling events","PID_IL4_2PATHWAY","NONE",0.0928,3.52,0.0114,0.025
"(Reactome) HIV Infection","REACTOME_HIV_INFECTION","NONE",-0.0886,-3.51,0.0116,0.0254
"(PID) BMP receptor signaling","PID_BMP_PATHWAY","NONE",-0.202,-3.49,0.0119,0.0259
"(BioCarta) Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation","BIOCARTA_AKAP13_PATHWAY","NONE",0.153,3.49,0.0119,0.0259
"(KEGG) Pantothenate and CoA biosynthesis","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS","NONE",0.258,3.48,0.0119,0.026
"(Reactome) Opioid Signalling","REACTOME_OPIOID_SIGNALLING","NONE",0.0843,3.46,0.0123,0.0267
"(Reactome) Destabilization of mRNA by KSRP","REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP","NONE",-0.07,-3.45,0.0124,0.027
"(KEGG) Notch signaling pathway","KEGG_NOTCH_SIGNALING_PATHWAY","NONE",0.0618,3.43,0.0127,0.0276
"(KEGG) Histidine metabolism","KEGG_HISTIDINE_METABOLISM","NONE",0.146,3.43,0.0128,0.0277
"(Reactome) Intrinsic Pathway for Apoptosis","REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS","NONE",-0.0951,-3.42,0.0129,0.0278
"(Naba) Ensemble of genes encoding ECM-associated proteins including ECM-affilaited proteins, ECM regulators and secreted factors","NABA_MATRISOME_ASSOCIATED","NONE",-0.0684,-3.41,0.0131,0.0283
"(PID) Thromboxane A2 receptor signaling","PID_TXA2PATHWAY","NONE",-0.0584,-3.41,0.0132,0.0283
"(Reactome) Regulation of Hypoxia-inducible Factor (HIF) by Oxygen","REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN","NONE",-0.11,-3.4,0.0132,0.0283
"(KEGG) Melanogenesis","KEGG_MELANOGENESIS","NONE",-0.083,-3.4,0.0133,0.0285
"(PID) RAC1 signaling pathway","PID_RAC1_PATHWAY","NONE",-0.0598,-3.39,0.0134,0.0285
"(Reactome) Double-Strand Break Repair","REACTOME_DOUBLE_STRAND_BREAK_REPAIR","NONE",-0.126,-3.39,0.0134,0.0286
"(KEGG) Retinol metabolism","KEGG_RETINOL_METABOLISM","NONE",0.144,3.37,0.0137,0.0291
"(Reactome) p75NTR signals via NF-kB","REACTOME_P75NTR_SIGNALS_VIA_NFKB","NONE",0.0954,3.37,0.0137,0.0291
"(Reactome) Mitochondrial Fatty Acid Beta-Oxidation","REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION","NONE",0.238,3.36,0.0141,0.0298
"(Reactome) Triglyceride Biosynthesis","REACTOME_TRIGLYCERIDE_BIOSYNTHESIS","NONE",0.25,3.35,0.0141,0.0298
"(Reactome) Phospholipase C-mediated cascade","REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE","NONE",0.142,3.35,0.0141,0.0298
"(Reactome) Glutathione conjugation","REACTOME_GLUTATHIONE_CONJUGATION","NONE",0.289,3.35,0.0142,0.0299
"(KEGG) SNARE interactions in vesicular transport","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT","NONE",-0.146,-3.34,0.0144,0.0303
"(BioCarta) Stathmin and breast cancer resistance to antimicrotubule agents","BIOCARTA_STATHMIN_PATHWAY","NONE",0.128,3.34,0.0144,0.0303
"(KEGG) Cytokine-cytokine receptor interaction","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION","NONE",0.0734,3.33,0.0145,0.0304
"(PID) Signaling events mediated by TCPTP","PID_TCPTP_PATHWAY","NONE",0.0768,3.31,0.015,0.0313
"(Reactome) TGF-beta receptor signaling activates SMADs","REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS","NONE",-0.113,-3.3,0.015,0.0313
"(Reactome) Keratan sulfate/keratin metabolism","REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM","NONE",0.0625,3.3,0.015,0.0313
"(KEGG) Wnt signaling pathway","KEGG_WNT_SIGNALING_PATHWAY","NONE",-0.113,-3.3,0.0151,0.0314
"(Reactome) Pre-NOTCH Processing in Golgi","REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI","NONE",-0.087,-3.29,0.0153,0.0317
"(BioCarta) Signal transduction through IL1R","BIOCARTA_IL1R_PATHWAY","NONE",0.1,3.29,0.0153,0.0318
"(Reactome) Botulinum neurotoxicity","REACTOME_BOTULINUM_NEUROTOXICITY","NONE",-0.181,-3.27,0.0156,0.0323
"(Reactome) Downstream Signaling Events Of B Cell Receptor (BCR)","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR","NONE",-0.0629,-3.27,0.0157,0.0324
"(BioCarta) Induction of apoptosis through DR3 and DR4/5 Death Receptors","BIOCARTA_DEATH_PATHWAY","NONE",-0.106,-3.27,0.0157,0.0324
"(BioCarta) Rho cell motility signaling pathway","BIOCARTA_RHO_PATHWAY","NONE",-0.114,-3.27,0.0157,0.0324
"(KEGG) mTOR signaling pathway","KEGG_MTOR_SIGNALING_PATHWAY","NONE",-0.124,-3.26,0.0158,0.0325
"(BioCarta) mTOR Signaling Pathway","BIOCARTA_MTOR_PATHWAY","NONE",-0.123,-3.26,0.0159,0.0325
"(KEGG) Glycerolipid metabolism","KEGG_GLYCEROLIPID_METABOLISM","NONE",-0.0911,-3.26,0.0159,0.0326
