"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(PID) IL4-mediated signaling events","PID_IL4_2PATHWAY","NONE",-0.0666,-3.14,0.0124,0.0373
"(Reactome) Ionotropic activity of Kainate Receptors","REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS","NONE",-0.123,-3.13,0.0126,0.0375
"(BioCarta) IL-7 Signal Transduction","BIOCARTA_IL7_PATHWAY","NONE",-0.084,-3.13,0.0126,0.0375
"(KEGG) Proximal tubule bicarbonate reclamation","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION","NONE",-0.079,-3.13,0.0126,0.0375
"(Reactome) SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion","REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION","NONE",-0.145,-3.13,0.0126,0.0375
"(PID) IL12 signaling mediated by STAT4","PID_IL12_STAT4_PATHWAY","NONE",0.134,3.12,0.0127,0.0376
"(Reactome) Sphingolipid de novo biosynthesis","REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS","NONE",0.0976,3.1,0.0131,0.0386
"(BioCarta) Regulation of eIF4e and p70 S6 Kinase","BIOCARTA_EIF4_PATHWAY","NONE",-0.0691,-3.1,0.0131,0.0386
"(Reactome) Trafficking of AMPA receptors","REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS","NONE",0.0678,3.09,0.0133,0.0391
"(BioCarta) TNFR1 Signaling Pathway","BIOCARTA_TNFR1_PATHWAY","NONE",-0.0732,-3.08,0.0135,0.0396
"(STKE) Integrin Signaling Pathway","ST_INTEGRIN_SIGNALING_PATHWAY","NONE",0.0656,3.08,0.0136,0.0396
"(PID) Regulation of Ras family activation","PID_RAS_PATHWAY","NONE",-0.0831,-3.08,0.0136,0.0398
"(KEGG) Cysteine and methionine metabolism","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM","NONE",0.0802,3.07,0.0138,0.0401
"(Reactome) Collagen formation","REACTOME_COLLAGEN_FORMATION","NONE",0.111,3.07,0.0139,0.0403
"(PID) Internalization of ErbB1","PID_ERBB1_INTERNALIZATION_PATHWAY","NONE",-0.0732,-3.06,0.0141,0.0408
"(PID) Neurotrophic factor-mediated Trk receptor signaling","PID_TRKR_PATHWAY","NONE",0.072,3.05,0.0143,0.0413
"(BioCarta) Role of MEF2D in T-cell Apoptosis","BIOCARTA_MEF2D_PATHWAY","NONE",-0.0793,-3.05,0.0144,0.0413
"(Reactome) CD28 co-stimulation","REACTOME_CD28_CO_STIMULATION","NONE",-0.0661,-3.04,0.0144,0.0413
"(KEGG) Non-homologous end-joining","KEGG_NON_HOMOLOGOUS_END_JOINING","NONE",-0.142,-3.04,0.0145,0.0415
"(Reactome) Gastrin-CREB signalling pathway via PKC and MAPK","REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK","NONE",-0.0631,-3.03,0.0147,0.042
"(BioCarta) Role of Mitochondria in Apoptotic Signaling","BIOCARTA_MITOCHONDRIA_PATHWAY","NONE",-0.0772,-3.02,0.0149,0.0425
"(PID) RXR and RAR heterodimerization with other nuclear receptor","PID_RXR_VDR_PATHWAY","NONE",-0.0928,-3.02,0.0151,0.0428
"(Reactome) Signaling by EGFR in Cancer","REACTOME_SIGNALING_BY_EGFR_IN_CANCER","NONE",-0.0612,-3.02,0.0151,0.0428
"(BioCarta) Fc Epsilon Receptor I Signaling in Mast Cells","BIOCARTA_FCER1_PATHWAY","NONE",0.0809,3.01,0.0151,0.0428
"(KEGG) Phosphatidylinositol signaling system","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM","NONE",0.102,3,0.0153,0.0433
"(Reactome) Mitotic Prometaphase","REACTOME_MITOTIC_PROMETAPHASE","NONE",0.0685,3,0.0155,0.0436
"(BioCarta) Cyclins and Cell Cycle Regulation","BIOCARTA_CELLCYCLE_PATHWAY","NONE",0.112,3,0.0155,0.0436
"(Reactome) alpha-linolenic acid (ALA) metabolism","REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM","NONE",-0.0965,-3,0.0156,0.0436
"(SigmaAldrich) Apoptosis is mediated by caspases, cysteine proteases arranged in a proteolytic cascade.","SA_CASPASE_CASCADE","NONE",-0.0905,-2.98,0.0159,0.0445
"(PID) Integrin-linked kinase signaling","PID_ILK_PATHWAY","NONE",-0.0788,-2.97,0.0161,0.045
"(KEGG) Cell cycle","KEGG_CELL_CYCLE","NONE",0.0763,2.97,0.0162,0.045
"(PID) Regulation of p38-alpha and p38-beta","PID_P38_ALPHA_BETA_PATHWAY","NONE",0.0775,2.96,0.0164,0.0454
"(Signaling Gateway) Genes related to PIP3 signaling in B lymphocytes","SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES","NONE",-0.0671,-2.95,0.0167,0.0462
"(Reactome) DNA Replication","REACTOME_DNA_REPLICATION","NONE",0.0742,2.94,0.0169,0.0466
"(Reactome) Mitotic G1-G1/S phases","REACTOME_MITOTIC_G1_G1_S_PHASES","NONE",0.0829,2.94,0.017,0.0466
"(Reactome) M/G1 Transition","REACTOME_M_G1_TRANSITION","NONE",0.0733,2.94,0.017,0.0466
"(Reactome) Meiosis","REACTOME_MEIOSIS","NONE",-0.0665,-2.93,0.0172,0.0471
"(Reactome) RNA Polymerase I Transcription","REACTOME_RNA_POL_I_TRANSCRIPTION","NONE",-0.107,-2.92,0.0176,0.0482
"(KEGG) Primary immunodeficiency","KEGG_PRIMARY_IMMUNODEFICIENCY","NONE",-0.0984,-2.89,0.0185,0.0502
"(STKE) Myocyte Adrenergic Pathway is a specific case of the generalized Adrenergic Pathway.","ST_MYOCYTE_AD_PATHWAY","NONE",0.0811,2.89,0.0185,0.0502
"(Reactome) Post-chaperonin tubulin folding pathway","REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY","NONE",0.112,2.88,0.0187,0.0507
"(KEGG) B cell receptor signaling pathway","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY","NONE",0.0661,2.87,0.0191,0.0514
"(Reactome) Synthesis of bile acids and bile salts","REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS","NONE",-0.108,-2.87,0.0191,0.0514
"(Reactome) Nuclear Events (kinase and transcription factor activation)","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION","NONE",0.0856,2.87,0.0191,0.0514
"(Reactome) The role of Nef in HIV-1 replication and disease pathogenesis","REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS","NONE",-0.119,-2.85,0.0195,0.0525
"(Reactome) Glucose metabolism","REACTOME_GLUCOSE_METABOLISM","NONE",0.0634,2.84,0.0199,0.053
"(BioCarta) Regulation of ck1/cdk5 by type 1 glutamate receptors","BIOCARTA_CK1_PATHWAY","NONE",0.138,2.84,0.0199,0.053
"(Reactome) Deposition of New CENPA-containing Nucleosomes at the Centromere","REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE","NONE",-0.0905,-2.84,0.0199,0.053
"(PID) Insulin Pathway","PID_INSULIN_PATHWAY","NONE",0.0661,2.83,0.0204,0.054
"(Reactome) G beta:gamma signalling through PI3Kgamma","REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA","NONE",0.0592,2.83,0.0204,0.054
"(Reactome) Recruitment of mitotic centrosome proteins and complexes","REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES","NONE",-0.101,-2.82,0.0207,0.0547
"(KEGG) Epithelial cell signaling in Helicobacter pylori infection","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","NONE",-0.0604,-2.81,0.021,0.0554
"(Reactome) NCAM1 interactions","REACTOME_NCAM1_INTERACTIONS","NONE",0.0866,2.8,0.0213,0.056
"(KEGG) T cell receptor signaling pathway","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY","NONE",0.0734,2.8,0.0214,0.0563
"(BioCarta) Multiple antiapoptotic pathways from IGF-1R signaling lead to BAD phosphorylation","BIOCARTA_IGF1R_PATHWAY","NONE",0.0745,2.79,0.0215,0.0564
"(BioCarta) Sonic Hedgehog (Shh) Pathway","BIOCARTA_SHH_PATHWAY","NONE",0.0812,2.79,0.0216,0.0566
"(Reactome) Glycosphingolipid metabolism","REACTOME_GLYCOSPHINGOLIPID_METABOLISM","NONE",0.0864,2.78,0.022,0.0573
"(PID) CXCR3-mediated signaling events","PID_CXCR3_PATHWAY","NONE",0.0638,2.78,0.0221,0.0574
"(Reactome) Transport of vitamins, nucleosides, and related molecules","REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES","NONE",0.059,2.78,0.0221,0.0575
"(Reactome) Phospholipid metabolism","REACTOME_PHOSPHOLIPID_METABOLISM","NONE",0.0628,2.77,0.0222,0.0575
"(Reactome) Global Genomic NER (GG-NER)","REACTOME_GLOBAL_GENOMIC_NER_GG_NER","NONE",0.0819,2.77,0.0224,0.058
"(Reactome) Tight junction interactions","REACTOME_TIGHT_JUNCTION_INTERACTIONS","NONE",0.0677,2.77,0.0225,0.0581
"(Reactome) Signaling by FGFR1 mutants","REACTOME_SIGNALING_BY_FGFR1_MUTANTS","NONE",0.102,2.76,0.0228,0.0584
"(PID) Ras signaling in the CD4+ TCR pathway","PID_TCR_RAS_PATHWAY","NONE",-0.0734,-2.76,0.0228,0.0584
"(KEGG) Drug metabolism - cytochrome P450","KEGG_DRUG_METABOLISM_CYTOCHROME_P450","NONE",0.0758,2.76,0.0228,0.0584
"(Reactome) Resolution of AP sites via the multiple-nucleotide patch replacement pathway","REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY","NONE",0.112,2.76,0.0228,0.0584
"(Reactome) GPCR ligand binding","REACTOME_GPCR_LIGAND_BINDING","NONE",-0.0651,-2.75,0.0232,0.0593
"(PID) Signaling events mediated by PTP1B","PID_PTP1B_PATHWAY","NONE",0.0604,2.74,0.0235,0.0599
"(KEGG) Regulation of autophagy","KEGG_REGULATION_OF_AUTOPHAGY","NONE",0.118,2.73,0.0239,0.0606
"(Reactome) Phase II conjugation","REACTOME_PHASE_II_CONJUGATION","NONE",-0.0846,-2.73,0.0239,0.0606
"(Reactome) trans-Golgi Network Vesicle Budding","REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING","NONE",0.0543,2.71,0.0246,0.0621
"(Reactome) Pre-NOTCH Transcription and Translation","REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION","NONE",-0.0843,-2.71,0.0248,0.0624
"(PID) Retinoic acid receptors-mediated signaling","PID_RETINOIC_ACID_PATHWAY","NONE",-0.0718,-2.7,0.0249,0.0628
"(Naba) Genes encoding structural components of basement membranes","NABA_BASEMENT_MEMBRANES","NONE",-0.0771,-2.7,0.0251,0.0631
"(Reactome) Glutathione conjugation","REACTOME_GLUTATHIONE_CONJUGATION","NONE",-0.0947,-2.69,0.0253,0.0633
"(Reactome) PI Metabolism","REACTOME_PI_METABOLISM","NONE",0.0844,2.69,0.0253,0.0633
"(BioCarta) PTEN dependent cell cycle arrest and apoptosis","BIOCARTA_PTEN_PATHWAY","NONE",0.0892,2.69,0.0254,0.0633
"(KEGG) Natural killer cell mediated cytotoxicity","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","NONE",0.0611,2.69,0.0254,0.0633
"(Reactome) NCAM signaling for neurite out-growth","REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH","NONE",0.0605,2.68,0.026,0.0646
"(Reactome) Advanced glycosylation endproduct receptor signaling","REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING","NONE",0.114,2.68,0.0261,0.0646
"(Reactome) YAP1- and WWTR1 (TAZ)-stimulated gene expression","REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION","NONE",0.0893,2.67,0.0264,0.0651
"(PID) HIF-2-alpha transcription factor network","PID_HIF2PATHWAY","NONE",0.076,2.67,0.0264,0.0651
"(Reactome) Base Excision Repair","REACTOME_BASE_EXCISION_REPAIR","NONE",0.0982,2.66,0.0266,0.0654
"(KEGG) Porphyrin and chlorophyll metabolism","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM","NONE",-0.168,-2.66,0.0266,0.0654
"(Reactome) Downstream TCR signaling","REACTOME_DOWNSTREAM_TCR_SIGNALING","NONE",-0.0812,-2.66,0.0267,0.0654
"(Reactome) Meiotic Recombination","REACTOME_MEIOTIC_RECOMBINATION","NONE",-0.0732,-2.66,0.0268,0.0654
"(Reactome) Interactions of Vpr with host cellular proteins","REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS","NONE",0.0605,2.66,0.0269,0.0657
"(STKE) B Cell Antigen Receptor","ST_B_CELL_ANTIGEN_RECEPTOR","NONE",0.0661,2.65,0.0272,0.0663
"(Reactome) Mitotic M-M/G1 phases","REACTOME_MITOTIC_M_M_G1_PHASES","NONE",0.0635,2.64,0.0275,0.0668
"(Reactome) ADP signalling through P2Y purinoceptor 12","REACTOME_ADP_SIGNALLING_THROUGH_P2RY12","NONE",0.0685,2.64,0.0278,0.0674
"(KEGG) Tryptophan metabolism","KEGG_TRYPTOPHAN_METABOLISM","NONE",0.0864,2.63,0.028,0.0679
"(Reactome) Activation of Chaperones by ATF6-alpha","REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA","NONE",-0.119,-2.63,0.0282,0.068
"(Reactome) Transmembrane transport of small molecules","REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES","NONE",-0.0577,-2.62,0.0284,0.0685
"(Reactome) Mitochondrial Protein Import","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT","NONE",0.0654,2.62,0.0287,0.069
"(PID) Sumoylation by RanBP2 regulates transcriptional repression","PID_RANBP2_PATHWAY","NONE",-0.105,-2.61,0.0288,0.0691
"(BioCarta) uCalpain and friends in Cell spread","BIOCARTA_UCALPAIN_PATHWAY","NONE",-0.115,-2.61,0.0289,0.0691
"(Reactome) Ras activation uopn Ca2+ infux through NMDA receptor","REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR","NONE",0.101,2.61,0.029,0.0694
"(BioCarta) Ceramide Signaling Pathway","BIOCARTA_CERAMIDE_PATHWAY","NONE",-0.0609,-2.6,0.0292,0.0696
"(Reactome) Inhibition of Insulin Secretion by Adrenaline/Noradrenaline","REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE","NONE",0.0595,2.6,0.0293,0.0696
"(KEGG) Cytokine-cytokine receptor interaction","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION","NONE",0.0552,2.6,0.0293,0.0696
"(PID) RAC1 signaling pathway","PID_RAC1_PATHWAY","NONE",0.0627,2.6,0.0296,0.07
"(KEGG) Intestinal immune network for IgA production","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION","NONE",-0.0621,-2.58,0.0303,0.0717
"(KEGG) Arachidonic acid metabolism","KEGG_ARACHIDONIC_ACID_METABOLISM","NONE",-0.0925,-2.58,0.0305,0.0718
"(Reactome) Interferon alpha/beta signaling","REACTOME_INTERFERON_ALPHA_BETA_SIGNALING","NONE",-0.0683,-2.57,0.0307,0.0722
"(Reactome) G1/S Transition","REACTOME_G1_S_TRANSITION","NONE",0.0685,2.56,0.0314,0.0737
"(KEGG) Vasopressin-regulated water reabsorption","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION","NONE",0.0756,2.56,0.0316,0.074
"(Reactome) Energy dependent regulation of mTOR by LKB1-AMPK","REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK","NONE",0.0979,2.56,0.0316,0.074
"(Reactome) Biological oxidations","REACTOME_BIOLOGICAL_OXIDATIONS","NONE",0.0612,2.55,0.032,0.0747
"(BioCarta) RB Tumor Suppressor/Checkpoint Signaling in response to DNA damage","BIOCARTA_RB_PATHWAY","NONE",0.0886,2.54,0.0326,0.076
"(KEGG) Butanoate metabolism","KEGG_BUTANOATE_METABOLISM","NONE",0.0758,2.54,0.0327,0.076
"(KEGG) Glycosaminoglycan biosynthesis - chondroitin sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE","NONE",-0.0854,-2.53,0.033,0.0765
"(KEGG) Pentose phosphate pathway","KEGG_PENTOSE_PHOSPHATE_PATHWAY","NONE",0.0709,2.53,0.0332,0.0768
"(PID) EPHB forward signaling","PID_EPHB_FWD_PATHWAY","NONE",0.0544,2.52,0.0334,0.0771
"(KEGG) Purine metabolism","KEGG_PURINE_METABOLISM","NONE",-0.0507,-2.52,0.0336,0.0774
"(KEGG) Melanoma","KEGG_MELANOMA","NONE",0.0638,2.52,0.0337,0.0776
"(Reactome) NOTCH1 Intracellular Domain Regulates Transcription","REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION","NONE",-0.0807,-2.51,0.0338,0.0776
"(KEGG) GnRH signaling pathway","KEGG_GNRH_SIGNALING_PATHWAY","NONE",-0.057,-2.51,0.034,0.0778
"(BioCarta) ADP-Ribosylation Factor","BIOCARTA_ARAP_PATHWAY","NONE",0.0896,2.51,0.0342,0.0781
"(Reactome) Synthesis of DNA","REACTOME_SYNTHESIS_OF_DNA","NONE",0.0685,2.51,0.0342,0.0781
"(Reactome) Synthesis and interconversion of nucleotide di- and triphosphates","REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES","NONE",-0.106,-2.51,0.0343,0.0781
"(BioCarta) Bone Remodelling","BIOCARTA_RANKL_PATHWAY","NONE",-0.1,-2.49,0.035,0.0795
"(Reactome) Cyclin A/B1 associated events during G2/M transition","REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION","NONE",0.0848,2.49,0.0352,0.0799
"(Reactome) Downregulation of ERBB2:ERBB3 signaling","REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING","NONE",-0.0744,-2.49,0.0353,0.0799
"(PID) ATM pathway","PID_ATM_PATHWAY","NONE",-0.0618,-2.48,0.0359,0.0812
"(KEGG) Glycosphingolipid biosynthesis - lacto and neolacto series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES","NONE",0.0761,2.46,0.0367,0.0827
"(Reactome) Glycogen breakdown (glycogenolysis)","REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS","NONE",0.0705,2.46,0.0369,0.083
"(Reactome) Rap1 signalling","REACTOME_RAP1_SIGNALLING","NONE",-0.0699,-2.45,0.0372,0.0836
"(PID) Regulation of RAC1 activity","PID_RAC1_REG_PATHWAY","NONE",0.0788,2.45,0.0374,0.0839
"(KEGG) Endocytosis","KEGG_ENDOCYTOSIS","NONE",0.0495,2.45,0.0377,0.0843
"(Reactome) Regulation of AMPK activity via LKB1","REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1","NONE",0.0773,2.44,0.0384,0.0856
"(BioCarta) Phospholipids as signalling intermediaries","BIOCARTA_EDG1_PATHWAY","NONE",-0.0917,-2.44,0.0384,0.0856
"(Reactome) Nuclear Receptor transcription pathway","REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY","NONE",0.0566,2.43,0.0388,0.0863
"(KEGG) Aminoacyl-tRNA biosynthesis","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS","NONE",0.051,2.42,0.0391,0.0868
"(Reactome) S Phase","REACTOME_S_PHASE","NONE",0.0655,2.4,0.0404,0.0895
"(PID) Validated transcriptional targets of deltaNp63 isoforms","PID_DELTA_NP63_PATHWAY","NONE",0.0557,2.4,0.0406,0.0896
"(Reactome) G-protein activation","REACTOME_G_PROTEIN_ACTIVATION","NONE",0.0701,2.4,0.0407,0.0896
"(Reactome) PI3K events in ERBB4 signaling","REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING","NONE",0.0719,2.4,0.0408,0.0896
"(BioCarta) IL-2 Receptor Beta Chain in T cell Activation","BIOCARTA_IL2RB_PATHWAY","NONE",0.055,2.4,0.0408,0.0896
"(Reactome) Amino acid transport across the plasma membrane","REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE","NONE",-0.0822,-2.39,0.0413,0.0904
"(STKE) G alpha q Pathway","ST_GAQ_PATHWAY","NONE",-0.0781,-2.39,0.0413,0.0904
"(BioCarta) Electron Transport Reaction in Mitochondria","BIOCARTA_ETC_PATHWAY","NONE",-0.0659,-2.39,0.0415,0.0906
"(BioCarta) Erk1/Erk2 Mapk Signaling pathway","BIOCARTA_ERK_PATHWAY","NONE",0.0742,2.38,0.0421,0.0916
"(Reactome) Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase","REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE","NONE",0.0863,2.38,0.0421,0.0916
"(KEGG) Antigen processing and presentation","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION","NONE",-0.096,-2.38,0.0422,0.0916
"(Reactome) Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell","REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL","NONE",-0.0471,-2.37,0.0426,0.0924
"(PID) PAR1-mediated thrombin signaling events","PID_THROMBIN_PAR1_PATHWAY","NONE",0.0491,2.36,0.0431,0.0933
"(BioCarta) Role of Ran in mitotic spindle regulation","BIOCARTA_RANMS_PATHWAY","NONE",0.128,2.36,0.0432,0.0934
"(Reactome) Regulation of Insulin Secretion","REACTOME_REGULATION_OF_INSULIN_SECRETION","NONE",0.0546,2.36,0.0433,0.0934
"(Reactome) PI3K/AKT activation","REACTOME_PI3K_AKT_ACTIVATION","NONE",0.0719,2.36,0.0435,0.0936
"(KEGG) Metabolism of xenobiotics by cytochrome P450","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450","NONE",-0.0568,-2.35,0.0441,0.0947
"(PID) S1P3 pathway","PID_S1P_S1P3_PATHWAY","NONE",-0.0654,-2.34,0.0447,0.0957
"(Reactome) PPARA Activates Gene Expression","REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION","NONE",-0.0536,-2.34,0.0448,0.0958
"(KEGG) Riboflavin metabolism","KEGG_RIBOFLAVIN_METABOLISM","NONE",0.0972,2.34,0.0449,0.096
"(Reactome) Apoptotic cleavage of cellular proteins","REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS","NONE",0.0553,2.34,0.0452,0.0962
"(Reactome) Interferon Signaling","REACTOME_INTERFERON_SIGNALING","NONE",-0.0497,-2.33,0.0455,0.0967
"(Reactome) Formation of transcription-coupled NER (TC-NER) repair complex","REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX","NONE",-0.106,-2.32,0.0459,0.0975
"(STKE) G alpha s Pathway","ST_G_ALPHA_S_PATHWAY","NONE",0.0785,2.32,0.0461,0.0976
"(Reactome) Ion channel transport","REACTOME_ION_CHANNEL_TRANSPORT","NONE",-0.0542,-2.32,0.0461,0.0976
"(Reactome) Downstream signaling of activated FGFR","REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR","NONE",0.0491,2.31,0.0467,0.0985
"(BioCarta) NFAT and Hypertrophy of the heart (Transcription in the broken heart)","BIOCARTA_NFAT_PATHWAY","NONE",0.0615,2.31,0.0473,0.0997
"(Reactome) Purine salvage","REACTOME_PURINE_SALVAGE","NONE",-0.0793,-2.31,0.0474,0.0997
"(Reactome) Pre-NOTCH Processing in Golgi","REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI","NONE",-0.0525,-2.3,0.0475,0.0997
"(Reactome) MAPK targets/ Nuclear events mediated by MAP kinases","REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES","NONE",0.0597,2.3,0.0481,0.101
"(PID) TRAIL signaling pathway","PID_TRAIL_PATHWAY","NONE",0.0639,2.29,0.0488,0.102
"(STKE) JNK MAPK Pathway","ST_JNK_MAPK_PATHWAY","NONE",0.0694,2.29,0.0489,0.102
"(PID) Alpha-synuclein signaling","PID_ALPHA_SYNUCLEIN_PATHWAY","NONE",-0.0928,-2.28,0.0495,0.103
"(Reactome) Sema3A PAK dependent Axon repulsion","REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION","NONE",-0.0556,-2.28,0.0495,0.103
"(KEGG) Sphingolipid metabolism","KEGG_SPHINGOLIPID_METABOLISM","NONE",0.0811,2.28,0.0497,0.103
"(BioCarta) Nuclear receptors coordinate the activities of chromatin remodeling complexes and coactivators to facilitate initiation of transcription in carcinoma cells","BIOCARTA_RARRXR_PATHWAY","NONE",-0.0516,-2.28,0.0498,0.103
"(Reactome) Striated Muscle Contraction","REACTOME_STRIATED_MUSCLE_CONTRACTION","NONE",0.102,2.27,0.0498,0.103
"(KEGG) Chemokine signaling pathway","KEGG_CHEMOKINE_SIGNALING_PATHWAY","NONE",0.0505,2.27,0.05,0.103
"(Reactome) p75 NTR receptor-mediated signalling","REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING","NONE",0.049,2.27,0.05,0.103
"(KEGG) Long-term depression","KEGG_LONG_TERM_DEPRESSION","NONE",0.0677,2.27,0.0504,0.104
"(KEGG) Insulin signaling pathway","KEGG_INSULIN_SIGNALING_PATHWAY","NONE",0.049,2.27,0.0505,0.104
"(Reactome) Glucagon signaling in metabolic regulation","REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION","NONE",-0.0773,-2.26,0.0507,0.104
"(Reactome) Endosomal Sorting Complex Required For Transport (ESCRT)","REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT","NONE",0.0525,2.26,0.0507,0.104
"(Reactome) Interleukin-1 signaling","REACTOME_IL1_SIGNALING","NONE",-0.0583,-2.26,0.0508,0.104
"(Reactome) Innate Immune System","REACTOME_INNATE_IMMUNE_SYSTEM","NONE",-0.0453,-2.26,0.051,0.104
"(Reactome) Cell Cycle Checkpoints","REACTOME_CELL_CYCLE_CHECKPOINTS","NONE",0.062,2.25,0.0521,0.106
"(Reactome) TCR signaling","REACTOME_TCR_SIGNALING","NONE",-0.0611,-2.24,0.0524,0.106
"(Reactome) Peroxisomal lipid metabolism","REACTOME_PEROXISOMAL_LIPID_METABOLISM","NONE",-0.0797,-2.24,0.0525,0.106
"(PID) Lissencephaly gene (LIS1) in neuronal migration and development","PID_LIS1_PATHWAY","NONE",0.0765,2.23,0.0532,0.108
"(PID) TGF-beta receptor signaling","PID_TGFBR_PATHWAY","NONE",0.0586,2.23,0.0533,0.108
"(BioCarta) Inhibition of Cellular Proliferation by Gleevec","BIOCARTA_GLEEVEC_PATHWAY","NONE",0.0595,2.23,0.0536,0.108
