"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(PID) FGF signaling pathway","PID_FGF_PATHWAY","NONE",0.11,3.83,0.00459,0.0139
"(Reactome) Ras activation uopn Ca2+ infux through NMDA receptor","REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR","NONE",0.122,3.8,0.00483,0.0146
"(Reactome) Extracellular matrix organization","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","NONE",0.27,3.79,0.00488,0.0148
"(Reactome) Caspase-mediated cleavage of cytoskeletal proteins","REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS","NONE",0.17,3.76,0.00509,0.0153
"(SigmaAldrich) Apoptosis is mediated by caspases, cysteine proteases arranged in a proteolytic cascade.","SA_CASPASE_CASCADE","NONE",0.141,3.76,0.00514,0.0155
"(Reactome) Regulation of KIT signaling","REACTOME_REGULATION_OF_KIT_SIGNALING","NONE",-0.173,-3.74,0.0053,0.0159
"(Reactome) Activation of Chaperone Genes by XBP1(S)","REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S","NONE",0.128,3.73,0.0053,0.0159
"(Reactome) CREB phosphorylation through the activation of CaMKII","REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII","NONE",0.11,3.72,0.00543,0.0162
"(PID) Signaling events mediated by PTP1B","PID_PTP1B_PATHWAY","NONE",-0.0877,-3.71,0.00548,0.0163
"(Reactome) ADP signalling through P2Y purinoceptor 1","REACTOME_ADP_SIGNALLING_THROUGH_P2RY1","NONE",-0.174,-3.71,0.00553,0.0164
"(Reactome) Post-chaperonin tubulin folding pathway","REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY","NONE",0.106,3.69,0.00569,0.0168
"(Reactome) PLC beta mediated events","REACTOME_PLC_BETA_MEDIATED_EVENTS","NONE",0.0947,3.67,0.00581,0.0172
"(Reactome) Tight junction interactions","REACTOME_TIGHT_JUNCTION_INTERACTIONS","NONE",0.118,3.66,0.0059,0.0174
"(Reactome) Glycosaminoglycan metabolism","REACTOME_GLYCOSAMINOGLYCAN_METABOLISM","NONE",-0.122,-3.66,0.00592,0.0174
"(PID) Calcium signaling in the CD4+ TCR pathway","PID_TCR_CALCIUM_PATHWAY","NONE",0.0908,3.65,0.00604,0.0177
"(KEGG) Adherens junction","KEGG_ADHERENS_JUNCTION","NONE",0.0888,3.64,0.0061,0.0178
"(Reactome) Lagging Strand Synthesis","REACTOME_LAGGING_STRAND_SYNTHESIS","NONE",0.0996,3.64,0.00611,0.0178
"(BioCarta) Signaling of Hepatocyte Growth Factor Receptor","BIOCARTA_MET_PATHWAY","NONE",0.0844,3.62,0.00627,0.0182
"(Reactome) Interactions of Vpr with host cellular proteins","REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS","NONE",0.0998,3.62,0.00629,0.0182
"(Reactome) M/G1 Transition","REACTOME_M_G1_TRANSITION","NONE",-0.0919,-3.62,0.00631,0.0183
"(KEGG) Pathogenic Escherichia coli infection","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","NONE",-0.0864,-3.61,0.00635,0.0183
"(Reactome) HS-GAG biosynthesis","REACTOME_HS_GAG_BIOSYNTHESIS","NONE",-0.179,-3.61,0.00638,0.0183
"(Reactome) E2F-enabled inhibition of pre-replication complex formation","REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION","NONE",-0.108,-3.61,0.00638,0.0183
"(KEGG) Complement and coagulation cascades","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES","NONE",0.135,3.59,0.00656,0.0188
"(KEGG) Adipocytokine signaling pathway","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","NONE",0.098,3.59,0.0066,0.0188
"(KEGG) Notch signaling pathway","KEGG_NOTCH_SIGNALING_PATHWAY","NONE",-0.0953,-3.59,0.00662,0.0188
"(Reactome) Hyaluronan metabolism","REACTOME_HYALURONAN_METABOLISM","NONE",0.153,3.58,0.00665,0.0188
"(BioCarta) TPO Signaling Pathway","BIOCARTA_TPO_PATHWAY","NONE",0.0881,3.58,0.00665,0.0188
"(Reactome) Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER","NONE",0.167,3.58,0.0067,0.0189
"(PID) S1P2 pathway","PID_S1P_S1P2_PATHWAY","NONE",0.0981,3.56,0.00688,0.0194
"(Reactome) S Phase","REACTOME_S_PHASE","NONE",-0.0934,-3.55,0.00701,0.0197
"(Reactome) Deadenylation of mRNA","REACTOME_DEADENYLATION_OF_MRNA","NONE",0.116,3.53,0.00717,0.0201
"(BioCarta) NFAT and Hypertrophy of the heart (Transcription in the broken heart)","BIOCARTA_NFAT_PATHWAY","NONE",-0.0978,-3.53,0.00722,0.0202
"(Reactome) CREB phosphorylation through the activation of Ras","REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS","NONE",0.0998,3.52,0.00729,0.0203
"(Reactome) Spry regulation of FGF signaling","REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING","NONE",-0.104,-3.52,0.0073,0.0203
"(BioCarta) NFkB activation by Nontypeable Hemophilus influenzae","BIOCARTA_NTHI_PATHWAY","NONE",0.106,3.5,0.0075,0.0208
"(Reactome) Thrombin signalling through proteinase activated receptors (PARs)","REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS","NONE",-0.152,-3.5,0.00753,0.0209
"(PID) EPHA forward signaling","PID_EPHA_FWDPATHWAY","NONE",0.143,3.49,0.00767,0.0212
"(BioCarta) Role of Ran in mitotic spindle regulation","BIOCARTA_RANMS_PATHWAY","NONE",-0.175,-3.49,0.00768,0.0212
"(Reactome) G alpha (s) signalling events","REACTOME_G_ALPHA_S_SIGNALLING_EVENTS","NONE",0.077,3.48,0.00777,0.0214
"(KEGG) Epithelial cell signaling in Helicobacter pylori infection","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","NONE",-0.0839,-3.47,0.00783,0.0215
"(PID) Signaling events mediated by HDAC Class I","PID_HDAC_CLASSI_PATHWAY","NONE",0.109,3.47,0.00788,0.0216
"(PID) Glypican 1 network","PID_GLYPICAN_1PATHWAY","NONE",-0.113,-3.45,0.0081,0.0221
"(PID) p38 signaling mediated by MAPKAP kinases","PID_P38_MK2_PATHWAY","NONE",-0.0985,-3.44,0.00823,0.0224
"(PID) ATM pathway","PID_ATM_PATHWAY","NONE",0.0896,3.42,0.00845,0.023
"(Reactome) Insulin receptor signalling cascade","REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE","NONE",0.095,3.41,0.00858,0.0232
"(PID) IL23-mediated signaling events","PID_IL23_PATHWAY","NONE",0.109,3.41,0.0086,0.0232
"(PID) Alpha4 beta1 integrin signaling events","PID_INTEGRIN_A4B1_PATHWAY","NONE",-0.151,-3.41,0.00862,0.0232
"(KEGG) Type II diabetes mellitus","KEGG_TYPE_II_DIABETES_MELLITUS","NONE",0.0747,3.39,0.00893,0.024
"(KEGG) Citrate cycle (TCA cycle)","KEGG_CITRATE_CYCLE_TCA_CYCLE","NONE",-0.198,-3.38,0.00896,0.0241
"(Reactome) Insulin Synthesis and Processing","REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING","NONE",0.102,3.37,0.00912,0.0244
"(Reactome) Membrane Trafficking","REACTOME_MEMBRANE_TRAFFICKING","NONE",-0.074,-3.37,0.0092,0.0246
"(KEGG) Nicotinate and nicotinamide metabolism","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM","NONE",0.106,3.36,0.00926,0.0247
"(Reactome) Platelet sensitization by LDL","REACTOME_PLATELET_SENSITIZATION_BY_LDL","NONE",-0.136,-3.35,0.00946,0.0251
"(Reactome) Elongation arrest and recovery","REACTOME_ELONGATION_ARREST_AND_RECOVERY","NONE",0.152,3.34,0.00954,0.0253
"(Reactome) Resolution of AP sites via the multiple-nucleotide patch replacement pathway","REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY","NONE",0.137,3.33,0.0097,0.0257
"(PID) GMCSF-mediated signaling events","PID_GMCSF_PATHWAY","NONE",0.0862,3.32,0.00983,0.026
"(Reactome) Regulation of pyruvate dehydrogenase (PDH) complex","REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX","NONE",-0.183,-3.31,0.01,0.0264
"(KEGG) Oxidative phosphorylation","KEGG_OXIDATIVE_PHOSPHORYLATION","NONE",-0.11,-3.3,0.0101,0.0267
"(Reactome) Peptide ligand-binding receptors","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS","NONE",-0.105,-3.3,0.0102,0.0268
"(Reactome) Cytochrome P450 - arranged by substrate type","REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE","NONE",0.124,3.3,0.0102,0.0268
"(KEGG) Amyotrophic lateral sclerosis (ALS)","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS","NONE",0.107,3.3,0.0103,0.0268
"(Reactome) mRNA Decay by 5' to 3' Exoribonuclease","REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE","NONE",0.0876,3.29,0.0103,0.0269
"(Reactome) Interleukin-1 signaling","REACTOME_IL1_SIGNALING","NONE",0.0875,3.29,0.0104,0.0269
"(Reactome) Sphingolipid metabolism","REACTOME_SPHINGOLIPID_METABOLISM","NONE",-0.129,-3.29,0.0104,0.0269
"(PID) CD40/CD40L signaling","PID_CD40_PATHWAY","NONE",0.105,3.29,0.0104,0.0269
"(KEGG) Glycine, serine and threonine metabolism","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","NONE",-0.0961,-3.28,0.0105,0.0272
"(Reactome) Base Excision Repair","REACTOME_BASE_EXCISION_REPAIR","NONE",0.119,3.26,0.0108,0.0279
"(BioCarta) RB Tumor Suppressor/Checkpoint Signaling in response to DNA damage","BIOCARTA_RB_PATHWAY","NONE",-0.129,-3.26,0.0109,0.028
"(KEGG) Basal cell carcinoma","KEGG_BASAL_CELL_CARCINOMA","NONE",-0.0757,-3.25,0.011,0.0281
"(PID) Wnt signaling network","PID_WNT_SIGNALING_PATHWAY","NONE",-0.222,-3.25,0.011,0.0281
"(KEGG) Taste transduction","KEGG_TASTE_TRANSDUCTION","NONE",0.0821,3.24,0.0112,0.0285
"(Reactome) Synthesis of PIPs at the Golgi membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE","NONE",0.121,3.24,0.0112,0.0285
"(BioCarta) Role of ERBB2 in Signal Transduction and Oncology","BIOCARTA_HER2_PATHWAY","NONE",0.0878,3.23,0.0114,0.0288
"(Reactome) RNA Polymerase III Transcription Termination","REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION","NONE",0.116,3.23,0.0114,0.0288
"(Reactome) Removal of the Flap Intermediate from the C-strand","REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND","NONE",0.113,3.22,0.0115,0.029
"(Reactome) RNA Polymerase II Transcription","REACTOME_RNA_POL_II_TRANSCRIPTION","NONE",0.124,3.21,0.0116,0.0294
"(BioCarta) ATM Signaling Pathway","BIOCARTA_ATM_PATHWAY","NONE",-0.102,-3.21,0.0117,0.0295
"(Reactome) Metabolism of non-coding RNA","REACTOME_METABOLISM_OF_NON_CODING_RNA","NONE",0.0905,3.2,0.0118,0.0297
"(Reactome) ABC-family proteins mediated transport","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT","NONE",-0.097,-3.2,0.0119,0.0297
"(PID) Regulation of Telomerase","PID_TELOMERASE_PATHWAY","NONE",0.0781,3.19,0.012,0.03
"(KEGG) Pathways in cancer","KEGG_PATHWAYS_IN_CANCER","NONE",-0.075,-3.19,0.012,0.03
"(KEGG) Steroid hormone biosynthesis","KEGG_STEROID_HORMONE_BIOSYNTHESIS","NONE",-0.0829,-3.19,0.0121,0.0302
"(Reactome) trans-Golgi Network Vesicle Budding","REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING","NONE",-0.0689,-3.18,0.0122,0.0302
"(Reactome) G beta:gamma signalling through PLC beta","REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA","NONE",-0.121,-3.18,0.0123,0.0306
"(Reactome) Ion channel transport","REACTOME_ION_CHANNEL_TRANSPORT","NONE",-0.0918,-3.17,0.0124,0.0306
"(Reactome) G1/S Transition","REACTOME_G1_S_TRANSITION","NONE",-0.0849,-3.17,0.0124,0.0307
"(KEGG) ABC transporters","KEGG_ABC_TRANSPORTERS","NONE",-0.0926,-3.16,0.0126,0.0309
"(BioCarta) IL 3 signaling pathway","BIOCARTA_IL3_PATHWAY","NONE",0.098,3.16,0.0126,0.0309
"(PID) Class I PI3K signaling events","PID_PI3KCI_PATHWAY","NONE",-0.0812,-3.16,0.0126,0.0309
"(Reactome) Signaling by TGF-beta Receptor Complex","REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","NONE",0.0904,3.16,0.0127,0.031
"(BioCarta) Agrin in Postsynaptic Differentiation","BIOCARTA_AGR_PATHWAY","NONE",0.0874,3.15,0.0129,0.0315
"(Reactome) RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS","NONE",0.118,3.15,0.0129,0.0315
"(KEGG) Peroxisome","KEGG_PEROXISOME","NONE",-0.0702,-3.14,0.013,0.0315
"(PID) Trk receptor signaling mediated by PI3K and PLC-gamma","PID_PI3K_PLC_TRK_PATHWAY","NONE",-0.0824,-3.14,0.0131,0.0317
"(Signaling Gateway) Genes related to regulation of the actin cytoskeleton","SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES","NONE",-0.0815,-3.14,0.0131,0.0317
"(Reactome) Signalling to p38 via RIT and RIN","REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN","NONE",-0.124,-3.14,0.0131,0.0317
"(KEGG) Gap junction","KEGG_GAP_JUNCTION","NONE",0.109,3.1,0.0138,0.0333
"(KEGG) Calcium signaling pathway","KEGG_CALCIUM_SIGNALING_PATHWAY","NONE",0.0708,3.1,0.0139,0.0333
"(BioCarta) PDGF Signaling Pathway","BIOCARTA_PDGF_PATHWAY","NONE",0.0736,3.1,0.0139,0.0333
"(Reactome) Deadenylation-dependent mRNA decay","REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY","NONE",0.078,3.08,0.0143,0.0343
"(PID) Retinoic acid receptors-mediated signaling","PID_RETINOIC_ACID_PATHWAY","NONE",0.0815,3.08,0.0143,0.0343
"(Reactome) Formation of RNA Pol II elongation complex ","REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_","NONE",0.127,3.07,0.0144,0.0344
"(PID) ATF-2 transcription factor network","PID_ATF2_PATHWAY","NONE",-0.0691,-3.07,0.0145,0.0345
"(Reactome) ER-Phagosome pathway","REACTOME_ER_PHAGOSOME_PATHWAY","NONE",-0.0842,-3.07,0.0145,0.0345
"(Reactome) The citric acid (TCA) cycle and respiratory electron transport","REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT","NONE",-0.0859,-3.07,0.0146,0.0346
"(KEGG) Cell adhesion molecules (CAMs)","KEGG_CELL_ADHESION_MOLECULES_CAMS","NONE",0.111,3.06,0.0147,0.0347
"(Reactome) Phosphorylation of the APC/C","REACTOME_PHOSPHORYLATION_OF_THE_APC_C","NONE",0.128,3.06,0.0149,0.0351
"(Reactome) Glucose metabolism","REACTOME_GLUCOSE_METABOLISM","NONE",-0.0681,-3.05,0.015,0.0352
"(Reactome) Meiotic Recombination","REACTOME_MEIOTIC_RECOMBINATION","NONE",0.083,3.05,0.0151,0.0354
"(Reactome) Glycerophospholipid biosynthesis","REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","NONE",0.0755,3.04,0.0152,0.0356
"(KEGG) Alanine, aspartate and glutamate metabolism","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","NONE",0.0973,3.03,0.0154,0.036
"(Reactome) RNA Polymerase III Chain Elongation","REACTOME_RNA_POL_III_CHAIN_ELONGATION","NONE",0.108,3.03,0.0154,0.036
"(PID) CDC42 signaling events","PID_CDC42_PATHWAY","NONE",-0.0679,-3.03,0.0155,0.0361
"(Reactome) Signaling by Interleukins","REACTOME_SIGNALING_BY_ILS","NONE",0.068,3.02,0.0158,0.0366
"(Reactome) Smooth Muscle Contraction","REACTOME_SMOOTH_MUSCLE_CONTRACTION","NONE",0.152,3.01,0.016,0.037
"(Reactome) Citric acid cycle (TCA cycle)","REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE","NONE",-0.186,-3.01,0.016,0.037
"(Reactome) RNA Polymerase I Transcription Termination","REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION","NONE",0.128,3,0.0163,0.0377
"(Reactome) TAK1 activates NFkB by phosphorylation and activation of IKKs complex","REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX","NONE",0.0914,2.99,0.0164,0.0378
"(PID) S1P3 pathway","PID_S1P_S1P3_PATHWAY","NONE",-0.136,-2.97,0.017,0.039
"(BioCarta) Caspase Cascade in Apoptosis","BIOCARTA_CASPASE_PATHWAY","NONE",0.0785,2.96,0.0174,0.0399
"(PID) ErbB1 downstream signaling","PID_ERBB1_DOWNSTREAM_PATHWAY","NONE",-0.0655,-2.95,0.0174,0.04
"(Reactome) Late Phase of HIV Life Cycle","REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE","NONE",0.0738,2.94,0.0178,0.0407
"(BioCarta) Hypoxia-Inducible Factor in the Cardiovascular System","BIOCARTA_HIF_PATHWAY","NONE",-0.126,-2.94,0.0179,0.0408
"(Naba) Genes encoding structural ECM glycoproteins","NABA_ECM_GLYCOPROTEINS","NONE",0.097,2.93,0.0181,0.0412
"(Reactome) GABA B receptor activation","REACTOME_GABA_B_RECEPTOR_ACTIVATION","NONE",-0.0851,-2.92,0.0183,0.0415
"(Naba) Ensemble of genes encoding core extracellular matrix including ECM glycoproteins, collagens and proteoglycans","NABA_CORE_MATRISOME","NONE",0.132,2.91,0.0188,0.0425
"(PID) Visual signal transduction: Cones","PID_CONE_PATHWAY","NONE",0.145,2.91,0.0188,0.0425
"(KEGG) Fructose and mannose metabolism","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","NONE",-0.0669,-2.91,0.0188,0.0425
"(PID) EPHB forward signaling","PID_EPHB_FWD_PATHWAY","NONE",-0.0792,-2.9,0.0191,0.0429
"(Reactome) SHC-mediated signalling","REACTOME_SHC_MEDIATED_SIGNALLING","NONE",-0.0671,-2.9,0.0191,0.0429
"(Reactome) Downregulation of ERBB2:ERBB3 signaling","REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING","NONE",0.0878,2.89,0.0193,0.0433
"(BioCarta) Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages","BIOCARTA_GSK3_PATHWAY","NONE",0.11,2.87,0.0199,0.0447
"(PID) ALK1 signaling events","PID_ALK1_PATHWAY","NONE",-0.116,-2.86,0.0201,0.0449
"(Reactome) Negative regulation of FGFR signaling","REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING","NONE",-0.0647,-2.86,0.0201,0.0449
"(BioCarta) Corticosteroids and cardioprotection","BIOCARTA_GCR_PATHWAY","NONE",0.0755,2.86,0.0203,0.0452
"(Reactome) Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components","REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS","NONE",0.119,2.86,0.0203,0.0452
"(Reactome) DARPP-32 events","REACTOME_DARPP_32_EVENTS","NONE",0.0667,2.85,0.0204,0.0453
"(PID) Arf6 downstream pathway","PID_ARF6_DOWNSTREAM_PATHWAY","NONE",0.11,2.84,0.0209,0.0462
"(Reactome) Peroxisomal lipid metabolism","REACTOME_PEROXISOMAL_LIPID_METABOLISM","NONE",-0.0791,-2.84,0.0209,0.0463
"(PID) Insulin-mediated glucose transport","PID_INSULIN_GLUCOSE_PATHWAY","NONE",0.0928,2.81,0.0217,0.0478
"(Reactome) SHC1 events in ERBB4 signaling","REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING","NONE",-0.076,-2.81,0.0217,0.0478
"(Reactome) Pyruvate metabolism","REACTOME_PYRUVATE_METABOLISM","NONE",-0.104,-2.81,0.0218,0.0478
"(Reactome) Integrin alphaIIb beta3 signaling","REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING","NONE",-0.0837,-2.81,0.0218,0.0478
"(Reactome) Collagen formation","REACTOME_COLLAGEN_FORMATION","NONE",0.265,2.81,0.0219,0.0478
"(Reactome) DNA Repair","REACTOME_DNA_REPAIR","NONE",0.0828,2.81,0.022,0.048
"(BioCarta) Nerve growth factor pathway (NGF)","BIOCARTA_NGF_PATHWAY","NONE",0.0779,2.8,0.0222,0.0483
"(PID) HIF-2-alpha transcription factor network","PID_HIF2PATHWAY","NONE",0.0827,2.79,0.0225,0.0489
"(Reactome) SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION","NONE",0.155,2.78,0.0231,0.0501
"(Reactome) Synthesis of bile acids and bile salts","REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS","NONE",0.113,2.76,0.0235,0.051
"(Reactome) Prostacyclin signalling through prostacyclin receptor","REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR","NONE",-0.0942,-2.76,0.0236,0.051
"(Reactome) RNA Polymerase III Transcription","REACTOME_RNA_POL_III_TRANSCRIPTION","NONE",0.0828,2.76,0.0237,0.0512
"(BioCarta) Regulation of eIF2","BIOCARTA_EIF2_PATHWAY","NONE",-0.101,-2.75,0.0239,0.0515
"(Reactome) Glutamate Neurotransmitter Release Cycle","REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE","NONE",-0.155,-2.75,0.0242,0.052
"(PID) Alpha-synuclein signaling","PID_ALPHA_SYNUCLEIN_PATHWAY","NONE",-0.0988,-2.74,0.0242,0.052
"(BioCarta) IL 6 signaling pathway","BIOCARTA_IL6_PATHWAY","NONE",0.105,2.74,0.0244,0.0522
"(PID) Arf1 pathway","PID_ARF_3PATHWAY","NONE",0.108,2.74,0.0246,0.0526
"(Reactome) Pyruvate metabolism and Citric Acid (TCA) cycle","REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE","NONE",-0.115,-2.72,0.0254,0.0541
"(Reactome) Pre-NOTCH Expression and Processing","REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING","NONE",0.0704,2.71,0.0254,0.0541
"(STKE) Wnt/beta-catenin Pathway","ST_WNT_BETA_CATENIN_PATHWAY","NONE",0.0749,2.71,0.0254,0.0541
"(PID) IL12 signaling mediated by STAT4","PID_IL12_STAT4_PATHWAY","NONE",0.103,2.71,0.0256,0.0543
"(KEGG) Vasopressin-regulated water reabsorption","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION","NONE",0.0631,2.71,0.0256,0.0543
"(KEGG) Prion diseases","KEGG_PRION_DISEASES","NONE",-0.11,-2.7,0.026,0.0551
"(Reactome) RNA Polymerase III Transcription Initiation From Type 3 Promoter","REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER","NONE",0.0951,2.69,0.0264,0.0557
"(PID) Signaling events mediated by focal adhesion kinase","PID_FAK_PATHWAY","NONE",0.0684,2.68,0.0267,0.0562
"(BioCarta) Ca++/ Calmodulin-dependent Protein Kinase Activation","BIOCARTA_CACAM_PATHWAY","NONE",-0.081,-2.68,0.0269,0.0563
"(Reactome) Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds","REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS","NONE",-0.0873,-2.68,0.0269,0.0563
"(Reactome) Metabolism of carbohydrates","REACTOME_METABOLISM_OF_CARBOHYDRATES","NONE",-0.0707,-2.68,0.0269,0.0563
"(Reactome) Destabilization of mRNA by Tristetraprolin (TTP)","REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP","NONE",0.0966,2.67,0.0272,0.057
"(Reactome) mRNA Splicing - Minor Pathway","REACTOME_MRNA_SPLICING_MINOR_PATHWAY","NONE",0.0951,2.67,0.0274,0.0572
"(PID) EGF receptor (ErbB1) signaling pathway","PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY","NONE",-0.0797,-2.67,0.0274,0.0572
"(KEGG) Arachidonic acid metabolism","KEGG_ARACHIDONIC_ACID_METABOLISM","NONE",0.174,2.66,0.0277,0.0577
"(BioCarta) Transcription factor CREB and its extracellular signals","BIOCARTA_CREB_PATHWAY","NONE",-0.0775,-2.65,0.028,0.0581
"(Reactome) Regulation of AMPK activity via LKB1","REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1","NONE",0.0947,2.65,0.0281,0.0582
"(BioCarta) CTCF: First Multivalent Nuclear Factor","BIOCARTA_CTCF_PATHWAY","NONE",0.0697,2.65,0.0282,0.0582
"(Reactome) RNA Polymerase III Transcription Initiation From Type 2 Promoter","REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER","NONE",0.0803,2.65,0.0282,0.0582
"(KEGG) Regulation of actin cytoskeleton","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","NONE",-0.0607,-2.65,0.0282,0.0582
"(Reactome) HDL-mediated lipid transport","REACTOME_HDL_MEDIATED_LIPID_TRANSPORT","NONE",0.117,2.65,0.0283,0.0582
"(Reactome) GAB1 signalosome","REACTOME_GAB1_SIGNALOSOME","NONE",-0.0742,-2.65,0.0284,0.0582
"(BioCarta) Angiotensin II mediated activation of JNK Pathway via Pyk2 dependent signaling","BIOCARTA_AT1R_PATHWAY","NONE",-0.0707,-2.64,0.0287,0.0588
"(PID) Arf6 signaling events","PID_ARF6_PATHWAY","NONE",-0.0845,-2.63,0.0289,0.0591
"(Reactome) Global Genomic NER (GG-NER)","REACTOME_GLOBAL_GENOMIC_NER_GG_NER","NONE",0.082,2.63,0.0289,0.0591
"(BioCarta) TNF/Stress Related Signaling","BIOCARTA_STRESS_PATHWAY","NONE",0.108,2.62,0.0294,0.0599
"(Reactome) APC/C:Cdc20 mediated degradation of mitotic proteins","REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS","NONE",-0.0751,-2.61,0.0299,0.0608
"(PID) Regulation of nuclear SMAD2/3 signaling","PID_SMAD2_3NUCLEAR_PATHWAY","NONE",0.066,2.61,0.0301,0.0612
