"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(Reactome) Potassium Channels","REACTOME_POTASSIUM_CHANNELS","DOWN",-0.188,-3.98,8.08e-05,0.000275
"(Reactome) RORA Activates Circadian Expression","REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION","UP",0.0944,3.97,8.2e-05,0.000278
"(Reactome) Elongation arrest and recovery","REACTOME_ELONGATION_ARREST_AND_RECOVERY","DOWN",-0.0682,-3.97,8.32e-05,0.000281
"(Reactome) p75 NTR receptor-mediated signalling","REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING","DOWN",-0.0408,-3.97,8.34e-05,0.000281
"(KEGG) Nicotinate and nicotinamide metabolism","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM","DOWN",-0.0829,-3.96,8.51e-05,0.000286
"(Reactome) Intrinsic Pathway","REACTOME_INTRINSIC_PATHWAY","UP",0.199,3.96,8.57e-05,0.000287
"(PID) S1P1 pathway","PID_S1P_S1P1_PATHWAY","UP",0.0886,3.96,8.77e-05,0.000293
"(Reactome) CDT1 association with the CDC6:ORC:origin complex","REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX","DOWN",-0.0786,-3.94,9.33e-05,0.000311
"(Signaling Gateway) Genes related to chemotaxis","SIG_CHEMOTAXIS","DOWN",-0.0523,-3.94,9.34e-05,0.000311
"(KEGG) Type II diabetes mellitus","KEGG_TYPE_II_DIABETES_MELLITUS","DOWN",-0.131,-3.93,9.77e-05,0.000324
"(PID) Regulation of nuclear SMAD2/3 signaling","PID_SMAD2_3NUCLEAR_PATHWAY","UP",0.0846,3.93,9.89e-05,0.000327
"(BioCarta) TPO Signaling Pathway","BIOCARTA_TPO_PATHWAY","UP",0.109,3.92,9.98e-05,0.000329
"(KEGG) Glycosaminoglycan biosynthesis - heparan sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE","DOWN",-0.146,-3.92,0.000101,0.000333
"(KEGG) Olfactory transduction","KEGG_OLFACTORY_TRANSDUCTION","DOWN",-0.0805,-3.9,0.000108,0.000353
"(Reactome) mRNA 3'-end processing","REACTOME_MRNA_3_END_PROCESSING","DOWN",-0.074,-3.9,0.000109,0.000357
"(Reactome) Ligand-gated ion channel transport","REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT","DOWN",-0.315,-3.9,0.00011,0.000359
"(KEGG) Huntington's disease","KEGG_HUNTINGTONS_DISEASE","DOWN",-0.0546,-3.9,0.000111,0.000361
"(PID) HIF-2-alpha transcription factor network","PID_HIF2PATHWAY","UP",0.116,3.9,0.000111,0.000361
"(Reactome) Platelet sensitization by LDL","REACTOME_PLATELET_SENSITIZATION_BY_LDL","UP",0.0754,3.88,0.000118,0.000381
"(Reactome) Processing of Capped Intron-Containing Pre-mRNA","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA","DOWN",-0.0696,-3.88,0.00012,0.000387
"(PID) Integrin-linked kinase signaling","PID_ILK_PATHWAY","UP",0.0544,3.88,0.00012,0.000387
"(PID) Syndecan-2-mediated signaling events","PID_SYNDECAN_2_PATHWAY","UP",0.0583,3.88,0.000121,0.000387
"(PID) JNK signaling in the CD4+ TCR pathway","PID_TCR_JNK_PATHWAY","DOWN",-0.0976,-3.87,0.000124,0.000395
"(Reactome) Signaling by Interleukins","REACTOME_SIGNALING_BY_ILS","UP",0.0687,3.87,0.000125,0.000399
"(Reactome) Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor","REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR","UP",0.138,3.85,0.000135,0.00043
"(PID) Arf6 trafficking events","PID_ARF6_TRAFFICKING_PATHWAY","UP",0.063,3.85,0.000135,0.00043
"(Reactome) Muscle contraction","REACTOME_MUSCLE_CONTRACTION","UP",0.127,3.84,0.000138,0.000438
"(Reactome) Interaction between L1 and Ankyrins","REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS","DOWN",-0.245,-3.84,0.00014,0.000443
"(Reactome) Regulatory RNA pathways","REACTOME_REGULATORY_RNA_PATHWAYS","DOWN",-0.0991,-3.83,0.000145,0.000457
"(BioCarta) IL-2 Receptor Beta Chain in T cell Activation","BIOCARTA_IL2RB_PATHWAY","UP",0.0963,3.83,0.000146,0.000459
"(BioCarta) Human Cytomegalovirus and Map Kinase Pathways","BIOCARTA_HCMV_PATHWAY","UP",0.0976,3.82,0.000149,0.000467
"(PID) IL2 signaling events mediated by STAT5","PID_IL2_STAT5_PATHWAY","UP",0.104,3.81,0.000154,0.000481
"(BioCarta) IGF-1 Signaling Pathway","BIOCARTA_IGF1_PATHWAY","UP",0.106,3.8,0.000166,0.000517
"(KEGG) Cell adhesion molecules (CAMs)","KEGG_CELL_ADHESION_MOLECULES_CAMS","UP",0.0955,3.79,0.000168,0.000521
"(PID) AP-1 transcription factor network","PID_AP1_PATHWAY","UP",0.139,3.78,0.000175,0.000543
"(SigmaAldrich) Expression of cyclins regulates progression through the cell cycle by activating cyclin-dependent kinases.","SA_REG_CASCADE_OF_CYCLIN_EXPR","DOWN",-0.107,-3.78,0.000176,0.000545
"(Reactome) Formation of Fibrin Clot (Clotting Cascade)","REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE","UP",0.155,3.78,0.000179,0.000551
"(Naba) Genes encoding collagen proteins","NABA_COLLAGENS","DOWN",-0.107,-3.78,0.000179,0.000552
"(PID) Insulin Pathway","PID_INSULIN_PATHWAY","UP",0.053,3.77,0.000186,0.000571
"(Reactome) Kinesins","REACTOME_KINESINS","DOWN",-0.0786,-3.76,0.000188,0.000576
"(Reactome) MicroRNA (miRNA) Biogenesis","REACTOME_MICRORNA_MIRNA_BIOGENESIS","DOWN",-0.0999,-3.76,0.000189,0.000577
"(BioCarta) Regulation of p27 Phosphorylation during Cell Cycle Progression","BIOCARTA_P27_PATHWAY","DOWN",-0.0658,-3.76,0.000192,0.000583
"(KEGG) Jak-STAT signaling pathway","KEGG_JAK_STAT_SIGNALING_PATHWAY","UP",0.0559,3.76,0.000194,0.000589
"(Reactome) Glycerophospholipid biosynthesis","REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","DOWN",-0.0522,-3.75,0.000202,0.000611
"(PID) EPO signaling pathway","PID_EPO_PATHWAY","UP",0.081,3.74,0.000202,0.000611
"(BioCarta) Multiple antiapoptotic pathways from IGF-1R signaling lead to BAD phosphorylation","BIOCARTA_IGF1R_PATHWAY","UP",0.0508,3.74,0.000205,0.000618
"(Reactome) Gastrin-CREB signalling pathway via PKC and MAPK","REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK","DOWN",-0.0837,-3.74,0.000206,0.000618
"(Reactome) Amine compound SLC transporters","REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS","UP",0.153,3.74,0.000206,0.000618
"(BioCarta) Hemoglobin's Chaperone","BIOCARTA_AHSP_PATHWAY","DOWN",-0.297,-3.73,0.000213,0.000638
"(Reactome) Keratan sulfate biosynthesis","REACTOME_KERATAN_SULFATE_BIOSYNTHESIS","UP",0.117,3.73,0.000215,0.000641
"(PID) C-MYC pathway","PID_MYC_PATHWAY","DOWN",-0.0645,-3.72,0.000218,0.000649
"(BioCarta) PTEN dependent cell cycle arrest and apoptosis","BIOCARTA_PTEN_PATHWAY","UP",0.0735,3.72,0.000221,0.000655
"(Reactome) Repair synthesis for gap-filling by DNA polymerase in TC-NER","REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER","DOWN",-0.097,-3.72,0.000222,0.000658
"(Reactome) Mitochondrial tRNA aminoacylation","REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION","DOWN",-0.0948,-3.72,0.000225,0.000666
"(Reactome) Processing of Capped Intronless Pre-mRNA","REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA","DOWN",-0.0661,-3.69,0.000254,0.000747
"(PID) IL8- and CXCR1-mediated signaling events","PID_IL8_CXCR1_PATHWAY","DOWN",-0.106,-3.68,0.000261,0.000766
"(Reactome) Botulinum neurotoxicity","REACTOME_BOTULINUM_NEUROTOXICITY","DOWN",-0.0935,-3.68,0.000262,0.000766
"(KEGG) Fructose and mannose metabolism","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","DOWN",-0.0657,-3.67,0.000266,0.000779
"(BioCarta) uCalpain and friends in Cell spread","BIOCARTA_UCALPAIN_PATHWAY","UP",0.073,3.66,0.000276,0.000805
"(Reactome) Amine ligand-binding receptors","REACTOME_AMINE_LIGAND_BINDING_RECEPTORS","DOWN",-0.217,-3.66,0.000283,0.000824
"(Reactome) Metabolism of nucleotides","REACTOME_METABOLISM_OF_NUCLEOTIDES","DOWN",-0.0583,-3.65,0.000288,0.000836
"(STKE) p38 MAPK Pathway","ST_P38_MAPK_PATHWAY","UP",0.061,3.65,0.000293,0.000847
"(BioCarta) p53 Signaling Pathway","BIOCARTA_P53_PATHWAY","UP",0.134,3.64,0.000302,0.000874
"(Reactome) NCAM signaling for neurite out-growth","REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH","DOWN",-0.0685,-3.62,0.000321,0.000924
"(Reactome) Extrinsic Pathway for Apoptosis","REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS","UP",0.124,3.6,0.000349,0.001
"(PID) Regulation of cytoplasmic and nuclear SMAD2/3 signaling","PID_SMAD2_3PATHWAY","UP",0.0684,3.59,0.000359,0.00103
"(Reactome) Endosomal Sorting Complex Required For Transport (ESCRT)","REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT","DOWN",-0.0813,-3.59,0.000363,0.00104
"(Reactome) Neurotransmitter Release Cycle","REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE","DOWN",-0.144,-3.58,0.000375,0.00107
"(BioCarta) The 4-1BB-dependent immune response","BIOCARTA_41BB_PATHWAY","UP",0.134,3.57,0.000386,0.0011
"(BioCarta) Insulin Signaling Pathway","BIOCARTA_INSULIN_PATHWAY","UP",0.0873,3.57,0.000396,0.00112
"(PID) Alpha9 beta1 integrin signaling events","PID_INTEGRIN_A9B1_PATHWAY","UP",0.0951,3.57,0.000397,0.00112
"(Reactome) HS-GAG degradation","REACTOME_HS_GAG_DEGRADATION","UP",0.112,3.57,0.000398,0.00112
"(KEGG) Linoleic acid metabolism","KEGG_LINOLEIC_ACID_METABOLISM","DOWN",-0.11,-3.56,0.000405,0.00114
"(Reactome) NRAGE signals death through JNK","REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK","DOWN",-0.0786,-3.56,0.000405,0.00114
"(BioCarta) Control of Gene Expression by Vitamin D Receptor","BIOCARTA_VDR_PATHWAY","UP",0.115,3.56,0.000406,0.00114
"(KEGG) Pathways in cancer","KEGG_PATHWAYS_IN_CANCER","UP",0.0308,3.55,0.000422,0.00118
"(Reactome) TGF-beta receptor signaling activates SMADs","REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS","UP",0.0773,3.55,0.000426,0.00119
"(Reactome) Synthesis of PC","REACTOME_SYNTHESIS_OF_PC","UP",0.094,3.55,0.000429,0.00119
"(Reactome) Metabolism of proteins","REACTOME_METABOLISM_OF_PROTEINS","DOWN",-0.0378,-3.54,0.000435,0.00121
"(Reactome) Activation of Chaperone Genes by XBP1(S)","REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S","UP",0.0664,3.54,0.000439,0.00122
"(Reactome) mRNA Decay by 5' to 3' Exoribonuclease","REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE","DOWN",-0.08,-3.54,0.000441,0.00122
"(Reactome) Chemokine receptors bind chemokines","REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES","UP",0.169,3.54,0.000443,0.00122
"(PID) Sphingosine 1-phosphate (S1P) pathway","PID_S1P_META_PATHWAY","UP",0.0757,3.53,0.000449,0.00124
"(Reactome) Transcriptional Regulation of White Adipocyte Differentiation","REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION","UP",0.051,3.53,0.000454,0.00125
"(Reactome) Glucagon-type ligand receptors","REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS","DOWN",-0.112,-3.52,0.000464,0.00127
"(PID) Fc-epsilon receptor I signaling in mast cells","PID_FCER1_PATHWAY","UP",0.085,3.52,0.000467,0.00128
"(KEGG) Fc epsilon RI signaling pathway","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY","DOWN",-0.0561,-3.52,0.000473,0.00129
"(Reactome) Regulation of Insulin Secretion","REACTOME_REGULATION_OF_INSULIN_SECRETION","DOWN",-0.0704,-3.51,0.000494,0.00134
"(KEGG) Leishmania infection","KEGG_LEISHMANIA_INFECTION","UP",0.166,3.5,0.000514,0.0014
"(BioCarta) p38 MAPK Signaling Pathway","BIOCARTA_P38MAPK_PATHWAY","UP",0.0594,3.49,0.000531,0.00144
"(PID) Notch-mediated HES/HEY network","PID_HES_HEY_PATHWAY","UP",0.0837,3.48,0.000538,0.00145
"(BioCarta) Regulation of ck1/cdk5 by type 1 glutamate receptors","BIOCARTA_CK1_PATHWAY","DOWN",-0.121,-3.48,0.000543,0.00147
"(PID) ErbB2/ErbB3 signaling events","PID_ERBB2_ERBB3_PATHWAY","UP",0.0443,3.46,0.000587,0.00158
"(KEGG) Adipocytokine signaling pathway","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","UP",0.0525,3.46,0.000594,0.0016
"(BioCarta) IL-7 Signal Transduction","BIOCARTA_IL7_PATHWAY","UP",0.0716,3.46,0.000596,0.0016
"(BioCarta) Stress Induction of HSP Regulation","BIOCARTA_HSP27_PATHWAY","UP",0.103,3.44,0.000622,0.00166
"(BioCarta) Influence of Ras and Rho proteins on G1 to S Transition","BIOCARTA_RACCYCD_PATHWAY","UP",0.0701,3.43,0.00066,0.00176
"(BioCarta) FAS signaling pathway ( CD95 )","BIOCARTA_FAS_PATHWAY","UP",0.0645,3.43,0.000666,0.00177
"(PID) Signaling events mediated by the Hedgehog family","PID_HEDGEHOG_2PATHWAY","UP",0.0776,3.43,0.000666,0.00177
"(Reactome) Sphingolipid metabolism","REACTOME_SPHINGOLIPID_METABOLISM","DOWN",-0.0631,-3.42,0.000671,0.00178
"(Reactome) Prolonged ERK activation events","REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS","UP",0.0475,3.42,0.000687,0.00181
"(BioCarta) Stathmin and breast cancer resistance to antimicrotubule agents","BIOCARTA_STATHMIN_PATHWAY","DOWN",-0.126,-3.4,0.000718,0.00189
"(Reactome) Circadian Repression of Expression by REV-ERBA","REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA","UP",0.0862,3.4,0.00073,0.00192
"(BioCarta) Cadmium induces DNA synthesis and proliferation in macrophages","BIOCARTA_CDMAC_PATHWAY","UP",0.118,3.39,0.00076,0.002
"(PID) Cellular roles of Anthrax toxin","PID_ANTHRAX_PATHWAY","UP",0.0598,3.39,0.000762,0.002
"(KEGG) Selenoamino acid metabolism","KEGG_SELENOAMINO_ACID_METABOLISM","DOWN",-0.0541,-3.38,0.00077,0.00201
"(Reactome) GABA A receptor activation","REACTOME_GABA_A_RECEPTOR_ACTIVATION","DOWN",-0.311,-3.38,0.000784,0.00204
"(Reactome) Removal of the Flap Intermediate from the C-strand","REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND","DOWN",-0.0935,-3.38,0.000785,0.00204
"(BioCarta) Gamma-aminobutyric Acid Receptor Life Cycle","BIOCARTA_GABA_PATHWAY","DOWN",-0.25,-3.38,0.000792,0.00206
"(KEGG) Renal cell carcinoma","KEGG_RENAL_CELL_CARCINOMA","UP",0.0383,3.38,0.000794,0.00206
"(BioCarta) Signaling Pathway from G-Protein Families","BIOCARTA_GPCR_PATHWAY","UP",0.0502,3.37,8e-04,0.00207
"(Reactome) GAB1 signalosome","REACTOME_GAB1_SIGNALOSOME","UP",0.06,3.36,0.000844,0.00218
"(Reactome) TAK1 activates NFkB by phosphorylation and activation of IKKs complex","REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX","UP",0.0923,3.35,0.000882,0.00227
"(Reactome) Homologous recombination repair of replication-independent double-strand breaks","REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS","DOWN",-0.0917,-3.35,0.000885,0.00227
"(Reactome) Cytochrome P450 - arranged by substrate type","REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE","DOWN",-0.0648,-3.34,0.000894,0.00229
"(BioCarta) IL 3 signaling pathway","BIOCARTA_IL3_PATHWAY","UP",0.113,3.34,0.000904,0.00231
"(BioCarta) Nitric Oxide Signaling Pathway","BIOCARTA_NOS1_PATHWAY","DOWN",-0.0974,-3.34,0.000905,0.00231
"(PID) CXCR4-mediated signaling events","PID_CXCR4_PATHWAY","UP",0.0461,3.33,0.000925,0.00236
"(KEGG) Amino sugar and nucleotide sugar metabolism","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM","DOWN",-0.052,-3.33,0.000932,0.00237
"(Reactome) Semaphorin interactions","REACTOME_SEMAPHORIN_INTERACTIONS","UP",0.0525,3.33,0.000943,0.00239
"(Reactome) Signaling by SCF-KIT","REACTOME_SIGNALING_BY_SCF_KIT","UP",0.0383,3.33,0.000943,0.00239
"(PID) Integrins in angiogenesis","PID_AVB3_INTEGRIN_PATHWAY","UP",0.0622,3.33,0.000949,0.0024
"(BioCarta) Growth Hormone Signaling Pathway","BIOCARTA_GH_PATHWAY","UP",0.0462,3.31,0.000987,0.00249
"(KEGG) One carbon pool by folate","KEGG_ONE_CARBON_POOL_BY_FOLATE","DOWN",-0.0971,-3.3,0.00105,0.00263
"(Reactome) Glucose metabolism","REACTOME_GLUCOSE_METABOLISM","UP",0.0538,3.29,0.00109,0.00274
"(Reactome) Autodegradation of Cdh1 by Cdh1:APC/C","REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C","DOWN",-0.0688,-3.28,0.0011,0.00275
"(Reactome) PI-3K cascade","REACTOME_PI_3K_CASCADE","UP",0.06,3.28,0.00111,0.00276
"(Reactome) Trafficking of GluR2-containing AMPA receptors","REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS","DOWN",-0.168,-3.28,0.00112,0.00279
"(PID) RXR and RAR heterodimerization with other nuclear receptor","PID_RXR_VDR_PATHWAY","UP",0.0735,3.27,0.00115,0.00285
"(Reactome) Fatty acid, triacylglycerol, and ketone body metabolism","REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM","UP",0.0433,3.26,0.0012,0.00298
"(Reactome) Viral Messenger RNA Synthesis","REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS","DOWN",-0.0824,-3.25,0.00122,0.00303
"(Reactome) ERKs are inactivated","REACTOME_ERKS_ARE_INACTIVATED","DOWN",-0.0695,-3.25,0.00123,0.00303
"(PID) Syndecan-3-mediated signaling events","PID_SYNDECAN_3_PATHWAY","UP",0.116,3.25,0.00124,0.00306
"(Reactome) Metal ion SLC transporters","REACTOME_METAL_ION_SLC_TRANSPORTERS","UP",0.0861,3.24,0.00126,0.00311
"(Reactome) Transmembrane transport of small molecules","REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES","DOWN",-0.0421,-3.23,0.00133,0.00326
"(STKE) Granule Cell Survival Pathway is a specific case of more general PAC1 Receptor Pathway.","ST_GRANULE_CELL_SURVIVAL_PATHWAY","UP",0.0616,3.22,0.00135,0.00332
"(Reactome) p75NTR recruits signalling complexes","REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES","UP",0.1,3.22,0.00138,0.00338
"(BioCarta) IL 2 signaling pathway","BIOCARTA_IL2_PATHWAY","UP",0.0943,3.21,0.00143,0.00349
"(BioCarta) ADP-Ribosylation Factor","BIOCARTA_ARAP_PATHWAY","DOWN",-0.0534,-3.2,0.00146,0.00356
"(Reactome) Downregulation of ERBB2:ERBB3 signaling","REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING","DOWN",-0.0703,-3.18,0.00157,0.00381
"(Reactome) ABCA transporters in lipid homeostasis","REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS","DOWN",-0.1,-3.17,0.00164,0.00397
"(KEGG) mTOR signaling pathway","KEGG_MTOR_SIGNALING_PATHWAY","DOWN",-0.0511,-3.17,0.00164,0.00398
"(Reactome) GPCR ligand binding","REACTOME_GPCR_LIGAND_BINDING","DOWN",-0.0677,-3.16,0.00169,0.00409
"(Naba) Genes encoding secreted soluble factors","NABA_SECRETED_FACTORS","UP",0.0367,3.16,0.0017,0.0041
"(BioCarta) Endocytotic role of NDK, Phosphins and Dynamin","BIOCARTA_NDKDYNAMIN_PATHWAY","DOWN",-0.088,-3.15,0.00173,0.00416
"(PID) p38 MAPK signaling pathway","PID_P38_MKK3_6PATHWAY","UP",0.0833,3.15,0.00176,0.00423
"(KEGG) Glycosphingolipid biosynthesis - ganglio series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES","DOWN",-0.109,-3.14,0.00178,0.00427
"(Reactome) Synthesis of PE","REACTOME_SYNTHESIS_OF_PE","DOWN",-0.0685,-3.14,0.00179,0.00429
"(KEGG) T cell receptor signaling pathway","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY","DOWN",-0.0476,-3.11,0.002,0.00478
"(Reactome) Cyclin E associated events during G1/S transition ","REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_","DOWN",-0.0473,-3.1,0.00204,0.00487
"(PID) LPA4-mediated signaling events","PID_LPA4_PATHWAY","DOWN",-0.097,-3.1,0.00206,0.00489
"(PID) LPA receptor mediated events","PID_LYSOPHOSPHOLIPID_PATHWAY","UP",0.0377,3.1,0.00206,0.00489
"(Reactome) Activated NOTCH1 Transmits Signal to the Nucleus","REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS","DOWN",-0.0539,-3.09,0.00211,0.00499
"(Reactome) Amino acid synthesis and interconversion (transamination)","REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION","UP",0.0732,3.09,0.00211,0.00499
"(Reactome) Signaling by Robo receptor","REACTOME_SIGNALING_BY_ROBO_RECEPTOR","DOWN",-0.0464,-3.08,0.00221,0.0052
"(KEGG) Primary immunodeficiency","KEGG_PRIMARY_IMMUNODEFICIENCY","DOWN",-0.0671,-3.08,0.00221,0.0052
"(SigmaAldrich) Cdk2, 4, and 6 bind cyclin D in G1, while cdk2/cyclin E promotes the G1/S transition.","SA_G1_AND_S_PHASES","UP",0.0956,3.08,0.00222,0.00522
"(Reactome) Post-translational modification: synthesis of GPI-anchored proteins","REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS","DOWN",-0.0884,-3.06,0.0023,0.0054
"(STKE) Interleukin 4 (IL-4) Pathway","ST_INTERLEUKIN_4_PATHWAY","UP",0.0777,3.06,0.00232,0.00543
"(Reactome) PLC beta mediated events","REACTOME_PLC_BETA_MEDIATED_EVENTS","DOWN",-0.0641,-3.04,0.00247,0.00577
"(PID) IL23-mediated signaling events","PID_IL23_PATHWAY","UP",0.119,3.04,0.00248,0.00577
"(PID) IL3-mediated signaling events","PID_IL3_PATHWAY","UP",0.0724,3.04,0.0025,0.00581
"(Reactome) Activation of NF-kappaB in B Cells","REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS","DOWN",-0.045,-3.03,0.00255,0.00591
"(PID) IFN-gamma pathway","PID_IFNG_PATHWAY","UP",0.0428,3.03,0.00259,0.00601
"(Reactome) Deadenylation of mRNA","REACTOME_DEADENYLATION_OF_MRNA","DOWN",-0.0509,-3.02,0.00262,0.00606
"(Reactome) Metabolism of carbohydrates","REACTOME_METABOLISM_OF_CARBOHYDRATES","UP",0.0369,3.02,0.00262,0.00606
"(BioCarta) Fc Epsilon Receptor I Signaling in Mast Cells","BIOCARTA_FCER1_PATHWAY","UP",0.0545,3.02,0.00264,0.00608
"(BioCarta) AKT Signaling Pathway","BIOCARTA_AKT_PATHWAY","UP",0.0764,3,0.00286,0.00658
"(PID) CDC42 signaling events","PID_CDC42_PATHWAY","DOWN",-0.0271,-2.99,0.00292,0.0067
"(BioCarta) Inhibition of Cellular Proliferation by Gleevec","BIOCARTA_GLEEVEC_PATHWAY","UP",0.0597,2.98,0.00299,0.00685
"(PID) VEGFR1 specific signals","PID_VEGFR1_PATHWAY","UP",0.0686,2.98,0.003,0.00686
"(PID) E-cadherin signaling in the nascent adherens junction","PID_ECADHERIN_NASCENT_AJ_PATHWAY","UP",0.0473,2.98,0.00307,0.00701
"(Reactome) The citric acid (TCA) cycle and respiratory electron transport","REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT","DOWN",-0.0599,-2.97,0.00317,0.00721
"(Reactome) Innate Immune System","REACTOME_INNATE_IMMUNE_SYSTEM","UP",0.0416,2.96,0.00324,0.00737
"(BioCarta) Hypoxia-Inducible Factor in the Cardiovascular System","BIOCARTA_HIF_PATHWAY","UP",0.0924,2.95,0.00338,0.00766
"(Reactome) Processing of Intronless Pre-mRNAs","REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS","DOWN",-0.0655,-2.94,0.00345,0.0078
"(BioCarta) Cell Cycle: G1/S Check Point","BIOCARTA_G1_PATHWAY","UP",0.0684,2.94,0.00346,0.00781
"(KEGG) p53 signaling pathway","KEGG_P53_SIGNALING_PATHWAY","UP",0.065,2.94,0.00349,0.00786
"(BioCarta) Role of Ran in mitotic spindle regulation","BIOCARTA_RANMS_PATHWAY","DOWN",-0.0708,-2.93,0.00351,0.0079
"(KEGG) Calcium signaling pathway","KEGG_CALCIUM_SIGNALING_PATHWAY","DOWN",-0.082,-2.93,0.00353,0.00794
"(Reactome) Purine ribonucleoside monophosphate biosynthesis","REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS","DOWN",-0.078,-2.93,0.00359,0.00804
"(Reactome) Integration of energy metabolism","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM","DOWN",-0.0521,-2.93,0.00359,0.00804
"(PID) IL12-mediated signaling events","PID_IL12_2PATHWAY","UP",0.0856,2.92,0.00367,0.00821
"(Reactome) Insulin receptor recycling","REACTOME_INSULIN_RECEPTOR_RECYCLING","DOWN",-0.0512,-2.92,0.00368,0.00821
"(PID) GMCSF-mediated signaling events","PID_GMCSF_PATHWAY","UP",0.0793,2.92,0.00371,0.00826
"(BioCarta) VEGF, Hypoxia, and Angiogenesis","BIOCARTA_VEGF_PATHWAY","UP",0.0469,2.91,0.00373,0.00828
"(Reactome) Proteolytic cleavage of SNARE complex proteins","REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS","DOWN",-0.0688,-2.91,0.00375,0.00829
"(PID) BARD1 signaling events","PID_BARD1_PATHWAY","DOWN",-0.046,-2.91,0.00375,0.00829
