"","X","Direction","logFC.x","P.Value.x","adj.P.Val.x","assay.x","path_dir.x","logFC.y","P.Value.y","adj.P.Val.y","assay.y","path_dir.y","display_name"
"157","REACTOME: AUTODEGRADATION OF CDH1 BY CDH1 APC C","DOWN",-0.0688292304740545,0.00109666335882453,0.00274513618783983,"Mayo","DOWN: REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C",-0.123097297704682,9.99870746803975e-06,0.000144425774538352,"MSBB","DOWN: REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C","(Reactome) Autodegradation of Cdh1 by Cdh1:APC/C"
"158","REACTOME: BASE EXCISION REPAIR","DOWN",-0.180976923329702,6.3197157297628e-08,6.0833686374302e-07,"Mayo","DOWN: REACTOME_BASE_EXCISION_REPAIR",-0.139108898527875,6.86718537874651e-06,0.000121736468077779,"MSBB","DOWN: REACTOME_BASE_EXCISION_REPAIR","(Reactome) Base Excision Repair"
"159","REACTOME: BASE FREE SUGAR PHOSPHATE REMOVAL VIA THE SINGLE NUCLEOTIDE REPLACEMENT PATHWAY","DOWN",-0.214665614828937,6.59740896829656e-08,6.19947001465328e-07,"Mayo","DOWN: REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY",-0.178256458589661,6.78302710521139e-06,0.000121736468077779,"MSBB","DOWN: REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY","(Reactome) Base-free sugar-phosphate removal via the single-nucleotide replacement pathway"
"160","REACTOME: BIOSYNTHESIS OF THE N GLYCAN PRECURSOR DOLICHOL LIPID LINKED OLIGOSACCHARIDE LLO AND TRANSFER TO A NASCENT PROTEIN","DOWN",-0.0940004688178193,4.07556906201457e-05,0.000150326285651877,"Mayo","DOWN: REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN",-0.148297735945172,4.4485692344464e-07,2.77638968372469e-05,"MSBB","DOWN: REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN","(Reactome) Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
"161","REACTOME: CASPASE MEDIATED CLEAVAGE OF CYTOSKELETAL PROTEINS","UP",0.135288951832936,2.77813223279085e-05,0.000107493743909293,"Mayo","UP: REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS",0.180041408397126,5.3246436379656e-07,2.77638968372469e-05,"MSBB","UP: REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS","(Reactome) Caspase-mediated cleavage of cytoskeletal proteins"
"162","REACTOME: CDT1 ASSOCIATION WITH THE CDC6 ORC ORIGIN COMPLEX","DOWN",-0.0786049603934815,9.33237296690267e-05,0.000310732610481667,"Mayo","DOWN: REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX",-0.110708733300392,4.23180046414685e-05,0.000348676517116325,"MSBB","DOWN: REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX","(Reactome) CDT1 association with the CDC6:ORC:origin complex"
"163","REACTOME: CELL CYCLE","DOWN",-0.086671470106766,8.24921196555363e-10,1.8782821090799e-08,"Mayo","DOWN: REACTOME_CELL_CYCLE",-0.0446609305045,0.00181719342596184,0.0060401031487936,"MSBB","DOWN: REACTOME_CELL_CYCLE","(Reactome) Cell Cycle"
"164","REACTOME: CELL CYCLE CHECKPOINTS","DOWN",-0.110865099072168,1.36004013678085e-08,1.73184834806208e-07,"Mayo","DOWN: REACTOME_CELL_CYCLE_CHECKPOINTS",-0.10937958115868,4.91347397450647e-06,0.000110553164426396,"MSBB","DOWN: REACTOME_CELL_CYCLE_CHECKPOINTS","(Reactome) Cell Cycle Checkpoints"
"165","REACTOME: CELL CYCLE MITOTIC","DOWN",-0.0914551741301154,3.61221212882045e-10,9.5041314678298e-09,"Mayo","DOWN: REACTOME_CELL_CYCLE_MITOTIC",-0.0516780579181418,0.00021110444828075,0.0010977431310599,"MSBB","DOWN: REACTOME_CELL_CYCLE_MITOTIC","(Reactome) Cell Cycle, Mitotic"
"166","REACTOME: CELL EXTRACELLULAR MATRIX INTERACTIONS","UP",0.25108263552435,6.11145362823382e-14,1.44719221916577e-11,"Mayo","UP: REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS",0.169136245820348,0.000303361949016515,0.00144870808305846,"MSBB","UP: REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS","(Reactome) Cell-extracellular matrix interactions"
"167","REACTOME: CELL SURFACE INTERACTIONS AT THE VASCULAR WALL","UP",0.139149693056539,7.13242644091156e-09,1.06896112734675e-07,"Mayo","UP: REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",0.110625797042819,6.45196524435279e-05,0.00047777210986663,"MSBB","UP: REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL","(Reactome) Cell surface interactions at the vascular wall"
"168","REACTOME: CHONDROITIN SULFATE BIOSYNTHESIS","UP",0.316441248147917,3.64447876211844e-15,2.15753142717412e-12,"Mayo","UP: REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS",0.213990047293555,2.74202466251535e-05,0.000279948652888814,"MSBB","UP: REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS","(Reactome) Chondroitin sulfate biosynthesis"
"169","REACTOME: CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM","UP",0.155403788784079,1.66804642785437e-09,3.29161161763263e-08,"Mayo","UP: REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM",0.118606835869189,0.000194766595120423,0.00103111726828459,"MSBB","UP: REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM","(Reactome) Chondroitin sulfate/dermatan sulfate metabolism"
"170","REACTOME: CLASS C 3 METABOTROPIC GLUTAMATE PHEROMONE RECEPTORS","DOWN",-0.176923702973094,3.85304691377811e-05,0.00014256273580979,"Mayo","DOWN: REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS",-0.21141811356723,0.000258040992916114,0.0012685208475288,"MSBB","DOWN: REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS","(Reactome) Class C/3 (Metabotropic glutamate/pheromone receptors)"
"171","REACTOME: CLASS I MHC MEDIATED ANTIGEN PROCESSING PRESENTATION","DOWN",-0.0459463598924286,1.37407852858857e-06,7.7104690893311e-06,"Mayo","DOWN: REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION",-0.0569006750471624,5.57591842409451e-06,0.000116496867074832,"MSBB","DOWN: REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION","(Reactome) Class I MHC mediated antigen processing & presentation"
"172","REACTOME: CONVERSION FROM APC C CDC20 TO APC C CDH1 IN LATE ANAPHASE","DOWN",-0.113775244795518,7.5232756820285e-06,3.38690433746074e-05,"Mayo","DOWN: REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE",-0.128789524946473,1.02172646489437e-05,0.00014578292243005,"MSBB","DOWN: REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE","(Reactome) Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase"
"173","REACTOME: CS DS DEGRADATION","UP",0.274821705884799,6.41763104437549e-11,2.71374112733592e-09,"Mayo","UP: REACTOME_CS_DS_DEGRADATION",0.177928138977896,0.000265066889462942,0.001297607785237,"MSBB","UP: REACTOME_CS_DS_DEGRADATION","(Reactome) CS/DS degradation"
"174","REACTOME: CYCLIN A B1 ASSOCIATED EVENTS DURING G2 M TRANSITION","DOWN",-0.148855762089737,3.58568489034623e-06,1.82208193569525e-05,"Mayo","DOWN: REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION",-0.112066275641975,0.000856965416723138,0.00332003158134461,"MSBB","DOWN: REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION","(Reactome) Cyclin A/B1 associated events during G2/M transition"
"175","REACTOME: CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION ","DOWN",-0.0472633964162614,0.00204426636613789,0.00487004301309309,"Mayo","DOWN: REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_",-0.096584685739068,1.23391500833414e-05,0.000165940294224246,"MSBB","DOWN: REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_","(Reactome) Cyclin E associated events during G1/S transition "
"176","REACTOME: DEADENYLATION DEPENDENT MRNA DECAY","DOWN",-0.107723633558524,2.51916319978123e-07,1.80769044153998e-06,"Mayo","DOWN: REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY",-0.0573855446104241,0.00115861880061037,0.00427629021045466,"MSBB","DOWN: REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY","(Reactome) Deadenylation-dependent mRNA decay"
"177","REACTOME: DESTABILIZATION OF MRNA BY KSRP","DOWN",-0.176650929931267,1.03582323999611e-07,8.82312745435532e-07,"Mayo","DOWN: REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP",-0.106302240044848,0.000224562483362227,0.00113895677016903,"MSBB","DOWN: REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP","(Reactome) Destabilization of mRNA by KSRP"
"178","REACTOME: DNA REPAIR","DOWN",-0.138754380339529,3.84900703056691e-09,6.51032046313032e-08,"Mayo","DOWN: REACTOME_DNA_REPAIR",-0.0726497381076563,0.000602975605952911,0.00250170730129399,"MSBB","DOWN: REACTOME_DNA_REPAIR","(Reactome) DNA Repair"
"179","REACTOME: DNA REPLICATION","DOWN",-0.0829623519327329,1.17993067627535e-08,1.56970552888766e-07,"Mayo","DOWN: REACTOME_DNA_REPLICATION",-0.0634829979546979,9.55825712223327e-05,0.000614459386429281,"MSBB","DOWN: REACTOME_DNA_REPLICATION","(Reactome) DNA Replication"
"180","REACTOME: DNA STRAND ELONGATION","DOWN",-0.158607679725119,1.04769291424026e-08,1.44240512844241e-07,"Mayo","DOWN: REACTOME_DNA_STRAND_ELONGATION",-0.0931867007592055,0.00110093672917225,0.00407625307953018,"MSBB","DOWN: REACTOME_DNA_STRAND_ELONGATION","(Reactome) DNA strand elongation"
"181","REACTOME: DSCAM INTERACTIONS","DOWN",-0.191070318008978,1.55268589909707e-07,1.21747026790128e-06,"Mayo","DOWN: REACTOME_DSCAM_INTERACTIONS",-0.198087260568813,3.66964128318555e-05,0.000315697080979934,"MSBB","DOWN: REACTOME_DSCAM_INTERACTIONS","(Reactome) DSCAM interactions"
"182","REACTOME: EFFECTS OF PIP2 HYDROLYSIS","DOWN",-0.244529460148673,2.40364806111026e-08,2.73646086957168e-07,"Mayo","DOWN: REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS",-0.186455243438056,9.21299610242202e-05,0.00059686251212858,"MSBB","DOWN: REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS","(Reactome) Effects of PIP2 hydrolysis"
"183","REACTOME: ENDOSOMAL SORTING COMPLEX REQUIRED FOR TRANSPORT ESCRT","DOWN",-0.081288569564107,0.000363228187638846,0.00103879752213622,"Mayo","DOWN: REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT",-0.0970075060545582,2.79592615814974e-05,0.000280001920400981,"MSBB","DOWN: REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT","(Reactome) Endosomal Sorting Complex Required For Transport (ESCRT)"
"184","REACTOME: EXTENSION OF TELOMERES","DOWN",-0.12227208884893,7.49291171040435e-07,4.50335404320749e-06,"Mayo","DOWN: REACTOME_EXTENSION_OF_TELOMERES",-0.114074626518113,3.61093527370454e-05,0.000315697080979934,"MSBB","DOWN: REACTOME_EXTENSION_OF_TELOMERES","(Reactome) Extension of Telomeres"
"185","REACTOME: FORMATION OF TRANSCRIPTION COUPLED NER TC NER REPAIR COMPLEX","DOWN",-0.154266281186733,2.61285647377328e-10,7.54541967060381e-09,"Mayo","DOWN: REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX",-0.117160737768224,8.34549293884774e-05,0.000561564633150048,"MSBB","DOWN: REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX","(Reactome) Formation of transcription-coupled NER (TC-NER) repair complex"
"186","REACTOME: G ALPHA Q SIGNALLING EVENTS","DOWN",-0.114093418541381,3.42655535668654e-05,0.000129205144659773,"Mayo","DOWN: REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS",-0.105398272563863,0.000375807503983363,0.00172429325357072,"MSBB","DOWN: REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS","(Reactome) G alpha (q) signalling events"
"187","REACTOME: G ALPHA S SIGNALLING EVENTS","DOWN",-0.085890765300291,2.59494891171181e-05,0.000101066431298249,"Mayo","DOWN: REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",-0.0870679953731199,0.000160631843365788,0.00089923089348312,"MSBB","DOWN: REACTOME_G_ALPHA_S_SIGNALLING_EVENTS","(Reactome) G alpha (s) signalling events"
"188","REACTOME: G1 S TRANSITION","DOWN",-0.0884410098657151,3.89406979764225e-08,4.04436722842844e-07,"Mayo","DOWN: REACTOME_G1_S_TRANSITION",-0.0884014825462923,1.67040931398567e-05,0.000199426418098289,"MSBB","DOWN: REACTOME_G1_S_TRANSITION","(Reactome) G1/S Transition"
"189","REACTOME: G2 M CHECKPOINTS","DOWN",-0.197867158436013,2.06767531312773e-13,2.81794991800782e-11,"Mayo","DOWN: REACTOME_G2_M_CHECKPOINTS",-0.12796223869694,5.77147612364306e-05,0.000430103634691872,"MSBB","DOWN: REACTOME_G2_M_CHECKPOINTS","(Reactome) G2/M Checkpoints"
"190","REACTOME: GABA A RECEPTOR ACTIVATION","DOWN",-0.311309920663442,0.000783544440582298,0.00204342867323665,"Mayo","DOWN: REACTOME_GABA_A_RECEPTOR_ACTIVATION",-0.448185169732055,9.23351407651906e-05,0.00059686251212858,"MSBB","DOWN: REACTOME_GABA_A_RECEPTOR_ACTIVATION","(Reactome) GABA A receptor activation"
"191","REACTOME: GASTRIN CREB SIGNALLING PATHWAY VIA PKC AND MAPK","DOWN",-0.0836954235327962,0.00020560431608578,0.000617856624988739,"Mayo","DOWN: REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK",-0.0783612880638866,0.00136630695367683,0.00483844010554958,"MSBB","DOWN: REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK","(Reactome) Gastrin-CREB signalling pathway via PKC and MAPK"
"192","REACTOME: GLOBAL GENOMIC NER GG NER","DOWN",-0.143938000856477,8.53252255050096e-08,7.59586969909259e-07,"Mayo","DOWN: REACTOME_GLOBAL_GENOMIC_NER_GG_NER",-0.0755383335305777,0.00146411972354343,0.00511349276580841,"MSBB","DOWN: REACTOME_GLOBAL_GENOMIC_NER_GG_NER","(Reactome) Global Genomic NER (GG-NER)"
"193","REACTOME: GLYCOGEN BREAKDOWN GLYCOGENOLYSIS","UP",0.184829155791553,2.00814739630265e-07,1.47679907902009e-06,"Mayo","UP: REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS",0.144810130414152,0.000148774080680293,0.000858651834610922,"MSBB","UP: REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS","(Reactome) Glycogen breakdown (glycogenolysis)"
"194","REACTOME: GLYCOSPHINGOLIPID METABOLISM","DOWN",-0.132385637180201,2.38439707903552e-10,7.05781535394514e-09,"Mayo","DOWN: REACTOME_GLYCOSPHINGOLIPID_METABOLISM",-0.0767110604405725,0.00251495857562347,0.00782580195074326,"MSBB","DOWN: REACTOME_GLYCOSPHINGOLIPID_METABOLISM","(Reactome) Glycosphingolipid metabolism"
"195","REACTOME: GPCR LIGAND BINDING","DOWN",-0.0676748879214566,0.00169230671630825,0.00408916561654891,"Mayo","DOWN: REACTOME_GPCR_LIGAND_BINDING",-0.0802157919536384,0.00173835744456891,0.00587826072296422,"MSBB","DOWN: REACTOME_GPCR_LIGAND_BINDING","(Reactome) GPCR ligand binding"
"196","REACTOME: GRB2 SOS PROVIDES LINKAGE TO MAPK SIGNALING FOR INTERGRINS ","UP",0.191868888530744,6.77016846743391e-06,3.11459010648337e-05,"Mayo","UP: REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_",0.19367629917188,3.4379852626051e-05,0.000310290276637207,"MSBB","UP: REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_","(Reactome) GRB2:SOS provides linkage to MAPK signaling for Intergrins "
"197","REACTOME: HIV INFECTION","DOWN",-0.0760056962785491,9.36523454008999e-08,8.15326301137246e-07,"Mayo","DOWN: REACTOME_HIV_INFECTION",-0.0737267823845685,2.30755495278558e-05,0.000254701820260295,"MSBB","DOWN: REACTOME_HIV_INFECTION","(Reactome) HIV Infection"
"198","REACTOME: HIV LIFE CYCLE","DOWN",-0.0962727173647757,2.22977847806535e-09,4.19056780639583e-08,"Mayo","DOWN: REACTOME_HIV_LIFE_CYCLE",-0.0664124368217303,0.000298406133410199,0.00143088186922104,"MSBB","DOWN: REACTOME_HIV_LIFE_CYCLE","(Reactome) HIV Life Cycle"
"199","REACTOME: HOST INTERACTIONS OF HIV FACTORS","DOWN",-0.0653074964979306,7.14290286368242e-06,3.24562683560128e-05,"Mayo","DOWN: REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",-0.0709264150948612,4.91624712346329e-05,0.000388198548536951,"MSBB","DOWN: REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS","(Reactome) Host Interactions of HIV factors"
"200","REACTOME: INCRETIN SYNTHESIS SECRETION AND INACTIVATION","DOWN",-0.168009631540861,1.65197180742791e-07,1.25380424358631e-06,"Mayo","DOWN: REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION",-0.160883905860536,5.34060853220569e-05,0.0004057475313429,"MSBB","DOWN: REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION","(Reactome) Incretin Synthesis, Secretion, and Inactivation"
"201","REACTOME: INHIBITION OF THE PROTEOLYTIC ACTIVITY OF APC C REQUIRED FOR THE ONSET OF ANAPHASE BY MITOTIC SPINDLE CHECKPOINT COMPONENTS","DOWN",-0.140508215145214,2.93551764517743e-07,2.0316169634937e-06,"Mayo","DOWN: REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS",-0.147826170678293,2.65087707060894e-06,7.21285156421501e-05,"MSBB","DOWN: REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS","(Reactome) Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components"
"202","REACTOME: INSULIN RECEPTOR RECYCLING","DOWN",-0.0511501287849758,0.0036814479038974,0.00820872752959421,"Mayo","DOWN: REACTOME_INSULIN_RECEPTOR_RECYCLING",-0.0870611760350062,0.00246863203609137,0.00774343024725712,"MSBB","DOWN: REACTOME_INSULIN_RECEPTOR_RECYCLING","(Reactome) Insulin receptor recycling"
"203","REACTOME: INSULIN SYNTHESIS AND PROCESSING","DOWN",-0.181313084438765,4.2544617586824e-08,4.34248510541376e-07,"Mayo","DOWN: REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING",-0.191819427344101,1.53851802517654e-06,5.2943120278134e-05,"MSBB","DOWN: REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING","(Reactome) Insulin Synthesis and Processing"
"204","REACTOME: INTEGRATION OF ENERGY METABOLISM","DOWN",-0.0520748803025258,0.00359174322218004,0.00803898672034246,"Mayo","DOWN: REACTOME_INTEGRATION_OF_ENERGY_METABOLISM",-0.0864320264063889,7.01519963973716e-05,0.000506653307314351,"MSBB","DOWN: REACTOME_INTEGRATION_OF_ENERGY_METABOLISM","(Reactome) Integration of energy metabolism"
"205","REACTOME: INTEGRIN CELL SURFACE INTERACTIONS","UP",0.119052349670504,6.8614638712838e-07,4.18761506371135e-06,"Mayo","UP: REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",0.144565316150656,9.94156954009043e-05,0.000635608544366438,"MSBB","UP: REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS","(Reactome) Integrin cell surface interactions"
"206","REACTOME: INTERACTION BETWEEN L1 AND ANKYRINS","DOWN",-0.245159356440101,0.000140273002888299,0.000442888627785989,"Mayo","DOWN: REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS",-0.229187812526527,0.000298154588357596,0.00143088186922104,"MSBB","DOWN: REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS","(Reactome) Interaction between L1 and Ankyrins"
"207","REACTOME: ION CHANNEL TRANSPORT","DOWN",-0.180717353894748,1.12591724515516e-05,4.93735562319892e-05,"Mayo","DOWN: REACTOME_ION_CHANNEL_TRANSPORT",-0.204851290704506,2.87309614736633e-05,0.000280001920400981,"MSBB","DOWN: REACTOME_ION_CHANNEL_TRANSPORT","(Reactome) Ion channel transport"
"208","REACTOME: KINESINS","DOWN",-0.078616513367731,0.000188149169894766,0.000575629501693549,"Mayo","DOWN: REACTOME_KINESINS",-0.097393605204019,0.000213701949533667,0.0011063331015681,"MSBB","DOWN: REACTOME_KINESINS","(Reactome) Kinesins"
"209","REACTOME: LAGGING STRAND SYNTHESIS","DOWN",-0.134825010588559,3.30227422265726e-07,2.26005357203827e-06,"Mayo","DOWN: REACTOME_LAGGING_STRAND_SYNTHESIS",-0.102746245205534,0.000225844419383944,0.00113895677016903,"MSBB","DOWN: REACTOME_LAGGING_STRAND_SYNTHESIS","(Reactome) Lagging Strand Synthesis"
"210","REACTOME: LATE PHASE OF HIV LIFE CYCLE","DOWN",-0.106106962072853,3.20981479453938e-09,5.6722697264696e-08,"Mayo","DOWN: REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE",-0.0761290908774011,0.00017288833929239,0.000945230640056525,"MSBB","DOWN: REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE","(Reactome) Late Phase of HIV Life Cycle"
"211","REACTOME: LIGAND GATED ION CHANNEL TRANSPORT","DOWN",-0.314998853288913,0.00011007020768111,0.000359016875742243,"Mayo","DOWN: REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT",-0.481546251561932,1.07980261373619e-05,0.000150401078341826,"MSBB","DOWN: REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT","(Reactome) Ligand-gated ion channel transport"
"212","REACTOME: M G1 TRANSITION","DOWN",-0.102739790871375,1.82091893574189e-06,9.88976155925872e-06,"Mayo","DOWN: REACTOME_M_G1_TRANSITION",-0.106630761126295,3.64631534126517e-05,0.000315697080979934,"MSBB","DOWN: REACTOME_M_G1_TRANSITION","(Reactome) M/G1 Transition"
"213","REACTOME: METABOLISM OF NON CODING RNA","DOWN",-0.128737737385337,2.94752483336708e-07,2.0316169634937e-06,"Mayo","DOWN: REACTOME_METABOLISM_OF_NON_CODING_RNA",-0.0751763864941224,0.000518877737821896,0.00224847019722822,"MSBB","DOWN: REACTOME_METABOLISM_OF_NON_CODING_RNA","(Reactome) Metabolism of non-coding RNA"
"214","REACTOME: METABOLISM OF NUCLEOTIDES","DOWN",-0.0582967564081668,0.000288174139846815,0.000836270052888797,"Mayo","DOWN: REACTOME_METABOLISM_OF_NUCLEOTIDES",-0.0515867669732659,0.00193687578373765,0.00638350610414944,"MSBB","DOWN: REACTOME_METABOLISM_OF_NUCLEOTIDES","(Reactome) Metabolism of nucleotides"
"215","REACTOME: METABOLISM OF PROTEINS","DOWN",-0.0378377647097428,0.000435113481829185,0.00120932948940318,"Mayo","DOWN: REACTOME_METABOLISM_OF_PROTEINS",-0.0488681839120056,0.000235096370318248,0.00117548185159124,"MSBB","DOWN: REACTOME_METABOLISM_OF_PROTEINS","(Reactome) Metabolism of proteins"
"216","REACTOME: METABOLISM OF VITAMINS AND COFACTORS","DOWN",-0.105725122059318,3.56622152739404e-07,2.41280359339117e-06,"Mayo","DOWN: REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS",-0.103663098489641,2.20589961877117e-05,0.000250573063491482,"MSBB","DOWN: REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS","(Reactome) Metabolism of vitamins and cofactors"
"217","REACTOME: MITOCHONDRIAL PROTEIN IMPORT","DOWN",-0.11029258196829,1.12800170291696e-07,9.40530997361747e-07,"Mayo","DOWN: REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT",-0.174264873822027,4.11191000609781e-07,2.77638968372469e-05,"MSBB","DOWN: REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT","(Reactome) Mitochondrial Protein Import"
"218","REACTOME: MITOCHONDRIAL TRNA AMINOACYLATION","DOWN",-0.0947510388635697,0.000225456450455459,0.000665686876157763,"Mayo","DOWN: REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION",-0.0979653430045898,0.00220784211703455,0.00705785594789735,"MSBB","DOWN: REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION","(Reactome) Mitochondrial tRNA aminoacylation"
"219","REACTOME: MITOTIC G1 G1 S PHASES","DOWN",-0.0779385005154082,1.20858416881491e-08,1.5731671933312e-07,"Mayo","DOWN: REACTOME_MITOTIC_G1_G1_S_PHASES",-0.0710206538649055,3.84461153089036e-05,0.000323611186413074,"MSBB","DOWN: REACTOME_MITOTIC_G1_G1_S_PHASES","(Reactome) Mitotic G1-G1/S phases"
"220","REACTOME: MITOTIC M M G1 PHASES","DOWN",-0.0839499171436079,6.52637857467459e-08,6.18314772553457e-07,"Mayo","DOWN: REACTOME_MITOTIC_M_M_G1_PHASES",-0.0607410183566366,0.000502370732401834,0.00219318566011248,"MSBB","DOWN: REACTOME_MITOTIC_M_M_G1_PHASES","(Reactome) Mitotic M-M/G1 phases"
"221","REACTOME: MRNA CAPPING","DOWN",-0.149922750345274,2.27395930797265e-10,6.90350723240927e-09,"Mayo","DOWN: REACTOME_MRNA_CAPPING",-0.0882939979679655,0.00207219039252244,0.00673461877569793,"MSBB","DOWN: REACTOME_MRNA_CAPPING","(Reactome) mRNA Capping"
