Gene.ID	ensembl_gene_id	position	hgnc_symbol	percentage_gc_content	gene.length
ENSG00000228656.1	ENSG00000228656	1	MYO5BP3	49.26	1279
ENSG00000226020.4	ENSG00000226020	4	CDK2AP2P3	63.17	372
ENSG00000239684.2	ENSG00000239684	2	PTGER4P3	57.14	252
ENSG00000225411.2	ENSG00000225411	2		41.02	2878
ENSG00000207277.1	ENSG00000207277	1	RNA5SP284	57.63	118
ENSG00000232815.1	ENSG00000232815	1	DUX4L50	65.03	715
ENSG00000266017.1	ENSG00000266017	1	MIR4477B	41.98	81
ENSG00000215548.2	ENSG00000215548	2	FRG1JP	36.09	931
ENSG00000204790.9	ENSG00000204790	9		36.46	386
ENSG00000275068.1	ENSG00000275068	1		34.91	106
ENSG00000172014.12	ENSG00000172014	12	ANKRD20A4	36.2	4510
ENSG00000238551.1	ENSG00000238551	1	RNU6-1193P	35.51	107
ENSG00000224185.1	ENSG00000224185	1	SNX18P9	49.22	835
ENSG00000229156.1	ENSG00000229156	1		62.17	378
ENSG00000224106.1	ENSG00000224106	1	CYP4F25P	53.67	520
ENSG00000224762.1	ENSG00000224762	1		36.72	787
ENSG00000235832.2	ENSG00000235832	2	CNN2P3	57.84	906
ENSG00000235310.1	ENSG00000235310	1	GXYLT1P6	41.62	1187
ENSG00000277869.1	ENSG00000277869	1		60.26	229
ENSG00000181997.8	ENSG00000181997	8	AQP7P2	52.38	1041
ENSG00000176134.5	ENSG00000176134	5		46.01	2662
ENSG00000225883.2	ENSG00000225883	2	BMS1P11	39.85	885
ENSG00000235932.2	ENSG00000235932	2		48.73	353
ENSG00000156755.10	ENSG00000156755	10	IGKV1OR-2	49.38	350
ENSG00000239028.1	ENSG00000239028	1	NA	NA	NA
ENSG00000271225.1	ENSG00000271225	1	BNIP3P4	42.65	565
ENSG00000197550.3	ENSG00000197550	3		34.15	3275
ENSG00000223602.2	ENSG00000223602	2		36.34	1403
ENSG00000206804.1	ENSG00000206804	1	RNU6-1293P	41.12	107
ENSG00000224599.1	ENSG00000224599	1	BMS1P12	40.07	706
ENSG00000236252.2	ENSG00000236252	2		39.38	1263
ENSG00000267085.1	ENSG00000267085	1		35.16	256
ENSG00000204780.5	ENSG00000204780	5	IGKV1OR9-1	48.59	284
ENSG00000204779.2	ENSG00000204779	2	FOXD4L5	54.23	3109
ENSG00000204778.4	ENSG00000204778	4	CBWD4P	36.48	655
ENSG00000276723.1	ENSG00000276723	1		44.64	112
ENSG00000280286.1	ENSG00000280286	1	FRG1KP	35.85	341
ENSG00000147996.16	ENSG00000147996	16	CBWD5	36.05	12708
ENSG00000184659.5	ENSG00000184659	5	FOXD4L4	60.67	2230
ENSG00000204776.6	ENSG00000204776	6	IGKV1OR-3	49.58	348
ENSG00000237904.2	ENSG00000237904	2		49.62	399
ENSG00000235893.5	ENSG00000235893	5		64.14	541
ENSG00000231701.1	ENSG00000231701	1	BMS1P13	39.89	885
ENSG00000279955.3	ENSG00000279955	3		44.89	920
ENSG00000279688.1	ENSG00000279688	1	AQP7P3	52.39	1041
ENSG00000274893.1	ENSG00000274893	1		40.96	2254
ENSG00000273668.1	ENSG00000273668	1		60.62	226
ENSG00000275026.1	ENSG00000275026	1	GXYLT1P4	39.16	2197
ENSG00000278068.1	ENSG00000278068	1		58.17	906
ENSG00000278720.1	ENSG00000278720	1		37.88	697
ENSG00000274628.4	ENSG00000274628	4		53.67	7923
ENSG00000229146.2	ENSG00000229146	2	SNX18P4	49.16	838
ENSG00000276257.1	ENSG00000276257	1		57.89	228
ENSG00000276203.4	ENSG00000276203	4	ANKRD20A3	36.11	7672
ENSG00000275030.1	ENSG00000275030	1	RNU6-538P	35.51	107
ENSG00000278849.1	ENSG00000278849	1		37.78	1484
ENSG00000233765.1	ENSG00000233765	1		57.83	635
ENSG00000274181.1	ENSG00000274181	1	RBPJP2	42.24	1444
ENSG00000276894.1	ENSG00000276894	1	RAB28P4	45.44	665
ENSG00000277297.1	ENSG00000277297	1	ATP5A1P10	45.04	1603
ENSG00000273849.1	ENSG00000273849	1	SDR42E1P4	38.05	481
ENSG00000276457.1	ENSG00000276457	1	FKBP4P8	53.91	1369
ENSG00000274349.4	ENSG00000274349	4	ZNF658	38.33	4843
ENSG00000277490.1	ENSG00000277490	1		41.48	487
ENSG00000277350.1	ENSG00000277350	1		40.22	1470
ENSG00000276039.1	ENSG00000276039	1		50	78
ENSG00000274355.1	ENSG00000274355	1	FAM74A3	51.27	472
ENSG00000276348.1	ENSG00000276348	1		47.75	1988
ENSG00000274820.1	ENSG00000274820	1		47.15	403
ENSG00000275969.2	ENSG00000275969	2	SPATA31A3	52.95	4256
ENSG00000276386.1	ENSG00000276386	1	CNTNAP3P2	38.29	3861
ENSG00000274852.1	ENSG00000274852	1	RN7SL422P	53.64	261
ENSG00000277575.1	ENSG00000277575	1		39.14	944
ENSG00000273999.1	ENSG00000273999	1	RBM17P2	46.05	1405
ENSG00000276204.1	ENSG00000276204	1		44.74	1198
ENSG00000276898.1	ENSG00000276898	1		40.42	800
ENSG00000275904.1	ENSG00000275904	1		45.54	112
ENSG00000277208.1	ENSG00000277208	1		55.17	58
ENSG00000275614.1	ENSG00000275614	1		57.29	192
ENSG00000274026.1	ENSG00000274026	1	FAM27E3	53.73	1593
ENSG00000278735.1	ENSG00000278735	1		53.96	202
ENSG00000274100.1	ENSG00000274100	1		50.24	211
ENSG00000278134.1	ENSG00000278134	1		57.74	601
ENSG00000276032.1	ENSG00000276032	1		59.46	370
ENSG00000278763.1	ENSG00000278763	1	FAM27B	52.58	213
ENSG00000274911.1	ENSG00000274911	1		59.24	655
ENSG00000274098.1	ENSG00000274098	1	RN7SL787P	49.3	284
ENSG00000278010.1	ENSG00000278010	1		50.53	95
ENSG00000277618.1	ENSG00000277618	1		45.36	280
ENSG00000260691.5	ENSG00000260691	5	ANKRD20A1	36.24	3887
ENSG00000278551.1	ENSG00000278551	1	RNU6-368P	35.51	107
ENSG00000274869.1	ENSG00000274869	1		35.73	1216
ENSG00000226904.1	ENSG00000226904	1		33.53	340
ENSG00000196873.15	ENSG00000196873	15	CBWD3	36.17	12319
ENSG00000279706.1	ENSG00000279706	1		41.16	1188
ENSG00000187559.5	ENSG00000187559	5	FOXD4L3	59.93	2039
ENSG00000234394.8	ENSG00000234394	8		46.86	5282
ENSG00000225337.1	ENSG00000225337	1		53.18	416
ENSG00000154330.12	ENSG00000154330	12	PGM5	40.29	7426
ENSG00000224958.5	ENSG00000224958	5	PGM5-AS1	54.99	604
ENSG00000233178.7	ENSG00000233178	7		39.82	4007
ENSG00000229019.1	ENSG00000229019	1		40.88	905
ENSG00000181778.4	ENSG00000181778	4	TMEM252	44.03	1245
ENSG00000226337.3	ENSG00000226337	3		41.86	1739
ENSG00000234506.5	ENSG00000234506	5	LINC01506	38.64	526
ENSG00000224025.2	ENSG00000224025	2		46.68	2860
ENSG00000107242.17	ENSG00000107242	17	PIP5K1B	40.22	4918
ENSG00000187866.7	ENSG00000187866	7	FAM122A	40.73	4554
ENSG00000236998.2	ENSG00000236998	2		42.38	1248
ENSG00000236733.1	ENSG00000236733	1		41.4	516
ENSG00000207000.1	ENSG00000207000	1	RNU6-820P	41.12	107
ENSG00000165059.6	ENSG00000165059	6	PRKACG	56.85	1585
ENSG00000165060.11	ENSG00000165060	11	FXN	45.22	2939
ENSG00000270236.1	ENSG00000270236	1		43.84	292
ENSG00000119139.16	ENSG00000119139	16	TJP2	43.45	7749
ENSG00000278910.3	ENSG00000278910	3	BANCR	41.51	600
ENSG00000135063.17	ENSG00000135063	17	FAM189A2	40.85	4015
ENSG00000107282.7	ENSG00000107282	7	APBA1	41.44	11384
ENSG00000243888.1	ENSG00000243888	1		55.06	398
ENSG00000229312.2	ENSG00000229312	2		42.05	442
ENSG00000261447.1	ENSG00000261447	1		53.89	965
ENSG00000188647.12	ENSG00000188647	12	PTAR1	36.03	12200
ENSG00000225626.2	ENSG00000225626	2	C9orf135-AS1	44.22	1472
ENSG00000204711.8	ENSG00000204711	8	C9orf135	39.04	1279
ENSG00000241174.3	ENSG00000241174	3	RN7SL570P	52.4	292
ENSG00000204706.14	ENSG00000204706	14	MAMDC2-AS1	41.14	9862
ENSG00000165072.9	ENSG00000165072	9	MAMDC2	40.24	3854
ENSG00000222465.1	ENSG00000222465	1	RNU2-5P	41.67	180
ENSG00000268364.1	ENSG00000268364	1	SMC5-AS1	39.57	1818
ENSG00000236801.1	ENSG00000236801	1	RPL24P8	47.26	474
ENSG00000198887.8	ENSG00000198887	8	SMC5	36.37	6637
ENSG00000274421.1	ENSG00000274421	1		39.25	1246
ENSG00000239180.1	ENSG00000239180	1		38.95	95
ENSG00000119138.4	ENSG00000119138	4	KLF9	43.93	5175
ENSG00000083067.22	ENSG00000083067	22	TRPM3	38.04	19912
ENSG00000272232.2	ENSG00000272232	2	RN7SL726P	53.85	299
ENSG00000232086.1	ENSG00000232086	1		40.98	337
ENSG00000223966.1	ENSG00000223966	1		40.98	337
ENSG00000207935.2	ENSG00000207935	2	MIR204	48.18	110
ENSG00000224437.2	ENSG00000224437	2	PIGUP1	47.13	505
ENSG00000229814.1	ENSG00000229814	1	RPL35AP21	44.74	333
ENSG00000135048.13	ENSG00000135048	13	TMEM2	40.46	9625
ENSG00000271166.1	ENSG00000271166	1		34.19	544
ENSG00000107362.13	ENSG00000107362	13	ABHD17B	37.98	2959
ENSG00000281760.1	ENSG00000281760	1		44.7	33
ENSG00000200922.1	ENSG00000200922	1		42.71	96
ENSG00000155621.14	ENSG00000155621	14	C9orf85	38.63	4973
ENSG00000236060.2	ENSG00000236060	2	HSPB1P1	63.28	256
ENSG00000204669.9	ENSG00000204669	9	C9orf57	40.24	1563
ENSG00000224820.2	ENSG00000224820	2	BTF3P4	46.06	495
ENSG00000119125.16	ENSG00000119125	16	GDA	40.49	7904
ENSG00000235523.1	ENSG00000235523	1		44.87	361
ENSG00000233933.2	ENSG00000233933	2		51.44	423
ENSG00000252428.1	ENSG00000252428	1	RNA5SP285	47.9	119
ENSG00000225434.2	ENSG00000225434	2	LINC01504	40.96	2458
ENSG00000107372.12	ENSG00000107372	12	ZFAND5	39.89	7053
ENSG00000230003.2	ENSG00000230003	2		44.91	216
ENSG00000225947.1	ENSG00000225947	1		47.8	392
ENSG00000165091.15	ENSG00000165091	15	TMC1	39.22	4615
ENSG00000236862.1	ENSG00000236862	1	RPS20P24	42.66	361
ENSG00000229753.1	ENSG00000229753	1	RPS27AP15	38.2	466
ENSG00000236849.5	ENSG00000236849	5	LINC01474	35.31	639
ENSG00000165092.12	ENSG00000165092	12	ALDH1A1	36.05	2849
ENSG00000228024.1	ENSG00000228024	1	CYP1D1P	34.64	1433
ENSG00000135046.13	ENSG00000135046	13	ANXA1	34.74	4561
ENSG00000221110.1	ENSG00000221110	1	NA	NA	NA
ENSG00000221844.2	ENSG00000221844	2	DPP3P2	57.37	1696
ENSG00000232590.1	ENSG00000232590	1		34.13	624
ENSG00000236701.3	ENSG00000236701	3		51.28	1012
ENSG00000212454.1	ENSG00000212454	1	RNA5SP286	48.11	106
ENSG00000223368.2	ENSG00000223368	2		42.17	614
ENSG00000227809.1	ENSG00000227809	1		37.28	648
ENSG00000224825.2	ENSG00000224825	2	RORB-AS1	39.53	1178
ENSG00000198963.10	ENSG00000198963	10	RORB	37.74	9591
ENSG00000119121.21	ENSG00000119121	21	TRPM6	39.99	9193
ENSG00000202217.1	ENSG00000202217	1	RN7SKP47	49.39	328
ENSG00000270954.1	ENSG00000270954	1	RPSAP75	50.5	301
ENSG00000281621.1	ENSG00000281621	1	NA	NA	NA
ENSG00000252758.1	ENSG00000252758	1	RNU6-445P	39.25	107
ENSG00000224297.2	ENSG00000224297	2		39.35	521
ENSG00000135045.6	ENSG00000135045	6	C9orf40	42.71	2327
ENSG00000203321.2	ENSG00000203321	2	C9orf41-AS1	38.7	719
ENSG00000156017.12	ENSG00000156017	12	CARNMT1	37.59	4610
ENSG00000229587.2	ENSG00000229587	2		38.86	670
ENSG00000278040.1	ENSG00000278040	1		50.6	168
ENSG00000106733.20	ENSG00000106733	20	NMRK1	40.5	3865
ENSG00000134996.11	ENSG00000134996	11	OSTF1	40.24	1319
ENSG00000200041.1	ENSG00000200041	1		39.22	102
ENSG00000212316.1	ENSG00000212316	1	RNU6-1228P	40.19	107
ENSG00000235707.2	ENSG00000235707	2		48.28	1104
ENSG00000236376.1	ENSG00000236376	1		36.77	458
ENSG00000280790.1	ENSG00000280790	1	NA	NA	NA
ENSG00000234644.2	ENSG00000234644	2	OTX2P1	49.72	354
ENSG00000099139.13	ENSG00000099139	13	PCSK5	40.14	12705
ENSG00000238826.1	ENSG00000238826	1	NA	NA	NA
ENSG00000231137.1	ENSG00000231137	1	RBM22P5	49.12	1277
ENSG00000135002.11	ENSG00000135002	11	RFK	40.38	3877
ENSG00000234618.1	ENSG00000234618	1	RPSAP9	51.46	888
ENSG00000187210.12	ENSG00000187210	12	GCNT1	42.83	6463
ENSG00000233814.1	ENSG00000233814	1		44.41	339
ENSG00000219149.4	ENSG00000219149	4		45.51	490
ENSG00000241781.2	ENSG00000241781	2	NA	NA	NA
ENSG00000106772.17	ENSG00000106772	17	PRUNE2	41.04	14656
ENSG00000265488.1	ENSG00000265488	1	NA	NA	NA
ENSG00000225937.1	ENSG00000225937	1	PCA3	40.88	3922
ENSG00000274326.1	ENSG00000274326	1		36.02	261
ENSG00000277320.1	ENSG00000277320	1		38.63	409
ENSG00000230335.1	ENSG00000230335	1	DNAJB5P1	45.53	806
ENSG00000236604.1	ENSG00000236604	1	LYPLA2P3	57.14	576
ENSG00000229857.1	ENSG00000229857	1		42.28	732
ENSG00000204612.1	ENSG00000204612	1	FOXB2	69.44	1299
ENSG00000232851.3	ENSG00000232851	3	ATP5J2P3	50.39	258
ENSG00000233526.1	ENSG00000233526	1	RFC5P1	42.22	874
ENSG00000232998.1	ENSG00000232998	1	VPS13A-AS1	65.29	519
ENSG00000197969.11	ENSG00000197969	11	VPS13A	35.89	20196
ENSG00000156049.6	ENSG00000156049	6	GNA14	42.21	2721
ENSG00000231373.1	ENSG00000231373	1	GNA14-AS1	42	605
ENSG00000228248.1	ENSG00000228248	1	NUTF2P3	45.57	384
ENSG00000201711.1	ENSG00000201711	1	RNU6-1303P	40.19	107
ENSG00000156052.10	ENSG00000156052	10	GNAQ	39.13	6629
ENSG00000233457.1	ENSG00000233457	1		59.82	662
ENSG00000222452.1	ENSG00000222452	1	RN7SKP59	47.13	314
ENSG00000233947.1	ENSG00000233947	1		53.12	1250
ENSG00000228781.1	ENSG00000228781	1		44.17	480
ENSG00000234819.1	ENSG00000234819	1		45.38	238
ENSG00000148019.12	ENSG00000148019	12	CEP78	37.2	14355
ENSG00000135069.13	ENSG00000135069	13	PSAT1	45.59	2188
ENSG00000270627.1	ENSG00000270627	1		33.51	382
ENSG00000237257.1	ENSG00000237257	1	MTND2P8	36.59	1025
ENSG00000226234.2	ENSG00000226234	2	KRT18P24	55.1	1156
ENSG00000260995.1	ENSG00000260995	1		38.1	2432
ENSG00000186940.6	ENSG00000186940	6	CHCHD2P9	62.06	456
ENSG00000233086.7	ENSG00000233086	7		38.21	3830
ENSG00000106829.18	ENSG00000106829	18	TLE4	39.28	8187
ENSG00000240979.1	ENSG00000240979	1		43.87	253
ENSG00000270691.1	ENSG00000270691	1		35.35	628
ENSG00000238002.2	ENSG00000238002	2	NPAP1P6	54.19	3484
ENSG00000232494.1	ENSG00000232494	1		37.96	524
ENSG00000260564.1	ENSG00000260564	1		35.52	3007
ENSG00000279715.1	ENSG00000279715	1		44.41	2468
ENSG00000280366.1	ENSG00000280366	1		40.33	586
ENSG00000230945.1	ENSG00000230945	1	LINC01507	42.95	446
ENSG00000236521.1	ENSG00000236521	1	NPAP1P4	55.35	3310
ENSG00000275603.1	ENSG00000275603	1	NA	NA	NA
ENSG00000232981.1	ENSG00000232981	1	MTCO1P51	44.15	1060
ENSG00000225901.1	ENSG00000225901	1	MTND2P9	36.2	931
ENSG00000221581.1	ENSG00000221581	1	NA	NA	NA
ENSG00000234637.1	ENSG00000234637	1	RPS19P6	47.58	433
ENSG00000226798.1	ENSG00000226798	1		34.72	791
ENSG00000280565.1	ENSG00000280565	1	NA	NA	NA
ENSG00000228375.1	ENSG00000228375	1	RPS20P25	41.19	352
ENSG00000237072.1	ENSG00000237072	1		58.3	530
ENSG00000196781.13	ENSG00000196781	13	TLE1	43.43	4906
ENSG00000233926.1	ENSG00000233926	1		44.1	1885
ENSG00000207206.1	ENSG00000207206	1	RNU6-1035P	44.86	107
ENSG00000263404.1	ENSG00000263404	1	NA	NA	NA
ENSG00000252167.1	ENSG00000252167	1	RNA5SP287	49.51	103
ENSG00000278507.1	ENSG00000278507	1	NA	NA	NA
ENSG00000200969.1	ENSG00000200969	1		52.94	68
ENSG00000240632.6	ENSG00000240632	6	SPATA31D5P	46.06	4863
ENSG00000230846.1	ENSG00000230846	1		46.62	465
ENSG00000189357.8	ENSG00000189357	8	SPATA31D4	46.6	4787
ENSG00000267559.5	ENSG00000267559	5		43.02	2208
ENSG00000186788.12	ENSG00000186788	12	SPATA31D3	46.4	4785
ENSG00000237770.2	ENSG00000237770	2	SPATA31D2P	45.81	4388
ENSG00000214929.3	ENSG00000214929	3	SPATA31D1	47.34	5158
ENSG00000231649.3	ENSG00000231649	3	SPATA31B1P	53.63	4016
ENSG00000230360.1	ENSG00000230360	1	DDX10P2	41.81	2614
ENSG00000235377.1	ENSG00000235377	1		58.23	881
ENSG00000228430.8	ENSG00000228430	8		38.59	4429
ENSG00000225085.1	ENSG00000225085	1		38.02	455
ENSG00000228046.2	ENSG00000228046	2	MTCO3P40	42.6	676
ENSG00000228123.4	ENSG00000228123	4		57.03	1017
ENSG00000232749.2	ENSG00000232749	2		34.15	673
ENSG00000278988.1	ENSG00000278988	1		37.37	479
ENSG00000275270.1	ENSG00000275270	1	NA	NA	NA
ENSG00000233309.1	ENSG00000233309	1	RPS6P12	43.39	726
ENSG00000165105.9	ENSG00000165105	9	RASEF	40	6649
ENSG00000251776.1	ENSG00000251776	1	RN7SKP242	47.06	289
ENSG00000273806.1	ENSG00000273806	1		49.54	109
ENSG00000229109.1	ENSG00000229109	1		41.95	444
ENSG00000172159.15	ENSG00000172159	15	FRMD3	41.56	6486
ENSG00000251752.1	ENSG00000251752	1	RNU4-29P	39.66	174
ENSG00000237529.1	ENSG00000237529	1		42.09	527
ENSG00000199483.1	ENSG00000199483	1	RNU4-15P	39.01	141
ENSG00000148057.15	ENSG00000148057	15	IDNK	42.77	1814
ENSG00000135018.13	ENSG00000135018	13	UBQLN1	38.75	7117
ENSG00000254473.1	ENSG00000254473	1		45.27	1134
ENSG00000165113.12	ENSG00000165113	12	GKAP1	38.75	3381
ENSG00000226877.7	ENSG00000226877	7		33.1	977
ENSG00000231616.8	ENSG00000231616	8		38.38	3790
ENSG00000165115.14	ENSG00000165115	14	KIF27	38.37	5140
ENSG00000165118.14	ENSG00000165118	14	C9orf64	44.72	2729
ENSG00000165119.18	ENSG00000165119	18	HNRNPK	39.12	5114
ENSG00000207603.1	ENSG00000207603	1	NA	NA	NA
ENSG00000235298.1	ENSG00000235298	1		37.49	390
ENSG00000178966.15	ENSG00000178966	15	RMI1	38.66	3507
ENSG00000202523.1	ENSG00000202523	1		34.31	102
ENSG00000227463.2	ENSG00000227463	2		39.63	2007
ENSG00000270166.1	ENSG00000270166	1		50.36	274
ENSG00000197506.7	ENSG00000197506	7	SLC28A3	42.6	5063
ENSG00000233262.1	ENSG00000233262	1		42.91	373
ENSG00000228095.3	ENSG00000228095	3		38.41	315
ENSG00000148053.15	ENSG00000148053	15	NTRK2	40.93	20363
ENSG00000226590.1	ENSG00000226590	1	UBE2V1P10	37.55	269
ENSG00000227412.1	ENSG00000227412	1	STK33P1	44.85	1218
ENSG00000135049.15	ENSG00000135049	15	AGTPBP1	36.66	4939
ENSG00000216181.2	ENSG00000216181	2	NA	NA	NA
ENSG00000234424.2	ENSG00000234424	2		39.45	1547
ENSG00000229454.1	ENSG00000229454	1		38.29	429
ENSG00000230303.5	ENSG00000230303	5		32.66	978
ENSG00000165121.10	ENSG00000165121	10		37.75	2067
ENSG00000213711.3	ENSG00000213711	3	PHBP7	54.67	814
ENSG00000231741.2	ENSG00000231741	2		42.99	1468
ENSG00000135040.15	ENSG00000135040	15	NAA35	37.88	3641
ENSG00000135052.16	ENSG00000135052	16	GOLM1	45.43	4233
ENSG00000233713.2	ENSG00000233713	2		54.78	230
ENSG00000187753.12	ENSG00000187753	12	C9orf153	41.62	1932
ENSG00000270688.1	ENSG00000270688	1		49.7	169
ENSG00000223012.1	ENSG00000223012	1	RN7SKP264	48.79	289
ENSG00000135070.13	ENSG00000135070	13	ISCA1	41.36	3251
ENSG00000083223.17	ENSG00000083223	17	ZCCHC6	37.99	6707
ENSG00000214908.3	ENSG00000214908	3		44.4	741
ENSG00000235819.1	ENSG00000235819	1		31.83	197
ENSG00000222293.1	ENSG00000222293	1	RNU2-36P	38.74	191
ENSG00000232211.1	ENSG00000232211	1		41.43	530
ENSG00000180447.6	ENSG00000180447	6	GAS1	57.73	2827
ENSG00000226237.1	ENSG00000226237	1	GAS1RR	39.41	4387
ENSG00000269994.1	ENSG00000269994	1		39.73	2012
ENSG00000231007.5	ENSG00000231007	5	CDC20P1	56.8	1500
ENSG00000224887.1	ENSG00000224887	1		53.99	991
ENSG00000276743.1	ENSG00000276743	1	NA	NA	NA
ENSG00000204446.4	ENSG00000204446	4	C9orf170	43.52	3239
ENSG00000212421.1	ENSG00000212421	1		44.85	136
ENSG00000228373.2	ENSG00000228373	2		43.46	260
ENSG00000196730.12	ENSG00000196730	12	DAPK1	45.13	8907
ENSG00000219928.2	ENSG00000219928	2		52.3	174
ENSG00000236709.1	ENSG00000236709	1	DAPK1-IT1	43.44	702
ENSG00000135047.14	ENSG00000135047	14	CTSL	46.28	2366
ENSG00000237747.1	ENSG00000237747	1		40.5	721
ENSG00000222408.1	ENSG00000222408	1	NA	NA	NA
ENSG00000188029.8	ENSG00000188029	8	CTSL3P	41.56	1020
ENSG00000276478.1	ENSG00000276478	1		44.69	745
ENSG00000237743.3	ENSG00000237743	3	FBP2P1	43.7	530
ENSG00000232743.2	ENSG00000232743	2		41.37	1506
ENSG00000277357.1	ENSG00000277357	1	NPAP1P7	58.08	823
ENSG00000234575.1	ENSG00000234575	1	CTSLP8	41.13	967
ENSG00000233884.1	ENSG00000233884	1		45.8	981
ENSG00000214888.2	ENSG00000214888	2		60.13	2014
ENSG00000234460.1	ENSG00000234460	1		37.88	452
ENSG00000177992.9	ENSG00000177992	9	SPATA31E1	59.37	4478
ENSG00000230246.7	ENSG00000230246	7	SPATA31C1	51.74	4657
ENSG00000238110.1	ENSG00000238110	1		65.78	748
ENSG00000156345.17	ENSG00000156345	17	CDK20	53.16	5727
ENSG00000271923.1	ENSG00000271923	1	RNU6-86P	42.06	107
ENSG00000217716.3	ENSG00000217716	3	RPS10P3	53.24	494
ENSG00000225385.3	ENSG00000225385	3		45.15	417
ENSG00000177910.7	ENSG00000177910	7	SPATA31C2	51.84	3777
ENSG00000276535.1	ENSG00000276535	1		42	1000
ENSG00000279154.1	ENSG00000279154	1		48.76	884
ENSG00000204429.4	ENSG00000204429	4		48	775
ENSG00000229288.1	ENSG00000229288	1		40.03	2090
ENSG00000226327.3	ENSG00000226327	3	RPSAP49	51.92	886
ENSG00000106723.16	ENSG00000106723	16	SPIN1	41.25	4914
ENSG00000275017.1	ENSG00000275017	1		44.16	471
ENSG00000227638.2	ENSG00000227638	2	HNRNPA1P14	45.78	935
ENSG00000231804.1	ENSG00000231804	1		41.56	474
ENSG00000130045.15	ENSG00000130045	15	NXNL2	47.3	2442
ENSG00000228189.4	ENSG00000228189	4		39.65	1244
ENSG00000265873.1	ENSG00000265873	1	MIR4289	57.14	70
ENSG00000225856.2	ENSG00000225856	2	PCNPP2	48.79	455
ENSG00000228658.1	ENSG00000228658	1		48.38	391
ENSG00000186354.10	ENSG00000186354	10	C9orf47	49.75	5050
ENSG00000213694.3	ENSG00000213694	3	S1PR3	48.5	8754
ENSG00000148082.9	ENSG00000148082	9	SHC3	42.72	9929
ENSG00000224945.1	ENSG00000224945	1		41.82	1038
ENSG00000123975.4	ENSG00000123975	4	CKS2	38.43	613
ENSG00000265112.1	ENSG00000265112	1	MIR3153	40.24	82
ENSG00000187742.14	ENSG00000187742	14	SECISBP2	42.36	9813
ENSG00000187764.11	ENSG00000187764	11	SEMA4D	51.34	14160
ENSG00000231799.2	ENSG00000231799	2		45.53	1197
ENSG00000225460.1	ENSG00000225460	1		43.64	456
ENSG00000264913.1	ENSG00000264913	1	NA	NA	NA
ENSG00000130222.10	ENSG00000130222	10	GADD45G	66.23	1322
ENSG00000237372.2	ENSG00000237372	2		48.9	2430
ENSG00000226206.1	ENSG00000226206	1		47.7	916
ENSG00000236507.1	ENSG00000236507	1		49.21	928
ENSG00000237626.1	ENSG00000237626	1		43.63	457
ENSG00000227555.1	ENSG00000227555	1	MIR4290HG	44.95	2720
ENSG00000263967.1	ENSG00000263967	1	MIR4290	54.74	95
ENSG00000234910.2	ENSG00000234910	2	IL6RP1	52.47	1273
ENSG00000278382.1	ENSG00000278382	1		46.91	275
ENSG00000279503.1	ENSG00000279503	1		49.11	619
ENSG00000185074.7	ENSG00000185074	7	OR7E31P	49.1	886
ENSG00000225072.1	ENSG00000225072	1	OR7E116P	48.48	957
ENSG00000231107.1	ENSG00000231107	1	LINC01508	38.94	1597
ENSG00000229613.1	ENSG00000229613	1	LINC01501	38.97	1180
ENSG00000165023.5	ENSG00000165023	5	DIRAS2	40.6	4686
ENSG00000236316.2	ENSG00000236316	2	OR7E109P	49.12	855
ENSG00000270432.1	ENSG00000270432	1	OR7E108P	48.94	991
ENSG00000165025.14	ENSG00000165025	14	SYK	44.17	5210
ENSG00000228216.1	ENSG00000228216	1		47.11	295
ENSG00000260454.1	ENSG00000260454	1		41.37	1395
ENSG00000230537.1	ENSG00000230537	1		44.85	815
ENSG00000229694.6	ENSG00000229694	6		44.34	984
ENSG00000237422.1	ENSG00000237422	1		43.94	506
ENSG00000235641.4	ENSG00000235641	4	LINC00484	56.06	3697
ENSG00000230147.2	ENSG00000230147	2		44.47	461
ENSG00000273381.1	ENSG00000273381	1		43.64	4125
ENSG00000148090.11	ENSG00000148090	11	AUH	38.91	2258
ENSG00000165030.3	ENSG00000165030	3	NFIL3	41.93	2085
ENSG00000233081.1	ENSG00000233081	1		41.12	474
ENSG00000169071.14	ENSG00000169071	14	ROR2	44.96	5818
ENSG00000228595.1	ENSG00000228595	1	PAICSP2	42.87	1150
ENSG00000266855.1	ENSG00000266855	1	MIR3910-1	35.14	111
ENSG00000227399.1	ENSG00000227399	1		44.51	483
ENSG00000237306.1	ENSG00000237306	1	HSPE1P22	38.23	327
ENSG00000090054.13	ENSG00000090054	13	SPTLC1	41.6	3658
ENSG00000275756.1	ENSG00000275756	1		57.74	1027
ENSG00000232179.1	ENSG00000232179	1	MTATP6P29	31.06	132
ENSG00000228069.1	ENSG00000228069	1	MTCO3P29	45.8	779
ENSG00000238288.1	ENSG00000238288	1	MTND3P23	34.01	347
ENSG00000240791.1	ENSG00000240791	1	MTND4LP7	35.37	294
ENSG00000227321.2	ENSG00000227321	2	MTND4P15	35.82	1033
ENSG00000234537.1	ENSG00000234537	1		59.18	1863
ENSG00000225511.6	ENSG00000225511	6	LINC00475	48	3858
ENSG00000236717.2	ENSG00000236717	2		44.88	210
ENSG00000224809.2	ENSG00000224809	2	BEND3P2	57.63	2254
ENSG00000276717.1	ENSG00000276717	1		51.15	505
ENSG00000236115.1	ENSG00000236115	1		43.95	333
